Square_number,Circle_number,Center_x_display,Center_y_display,Diameter_nm
1,1,88,5,38.0
1,2,183,5,76.0
1,3,274,7,209.00000000000003
1,4,376,6,76.0
1,5,340,18,38.0
1,6,335,8,19.0
1,7,103,69,38.0
1,8,102,76,76.0
1,9,91,95,95.0
1,10,8,111,38.0
1,11,20,99,38.0
1,12,31,86,19.0
1,13,18,89,38.0
1,14,169,97,38.0
1,15,183,86,57.0
1,16,187,119,76.0
1,17,260,104,114.0
1,18,273,79,76.0
1,19,328,86,76.0
1,20,324,145,76.0
1,21,301,93,57.0
1,22,288,78,19.0
1,23,370,98,57.0
1,24,380,102,19.0
1,25,263,137,19.0
1,26,265,123,38.0
1,27,22,191,38.0
1,28,18,172,19.0
1,29,10,209,38.0
1,30,81,190,19.0
1,31,111,172,57.0
1,32,115,187,38.0
1,33,83,166,19.0
1,34,133,226,38.0
1,35,175,220,38.0
1,36,186,184,152.0
1,37,228,197,19.0
1,38,235,194,38.0
1,39,265,178,38.0
1,40,283,186,76.0
1,41,293,192,19.0
1,42,291,179,57.0
1,43,291,174,38.0
1,44,357,195,76.0
1,45,403,189,57.0
1,46,396,242,38.0
1,47,263,250,114.0
1,48,278,260,57.0
1,49,360,278,38.0
1,50,89,293,114.0
1,51,78,276,38.0
1,52,35,322,57.0
1,53,115,288,19.0
1,54,13,373,133.0
1,55,25,379,57.0
1,56,16,383,76.0
1,57,85,368,57.0
1,58,80,349,57.0
1,59,130,356,38.0
1,60,181,342,57.0
1,61,165,405,76.0
1,62,156,406,38.0
1,63,186,381,38.0
1,64,271,363,152.0
1,65,353,379,76.0
1,66,260,403,57.0
1,67,229,391,19.0
1,68,372,389,19.0
1,69,387,377,19.0
1,70,365,348,38.0
1,71,414,385,57.0
1,72,344,203,57.0
1,73,368,213,38.0
1,74,381,196,38.0
1,75,197,203,38.0
1,76,111,259,57.0
1,77,186,234,38.0
2,78,450,185,190.0
2,79,537,200,95.0
2,80,549,177,152.0
2,81,719,85,152.0
2,82,801,12,114.0
2,83,646,6,114.0
2,84,798,187,76.0
2,85,823,296,76.0
2,86,806,354,114.0
2,87,836,328,76.0
2,88,814,380,57.0
2,89,773,363,38.0
2,90,762,329,76.0
2,91,732,363,38.0
2,92,460,379,152.0
2,93,459,351,76.0
2,94,443,347,19.0
2,95,468,279,95.0
2,96,456,97,57.0
2,97,449,12,38.0
2,98,463,23,38.0
2,99,552,19,19.0
2,100,622,14,76.0
2,101,546,94,95.0
2,102,531,78,57.0
2,103,747,14,76.0
2,104,789,13,38.0
2,105,668,81,76.0
2,106,698,101,57.0
2,107,711,112,38.0
2,108,667,207,38.0
2,109,714,185,76.0
2,110,731,195,19.0
2,111,749,183,38.0
2,112,812,98,38.0
2,113,795,93,76.0
2,114,828,119,38.0
2,115,630,186,19.0
2,116,499,222,38.0
2,117,529,278,57.0
2,118,554,318,76.0
2,119,597,328,76.0
2,120,608,278,76.0
2,121,617,283,38.0
2,122,642,259,38.0
2,123,639,363,95.0
