 ,Area,Mean,Min,Max
1,21,0,0,0
2,11,0,0,0
3,10,0,0,0
4,27,0,0,0
5,95,0,0,0
6,10,0,0,0
7,14,0,0,0
8,22,0,0,0
9,12,0,0,0
10,18,0,0,0
11,11,0,0,0
12,12,0,0,0
13,26,0,0,0
14,10,0,0,0
15,17,0,0,0
16,21,0,0,0
17,32,0,0,0
18,12,0,0,0
19,11,0,0,0
20,13,0,0,0
21,23,0,0,0
22,67,0,0,0
23,45,0,0,0
24,24,0,0,0
