 ,Area,Mean,Min,Max
1,82,3.110,0,255
2,117,41.410,0,255
3,95,0.000,0,0
4,20,0.000,0,0
5,178,0.000,0,0
6,102,2.500,0,255
7,122,0.000,0,0
8,59,0.000,0,0
9,31,0.000,0,0
10,182,0.000,0,0
