Time[s],0,2,4,6
0,0,0,0,0
0.1,0,1,-1,-1.333333333
0.2,-2.333333333,1,-1.333333333,-1
0.3,-1,0,-1.666666667,-0.666666667
0.4,-1.333333333,1,-2.666666667,-0.666666667
0.5,-2,0,-3.333333333,-0.666666667
0.6,-2,0.333333333,-2.333333333,-1
0.7,-1.666666667,0.333333333,-2.333333333,-1
0.8,-4,0.333333333,-2.666666667,-1
0.9,-3,-0.333333333,-2.666666667,-1.333333333
1,-2.666666667,0,-3,-1.666666667
1.1,-3,2,-3.666666667,-1.666666667
1.2,-2.666666667,-0.333333333,-3,-2.333333333
1.3,-2.666666667,1,-3,-0.666666667
1.4,-4.333333333,0.333333333,-3.666666667,-1.333333333
1.5,-2.666666667,1.333333333,-3,-0.666666667
1.6,-3,1,-3.666666667,-0.666666667
1.7,-3,1,-3.666666667,-1.666666667
1.8,-3,0.666666667,-2.666666667,-1
1.9,-3,0,-3.333333333,-1.333333333
2,-4.333333333,0.666666667,-3.333333333,-1.333333333
2.1,-4.333333333,2,-4,-2
2.2,-3.333333333,0.333333333,-3.666666667,-1
2.3,-3,0.333333333,-3,-1
2.4,-4.666666667,1,-3.333333333,-0.333333333
2.5,-5,-0.666666667,-2.666666667,-2
2.6,-3.666666667,0.333333333,-2.333333333,-1.666666667
2.7,-4,1.666666667,-3.333333333,-0.666666667
2.8,-4,0.666666667,-3.333333333,-1.333333333
2.9,-2.666666667,-0.333333333,-3.333333333,-1
3,-3,1.333333333,-4.333333333,-1.333333333
3.1,-4,1,-3,-2
3.2,-3,1.333333333,-3.666666667,-0.666666667
3.3,-3,0.666666667,-3.333333333,-1.666666667
3.4,-3.666666667,2.333333333,-2.666666667,-1.333333333
3.5,-3.666666667,1.333333333,-2,-0.666666667
3.6,-4,1,-3.333333333,-1.666666667
3.7,-4.333333333,2.333333333,-3,-2
3.8,-4.666666667,0.666666667,-2.333333333,-1.333333333
3.9,-2,1.666666667,-3.333333333,-1.333333333
4,-2.666666667,1.666666667,-4.666666667,-0.666666667
4.1,-4,0,-3,-0.666666667
4.2,-2.333333333,0.333333333,-3.666666667,-1
4.3,-3,1.666666667,-5.666666667,-1.333333333
4.4,-3.666666667,3.333333333,-3,-1.666666667
4.5,-2.333333333,2,-4,-1
4.6,-3.333333333,0.666666667,-2.666666667,-2
4.7,-3,1,-3,-1.666666667
4.8,-5.333333333,-0.666666667,-3,-1.666666667
4.9,-2.333333333,1,-3.333333333,-2
5,-3.666666667,1.666666667,-2.666666667,-1.333333333
5.1,-3.333333333,1.666666667,-2.333333333,-1.333333333
5.2,-2.333333333,1,-3,-1.666666667
5.3,-4,2,-3.333333333,-1.666666667
5.4,-4,1.666666667,-1.666666667,-1.666666667
5.5,-4.666666667,1.333333333,-3,-1.666666667
5.6,-3.666666667,1.666666667,-3.666666667,-2
5.7,-3.666666667,0.333333333,-2.333333333,-2
5.8,-4.333333333,1.333333333,-2.666666667,-1.333333333
5.9,-4.333333333,1.666666667,-3.666666667,-2
6,-4.333333333,1.666666667,-3,-2.333333333
6.1,-3,0.333333333,-1.666666667,-1.666666667
6.2,-3.333333333,1.333333333,-3.666666667,-1.666666667
6.3,-3.333333333,1,-2.333333333,-2.333333333
6.4,-3.666666667,1.666666667,-2,-3.333333333
6.5,-5.666666667,1.666666667,-3,-1.666666667
6.6,-5.333333333,2.333333333,-3,-1.666666667
6.7,-3.333333333,2,-2.666666667,-1.333333333
6.8,-4.666666667,-0.333333333,-1.666666667,-2
6.9,-4,1.666666667,-3.333333333,-1.666666667
7,-3.333333333,1.333333333,-3,-2
7.1,-5,1.666666667,-4.666666667,-3
7.2,-3.333333333,1.333333333,-3,-3
7.3,-4.666666667,1.333333333,-2.666666667,-2.333333333
7.4,-4,1,-3,-2.333333333
7.5,-3.666666667,2.333333333,-3.666666667,-1.666666667
7.6,-3.666666667,0.333333333,-2,-1
7.7,-3.666666667,1.333333333,-3.333333333,-1.666666667
7.8,-4,1.333333333,-3,-2.333333333
7.9,-4.333333333,1.666666667,-2.333333333,-2
8,-4.666666667,2.333333333,-3,-3
8.1,-3.666666667,1.666666667,-3.666666667,-1.333333333
8.2,-3.666666667,2,-3,-1.666666667
8.3,-3.666666667,0,-2.333333333,-2
8.4,-3.333333333,0,-3,-2
8.5,-3.666666667,1.333333333,-4.333333333,-2
8.6,-3.333333333,0.666666667,-2,-1.333333333
8.7,-4.666666667,1.333333333,-3,-1.666666667
8.8,-4,1,-3.333333333,-2.333333333
8.9,-3.333333333,1.666666667,-2.666666667,-1.666666667
9,-3.666666667,1.333333333,-3.666666667,-2
9.1,-5,2.333333333,-3.333333333,-1.333333333
9.2,-3.666666667,1,-0.333333333,-2
9.3,-3.666666667,1.666666667,-2.666666667,-2.666666667
9.4,-3.666666667,1.333333333,-3.666666667,-3
9.5,-4.333333333,2,-1.666666667,-2
9.6,-5,0.333333333,-3,-2
9.7,-4,1.666666667,-3.333333333,-1
9.8,-3,2.333333333,-4,-1.333333333
9.9,-3.666666667,0.333333333,-2,-1.666666667
10,-3.333333333,1.333333333,-2,-1.666666667
10.1,-6.666666667,2,-2.666666667,-2.333333333
10.2,-4,1,-2.333333333,-3
10.3,-5,0.333333333,-3,-1.666666667
10.4,-4,2.333333333,-3,-2
10.5,-3.666666667,2,-4.333333333,-1.333333333
10.6,-3,1.333333333,-3.666666667,-0.666666667
10.7,-5.333333333,2.333333333,-2.666666667,-2
10.8,-5.666666667,1.666666667,-2.666666667,-3.666666667
10.9,-4,1,-3.333333333,-3
11,-2.333333333,1.666666667,-3.333333333,-2.333333333
11.1,-5,-0.333333333,-3.333333333,-2.333333333
11.2,-3.666666667,1,-1.333333333,-1.666666667
11.3,-4.333333333,0.666666667,-3.666666667,-1.666666667
11.4,-3.666666667,1.333333333,-3,-2
11.5,-3.666666667,1.333333333,-2.333333333,-2
11.6,-4.666666667,2.333333333,-4,-2
11.7,-4.666666667,0.666666667,-4.333333333,-2.333333333
11.8,-5,0.666666667,-3.333333333,-2
11.9,-3,1.333333333,-2.666666667,-2.333333333
12,-5,1.666666667,-2.333333333,-2.333333333
12.1,-3,1.666666667,-2.333333333,-1.333333333
12.2,-3.333333333,0.333333333,-4,-2
12.3,-3.333333333,2,-4.333333333,-1.666666667
12.4,-3.333333333,0.666666667,-2.666666667,-1.666666667
12.5,-2.666666667,0,-3,-2
12.6,-2.666666667,0.666666667,-3,-1.666666667
12.7,-2.333333333,2.333333333,-2,-1.333333333
12.8,-3,1,-3,-1.666666667
12.9,-2.666666667,2,-3.666666667,-2
13,-4,1,-2.666666667,-1.666666667
13.1,-3.666666667,1.666666667,-4,-2.333333333
13.2,-3,2.333333333,-3.666666667,-2.333333333
13.3,-3.666666667,1.666666667,-2.666666667,-3.333333333
13.4,-3.333333333,1.333333333,-2.333333333,-1
13.5,-2.666666667,1.666666667,-4.333333333,-2
13.6,-4,1.666666667,-2.333333333,-2.333333333
13.7,-4.666666667,1.333333333,-2.333333333,-2
13.8,-3,1.666666667,-5.333333333,-2.333333333
13.9,-4,2.333333333,-3.333333333,-1.666666667
14,-5,1.333333333,-2.333333333,-3
14.1,-2.666666667,1.666666667,-4.333333333,-1.333333333
14.2,-3,2,-3,-1
14.3,-3.333333333,1.333333333,-2.666666667,-1.666666667
14.4,-3,1,-4.333333333,-1
14.5,-3.333333333,1.666666667,-3.666666667,-4
14.6,-3.333333333,2,-1.666666667,-2.333333333
14.7,-3.333333333,2,-5.666666667,-1.666666667
14.8,-3.666666667,1,-3,-2
14.9,-3.333333333,1,-1.666666667,-2.333333333
15,-3.666666667,0.666666667,-2.333333333,-1
15.1,-2.333333333,0.666666667,-2.666666667,-2
15.2,-3.666666667,0.333333333,-3,-2
15.3,-4.333333333,0.666666667,-2.333333333,-2.333333333
15.4,-2.333333333,0.666666667,-4.333333333,-2
15.5,-3,0,-2.333333333,-2
15.6,-3,1,-3.333333333,-2.333333333
15.7,-2.333333333,-0.333333333,-2.333333333,-1.666666667
15.8,-2.666666667,1.333333333,-2.333333333,-2.333333333
15.9,-4.333333333,1,-2.333333333,-1.666666667
16,-2,0.666666667,-2.666666667,-2
16.1,-3.666666667,1,-4,-3.666666667
16.2,-4,2.333333333,-3.666666667,-2.333333333
16.3,-2.666666667,2.333333333,-3,-2
16.4,-2.666666667,2.333333333,-3.666666667,-2
16.5,-3.666666667,0.666666667,-2.666666667,-2
16.6,-3,1.333333333,-4.333333333,-2.666666667
16.7,-4.666666667,1.333333333,-2.666666667,-2.333333333
16.8,-4,1.666666667,-2.666666667,-3
16.9,-2.666666667,2.666666667,-2,-1.666666667
17,-3.666666667,1.666666667,-1.666666667,-1.333333333
17.1,-3.333333333,1.666666667,-2.666666667,-1.666666667
17.2,-3,1.333333333,-2.666666667,-1.666666667
17.3,-3,1.333333333,-4,-1.666666667
17.4,-2.666666667,0.333333333,-3,-1.666666667
17.5,-2.333333333,1.333333333,-2.666666667,-3.666666667
17.6,-2,1.333333333,-3.333333333,-2.333333333
17.7,-4,2,-5,-1.666666667
17.8,-3,2,-2.666666667,-3
17.9,-2.666666667,1.666666667,-3.666666667,-2
18,-2.666666667,1.333333333,-4.666666667,-2.666666667
18.1,-4.333333333,1.333333333,-2,-2.666666667
18.2,-2.666666667,1.333333333,-3,-2
18.3,-2.666666667,2,-4,-2.333333333
18.4,-3.666666667,2,-3.666666667,-2.666666667
18.5,-1,0.666666667,-2.333333333,-2
18.6,-3,-1,-2.666666667,-2.333333333
18.7,-2.666666667,3.333333333,-3,-2.666666667
18.8,-5,1.333333333,-3.333333333,-2.666666667
18.9,-2.666666667,1.333333333,-3.333333333,-1.666666667
19,-2.333333333,2.333333333,-4,-2.333333333
19.1,-3.333333333,1,-2.333333333,-2.333333333
19.2,-2.333333333,1.666666667,-3.666666667,-2
19.3,-3,1.333333333,-2.666666667,-2
19.4,-1.666666667,0,-2,-2.666666667
19.5,-2.666666667,0.333333333,-3,-2.333333333
19.6,-2.333333333,2,-2.666666667,-4
19.7,-2.333333333,1.333333333,-3,-3
19.8,-3.666666667,0.666666667,-4,-2.666666667
19.9,-3.333333333,0,-3.666666667,-1.666666667
20,-2,1.666666667,-2,-2
20.1,-2.666666667,1.666666667,-3,-2
20.2,-3,0.333333333,-3.333333333,-1.666666667
20.3,-3.333333333,1,-3.333333333,-2
20.4,-3,1,-3,-1.666666667
20.5,-3,2,-2.333333333,-2.666666667
20.6,-3.333333333,1,-2.333333333,-2.666666667
20.7,-3,2,-2,-2
20.8,-4,1.666666667,-3,-2
20.9,-2.333333333,1.666666667,-2.666666667,-2
21,-2.666666667,1.333333333,-3,-3
21.1,-3.333333333,0.333333333,-4.666666667,-2.333333333
21.2,-2.333333333,2.333333333,-4,-2.666666667
21.3,-3.666666667,1.666666667,-1.666666667,-3.333333333
21.4,-3.333333333,1,-2.666666667,-2
21.5,-3.666666667,1.333333333,-3.666666667,-2.666666667
21.6,-3.333333333,1.666666667,-2.666666667,-2
21.7,-3,1.666666667,-2.666666667,-2.333333333
21.8,-3,0.666666667,-4.666666667,-3.666666667
21.9,-4.333333333,-1.666666667,-2.333333333,-4.333333333
22,-3.666666667,-0.666666667,-2.666666667,-2
22.1,-2,0.333333333,-4.333333333,-2.333333333
22.2,-2,1.333333333,-3.666666667,-2
22.3,-3,0.666666667,-2.666666667,-2.333333333
22.4,-3.666666667,1.666666667,-4.666666667,-2.333333333
22.5,-4,2,-3.333333333,-2.333333333
22.6,-2.666666667,2,-3,-2.333333333
22.7,-2.333333333,1.333333333,-3.666666667,-3.666666667
22.8,-2.666666667,0,-2,-3
