Time[s],Y
0,31828776.110350322
1,31828786.284102246
2,31828789.665335894
3,31828792.698798917
4,31828791.952533405
5,31828789.505649656
6,31828779.006470803
7,31828774.26144105
8,31828773.686528932
9,31828764.268480204
10,31828768.62713623
11,31828783.8926411
12,31828787.574287977
13,31828783.92214118
14,31828783.86700811
15,31828783.35241339
16,31828776.413753677
17,31828773.206301156
18,31828783.926080596
19,31828787.205070157
20,31828780.783553753
21,31828780.65412208
22,31828783.921987016
23,31828781.772053115
24,31828787.030029032
25,31828780.550101794
26,31828774.605468083
27,31828776.074578296
28,31828775.760436203
29,31828760.26809334
30,31828685.95871741
31,31828396.360804047
32,31828281.45709684
33,31828245.310730852
34,31828229.24127377
35,31828219.067727063
36,31828211.348757397
37,31828206.252232634
38,31828201.120841496
39,31828197.82496295
40,31828194.07301841
41,31828190.44973565
42,31828187.000076104
43,31828184.367956877
44,31828181.737160843
45,31828180.59955121
46,31828177.591541514
47,31828178.669659495
48,31828175.626049343
49,31828176.192114647
50,31828174.661369838
51,31828172.46914964
52,31828171.010064866
53,31828171.258731645
54,31828169.603464022
55,31828167.831702437
56,31828166.853815988
57,31828167.32406154
58,31828168.102192458
59,31828169.8495854
60,31828214.484572876
61,31828584.78013724
62,31828681.35885764
63,31828707.975528974
64,31828727.396605425
65,31828732.08882784
66,31828739.41614967
67,31828755.01421475
68,31828744.567573212
69,31828728.65965363
70,31828725.925872058
71,31828732.19717753
72,31828738.678578638
73,31828745.840899736
74,31828750.359444916
75,31828760.987157278
76,31828760.96464565
77,31828743.6511904
78,31828738.585809395
79,31828751.755496934
80,31828762.260712557
81,31828769.88890552
82,31828764.859549858
83,31828761.15058398
84,31828766.755782016
85,31828776.78359778
86,31828780.879058823
87,31828782.383128073
88,31828781.78807106
89,31828782.44761462
90,31828629.133673906
