Square_number,Circle_number,Center_x,Center_y,Diameter_nm
1,6,299,50
1,6,386,40
1,9,121,70
1,10,366,40
1,12,149,20
1,13,209,30
1,21,23,70
1,22,177,10
1,24,358,30
1,25,75,50
1,27,161,50
1,28,267,40
1,31,248,50
1,33,335,70
1,34,179,70
1,43,377,30
1,52,70,40
1,60,360,60
1,61,329,40
1,62,157,40
1,62,207,50
1,64,115,60
1,64,291,40
1,73,39,70
1,73,270,20
1,83,170,90
1,87,395,60
1,89,68,80
1,93,231,50
1,94,210,40
1,106,152,50
1,113,189,50
1,113,329,30
1,115,354,30
1,116,23,60
1,122,225,30
1,126,360,20
1,127,90,20
1,128,350,30
1,130,369,0
1,141,360,60
1,146,140,30
1,148,250,60
1,156,298,60
1,157,4,150
1,158,242,40
1,161,142,80
1,164,232,30
1,165,21,40
1,171,36,30
1,174,272,40
1,180,91,60
1,180,360,20
1,182,316,50
1,192,129,10
1,196,376,40
1,202,190,70
1,218,325,20
1,225,263,70
1,226,157,20
1,228,34,30
1,235,191,90
1,235,364,60
1,239,339,10
1,240,233,50
1,242,245,30
1,246,60,30
1,246,313,40
1,251,258,80
1,255,43,30
1,261,140,50
1,263,228,60
1,263,316,40
1,268,299,60
1,270,137,30
1,275,184,30
1,276,100,40
1,277,135,20
1,277,258,20
1,278,202,50
1,281,319,30
1,282,73,40
1,283,93,40
1,285,275,50
1,288,342,30
1,298,251,10
1,299,141,20
1,300,284,20
1,302,347,30
1,305,103,50
1,308,385,50
1,309,35,10
1,311,167,80
1,313,337,60
1,314,109,40
1,314,253,30
1,315,18,10
1,324,106,50
1,326,202,30
1,329,46,20
1,330,5,70
1,336,299,20
1,340,52,20
1,344,217,60
1,347,61,60
1,349,391,70
1,362,154,50
1,362,344,40
1,366,63,40
1,368,245,20
1,370,7,50
1,370,357,60
1,373,287,30
1,375,248,20
1,376,164,20
1,383,163,10
1,383,282,20
1,385,180,20
1,391,262,30
1,395,227,30
2,402,196,50
2,402,358,40
2,404,335,70
2,411,266,40
2,415,364,30
2,416,318,30
2,419,231,40
2,425,299,40
2,426,59,40
2,433,142,40
2,436,33,130
2,440,360,30
2,449,357,20
2,450,380,50
2,454,164,60
2,456,257,60
2,458,338,40
2,461,106,30
2,473,168,10
2,473,176,30
2,473,215,30
2,473,367,20
2,484,41,20
2,485,202,40
2,493,361,80
2,495,113,20
2,496,177,30
2,496,237,50
2,498,92,20
2,503,130,40
2,504,59,20
2,508,314,30
2,509,359,20
2,512,147,40
2,519,45,20
2,520,37,20
2,520,297,50
2,523,229,60
2,526,208,30
2,526,243,20
2,527,89,20
2,529,97,40
2,531,21,50
2,533,387,60
2,535,102,30
2,536,169,40
2,537,78,80
2,538,243,30
2,547,303,20
2,548,340,70
2,554,8,30
2,556,27,30
2,569,172,60
2,576,317,50
2,579,385,40
2,580,14,20
2,584,378,20
2,586,232,30
2,590,6,80
2,590,305,30
2,591,36,70
2,594,97,70
2,596,130,40
2,604,208,90
2,605,356,130
2,605,397,50
2,611,62,50
2,612,82,60
2,613,90,50
2,614,265,90
2,619,145,40
2,621,323,70
2,623,292,30
2,626,181,30
2,628,154,40
2,628,234,40
2,633,370,50
2,639,273,20
2,645,120,40
2,649,253,70
2,652,43,30
2,656,343,70
2,658,286,30
2,660,267,40
2,663,104,100
2,663,130,50
2,664,210,40
2,668,380,50
2,669,36,40
2,672,2,120
2,674,45,40
2,676,179,10
2,681,141,50
2,683,130,20
2,684,57,40
2,685,177,10
2,687,193,110
2,698,345,120
2,701,86,80
2,702,146,50
2,708,60,30
2,713,235,30
2,716,23,30
2,716,84,90
2,717,279,50
2,719,298,50
2,721,254,60
2,724,218,50
2,734,170,70
2,741,112,50
2,743,28,40
2,747,236,40
2,748,284,100
2,749,214,50
2,752,350,30
2,756,397,60
2,758,129,50
2,765,218,10
2,769,180,120
2,773,58,120
2,778,133,20
2,779,11,50
2,779,222,40
2,786,120,30
2,791,28,50
2,791,299,50
2,796,366,40
2,798,349,70
3,815,284,20
3,820,261,50
3,822,116,60
3,829,41,40
3,829,70,70
3,830,88,70
3,830,185,30
3,830,207,40
3,832,118,30
3,832,249,60
3,836,214,50
3,844,324,50
3,845,147,70
3,847,41,20
3,853,325,30
3,859,140,80
3,866,114,60
3,867,351,60
3,869,38,30
3,875,82,20
3,875,205,50
3,876,314,70
3,877,237,30
3,881,107,50
3,882,64,40
3,883,282,50
3,885,39,50
3,887,182,70
3,888,347,30
3,889,370,30
3,891,61,20
3,899,266,40
3,900,305,30
3,907,80,40
3,910,8,80
3,912,25,30
3,912,362,40
3,914,129,0
3,915,89,80
3,917,325,70
3,920,239,30
3,935,162,30
3,935,216,30
3,935,227,40
3,937,317,60
3,938,125,40
3,939,193,90
3,941,350,70
3,944,69,60
3,944,147,70
3,948,175,30
3,948,332,40
3,954,121,50
3,958,262,20
3,965,326,60
3,966,175,60
3,968,76,60
3,972,21,20
3,972,287,40
3,974,83,50
3,975,191,10
3,975,351,70
3,984,366,30
3,984,376,20
3,994,347,30
3,1000,380,40
3,1001,257,30
3,1002,104,70
3,1003,159,50
3,1004,366,70
3,1010,146,60
3,1011,37,40
3,1015,214,30
3,1017,300,60
3,1019,121,60
3,1024,195,50
3,1028,216,50
3,1032,138,20
3,1033,37,30
3,1034,337,60
3,1037,62,70
3,1040,143,40
3,1041,86,40
3,1041,209,30
3,1043,23,40
3,1043,304,40
3,1044,32,20
3,1050,15,20
3,1052,319,30
3,1052,353,50
3,1053,97,40
3,1054,123,20
3,1055,9,50
3,1055,211,10
3,1056,380,50
3,1060,27,20
3,1060,325,50
3,1062,263,120
3,1063,362,20
3,1066,293,30
3,1071,388,10
3,1072,370,30
3,1075,67,40
3,1075,306,20
3,1078,133,20
3,1081,165,60
3,1084,78,70
3,1085,271,50
3,1093,215,40
3,1094,149,40
3,1099,233,40
3,1100,20,30
3,1100,316,60
3,1101,387,30
3,1108,129,50
3,1108,228,60
3,1111,368,20
3,1115,36,30
3,1117,294,30
3,1117,384,20
3,1126,315,50
3,1130,59,60
3,1132,170,80
3,1134,90,80
3,1138,240,40
3,1141,287,30
3,1143,370,40
3,1144,334,40
3,1146,82,60
3,1146,348,70
3,1153,321,30
3,1157,342,20
3,1159,119,40
