"ITO_070PER_2.spc - RawData"
"”g’· (nm)","T%"
350.00,27.063
351.00,27.507
352.00,28.176
353.00,28.802
354.00,29.420
355.00,30.000
356.00,30.558
357.00,31.097
358.00,31.637
359.00,32.148
360.00,32.621
361.00,33.030
362.00,33.414
363.00,33.761
364.00,34.098
365.00,34.398
366.00,34.670
367.00,34.893
368.00,35.094
369.00,35.277
370.00,35.408
371.00,35.491
372.00,35.967
373.00,36.488
374.00,37.044
375.00,37.190
376.00,37.343
377.00,37.490
378.00,37.652
379.00,37.780
380.00,37.918
381.00,38.074
382.00,38.270
383.00,38.492
384.00,38.716
385.00,38.945
386.00,39.152
387.00,39.373
388.00,39.584
389.00,39.787
390.00,39.965
391.00,40.162
392.00,40.386
393.00,40.608
394.00,40.823
395.00,41.012
396.00,41.217
397.00,41.394
398.00,41.551
399.00,41.660
400.00,41.780
401.00,41.921
402.00,42.081
403.00,42.236
404.00,42.376
405.00,42.529
406.00,42.682
407.00,42.856
408.00,42.999
409.00,43.160
410.00,43.302
411.00,43.472
412.00,43.629
413.00,43.795
414.00,43.947
415.00,44.109
416.00,44.324
417.00,44.541
418.00,44.757
419.00,44.890
420.00,45.026
421.00,45.157
422.00,45.309
423.00,45.469
424.00,45.632
425.00,45.833
426.00,46.023
427.00,46.228
428.00,46.438
429.00,46.656
430.00,46.848
431.00,47.004
432.00,47.157
433.00,47.310
434.00,47.461
435.00,47.617
436.00,47.799
437.00,48.012
438.00,48.262
439.00,48.523
440.00,48.809
441.00,49.113
442.00,49.382
443.00,49.646
444.00,49.911
445.00,50.217
446.00,50.517
447.00,50.788
448.00,51.074
449.00,51.356
450.00,51.638
451.00,51.892
452.00,52.148
453.00,52.376
454.00,52.610
455.00,52.775
456.00,52.934
457.00,53.051
458.00,53.206
459.00,53.355
460.00,53.509
461.00,53.672
462.00,53.859
463.00,54.058
464.00,54.226
465.00,54.378
466.00,54.507
467.00,54.652
468.00,54.772
469.00,54.914
470.00,55.064
471.00,55.227
472.00,55.390
473.00,55.550
474.00,55.728
475.00,55.907
476.00,56.068
477.00,56.212
478.00,56.357
479.00,56.523
480.00,56.691
481.00,56.889
482.00,57.068
483.00,57.262
484.00,57.396
485.00,57.554
486.00,57.702
487.00,57.885
488.00,58.058
489.00,58.237
490.00,58.408
491.00,58.568
492.00,58.714
493.00,58.860
494.00,59.002
495.00,59.139
496.00,59.268
497.00,59.391
498.00,59.504
499.00,59.604
500.00,59.698
501.00,59.779
502.00,59.866
503.00,59.965
504.00,60.064
505.00,60.159
506.00,60.249
507.00,60.334
508.00,60.417
509.00,60.490
510.00,60.583
511.00,60.668
512.00,60.757
513.00,60.846
514.00,60.931
515.00,61.024
516.00,61.083
517.00,61.153
518.00,61.208
519.00,61.282
520.00,61.358
521.00,61.446
522.00,61.519
523.00,61.594
524.00,61.657
525.00,61.752
526.00,61.841
527.00,61.930
528.00,62.014
529.00,62.098
530.00,62.169
531.00,62.239
532.00,62.332
533.00,62.438
534.00,62.524
535.00,62.589
536.00,62.747
537.00,62.923
538.00,63.084
539.00,63.166
540.00,63.241
541.00,63.305
542.00,63.340
543.00,63.355
544.00,63.377
545.00,63.414
546.00,63.486
547.00,63.585
548.00,63.692
549.00,63.812
550.00,63.906
551.00,64.018
552.00,64.134
553.00,64.240
554.00,64.327
555.00,64.390
556.00,64.456
557.00,64.506
558.00,64.542
559.00,64.565
560.00,64.582
561.00,64.588
562.00,64.618
563.00,64.676
564.00,64.768
565.00,64.877
566.00,64.992
567.00,65.112
568.00,65.203
569.00,65.312
570.00,65.422
571.00,65.556
572.00,65.668
573.00,65.755
574.00,65.840
575.00,65.917
576.00,65.979
577.00,66.038
578.00,66.080
579.00,66.130
580.00,66.167
581.00,66.199
582.00,66.234
583.00,66.285
584.00,66.344
585.00,66.420
586.00,66.508
587.00,66.632
588.00,66.779
589.00,66.918
590.00,67.062
591.00,67.203
592.00,67.363
593.00,67.526
594.00,67.695
595.00,67.848
596.00,67.988
597.00,68.139
598.00,68.295
599.00,68.459
600.00,68.619
601.00,68.791
602.00,68.958
603.00,69.113
604.00,69.275
605.00,69.439
606.00,69.604
607.00,69.771
608.00,69.912
609.00,70.060
610.00,70.189
611.00,70.330
612.00,70.419
613.00,70.516
614.00,70.599
615.00,70.678
616.00,70.737
617.00,70.759
618.00,70.809
619.00,70.825
620.00,70.853
621.00,70.851
622.00,70.840
623.00,70.832
624.00,70.821
625.00,70.808
626.00,70.777
627.00,70.789
628.00,70.796
629.00,70.790
630.00,70.700
