"ITO_040PER_1.spc - RawData"
"”g’· (nm)","T%"
350.00,56.789
351.00,57.438
352.00,58.375
353.00,59.280
354.00,60.120
355.00,60.914
356.00,61.619
357.00,62.299
358.00,62.957
359.00,63.571
360.00,64.143
361.00,64.692
362.00,65.212
363.00,65.701
364.00,66.121
365.00,66.486
366.00,66.813
367.00,67.080
368.00,67.325
369.00,67.532
370.00,67.712
371.00,67.843
372.00,67.869
373.00,67.871
374.00,67.850
375.00,67.883
376.00,67.920
377.00,67.976
378.00,68.048
379.00,68.134
380.00,68.222
381.00,68.361
382.00,68.500
383.00,68.688
384.00,68.857
385.00,69.053
386.00,69.223
387.00,69.394
388.00,69.536
389.00,69.672
390.00,69.782
391.00,69.902
392.00,70.040
393.00,70.150
394.00,70.247
395.00,70.298
396.00,70.399
397.00,70.474
398.00,70.580
399.00,70.638
400.00,70.716
401.00,70.760
402.00,70.831
403.00,70.887
404.00,70.926
405.00,70.943
406.00,70.958
407.00,70.990
408.00,71.038
409.00,71.091
410.00,71.150
411.00,71.202
412.00,71.270
413.00,71.347
414.00,71.451
415.00,71.552
416.00,71.672
417.00,71.790
418.00,71.918
419.00,72.033
420.00,72.158
421.00,72.290
422.00,72.426
423.00,72.566
424.00,72.702
425.00,72.855
426.00,72.987
427.00,73.116
428.00,73.260
429.00,73.404
430.00,73.564
431.00,73.712
432.00,73.854
433.00,73.975
434.00,74.100
435.00,74.222
436.00,74.362
437.00,74.456
438.00,74.562
439.00,74.657
440.00,74.772
441.00,74.887
442.00,74.995
443.00,75.102
444.00,75.213
445.00,75.323
446.00,75.432
447.00,75.539
448.00,75.671
449.00,75.793
450.00,75.915
451.00,76.012
452.00,76.158
453.00,76.308
454.00,76.480
455.00,76.644
456.00,76.792
457.00,76.932
458.00,77.080
459.00,77.230
460.00,77.398
461.00,77.548
462.00,77.731
463.00,77.916
464.00,78.104
465.00,78.293
466.00,78.478
467.00,78.670
468.00,78.861
469.00,79.032
470.00,79.220
471.00,79.383
472.00,79.560
473.00,79.704
474.00,79.857
475.00,80.009
476.00,80.156
477.00,80.280
478.00,80.399
479.00,80.531
480.00,80.672
481.00,80.825
482.00,80.957
483.00,81.067
484.00,81.177
485.00,81.288
486.00,81.418
487.00,81.525
488.00,81.643
489.00,81.765
490.00,81.884
491.00,82.010
492.00,82.121
493.00,82.239
494.00,82.338
495.00,82.452
496.00,82.553
497.00,82.664
498.00,82.748
499.00,82.838
500.00,82.912
501.00,83.010
502.00,83.135
503.00,83.289
504.00,83.418
505.00,83.533
506.00,83.662
507.00,83.774
508.00,83.897
509.00,83.995
510.00,84.133
511.00,84.253
512.00,84.368
513.00,84.460
514.00,84.542
515.00,84.625
516.00,84.709
517.00,84.798
518.00,84.870
519.00,84.932
520.00,84.999
521.00,85.077
522.00,85.168
523.00,85.248
524.00,85.329
525.00,85.411
526.00,85.477
527.00,85.542
528.00,85.594
529.00,85.653
530.00,85.685
531.00,85.732
532.00,85.787
533.00,85.868
534.00,85.934
535.00,85.979
536.00,86.012
537.00,86.056
538.00,86.090
539.00,86.130
540.00,86.207
541.00,86.273
542.00,86.337
543.00,86.358
544.00,86.399
545.00,86.440
546.00,86.490
547.00,86.531
548.00,86.571
549.00,86.602
550.00,86.616
551.00,86.634
552.00,86.661
553.00,86.727
554.00,86.765
555.00,86.785
556.00,86.801
557.00,86.819
558.00,86.843
559.00,86.837
560.00,86.848
561.00,86.831
562.00,86.843
563.00,86.852
564.00,86.884
565.00,86.904
566.00,86.928
567.00,86.945
568.00,86.948
569.00,86.936
570.00,86.926
571.00,86.944
572.00,86.970
573.00,86.987
574.00,86.978
575.00,86.966
576.00,86.945
577.00,86.927
578.00,86.894
579.00,86.876
580.00,86.854
581.00,86.833
582.00,86.780
583.00,86.746
584.00,86.682
585.00,86.664
586.00,86.615
587.00,86.613
588.00,86.584
589.00,86.551
590.00,86.495
591.00,86.469
592.00,86.451
593.00,86.441
594.00,86.419
595.00,86.418
596.00,86.419
597.00,86.421
598.00,86.432
599.00,86.472
600.00,86.529
601.00,86.586
602.00,86.615
603.00,86.653
604.00,86.676
605.00,86.731
606.00,86.781
607.00,86.840
608.00,86.892
609.00,86.924
610.00,86.983
611.00,87.037
612.00,87.095
613.00,87.153
614.00,87.230
615.00,87.294
616.00,87.354
617.00,87.398
618.00,87.450
619.00,87.482
620.00,87.494
621.00,87.505
622.00,87.522
623.00,87.541
624.00,87.561
625.00,87.568
626.00,87.553
627.00,87.530
628.00,87.483
629.00,87.453
630.00,87.417
631.00,87.419
632.00,87.417
633.00,87.406
634.00,87.371
635.00,87.338
636.00,87.303
637.00,87.274
638.00,87.227
639.00,87.211
640.00,87.177
641.00,87.142
642.00,87.109
643.00,87.075
644.00,87.041
645.00,86.991
646.00,86.938
647.00,86.905
648.00,86.882
649.00,86.851
650.00,86.809
651.00,86.757
652.00,86.716
653.00,86.674
654.00,86.626
655.00,86.602
656.00,86.594
657.00,86.555
658.00,86.512
659.00,86.433
660.00,86.415
661.00,86.393
662.00,86.398
663.00,86.397
664.00,86.383
665.00,86.375
666.00,86.347
667.00,86.348
668.00,86.378
669.00,86.383
670.00,86.383
671.00,86.348
672.00,86.336
673.00,86.324
674.00,86.348
675.00,86.347
676.00,86.362
677.00,86.338
678.00,86.356
679.00,86.359
680.00,86.362
681.00,86.376
682.00,86.367
683.00,86.372
684.00,86.373
685.00,86.377
686.00,86.372
687.00,86.343
688.00,86.345
689.00,86.339
690.00,86.324
691.00,86.308
692.00,86.275
693.00,86.245
694.00,86.181
695.00,86.164
696.00,86.143
697.00,86.131
698.00,86.072
699.00,86.042
700.00,86.020
701.00,86.018
702.00,86.014
703.00,86.014
704.00,86.022
705.00,86.032
706.00,86.011
707.00,85.984
708.00,85.936
709.00,85.908
710.00,85.874
711.00,85.861
712.00,85.835
713.00,85.796
714.00,85.745
715.00,85.697
716.00,85.682
717.00,85.659
718.00,85.666
719.00,85.642
720.00,85.622
721.00,85.571
722.00,85.541
723.00,85.522
724.00,85.488
725.00,85.446
726.00,85.397
727.00,85.353
728.00,85.343
729.00,85.315
730.00,85.306
731.00,85.260
732.00,85.249
733.00,85.206
734.00,85.200
735.00,85.139
736.00,85.138
