"ITO_100PER_1.spc - RawData"
"”g’· (nm)","T%"
350.00,51.782
351.00,52.011
352.00,52.373
353.00,52.775
354.00,53.195
355.00,53.599
356.00,53.978
357.00,54.370
358.00,54.777
359.00,55.198
360.00,55.623
361.00,56.078
362.00,56.542
363.00,56.999
364.00,57.444
365.00,57.883
366.00,58.328
367.00,58.757
368.00,59.155
369.00,59.539
370.00,59.955
371.00,60.360
372.00,61.134
373.00,61.877
374.00,62.684
375.00,63.147
376.00,63.618
377.00,64.065
378.00,64.510
379.00,64.992
380.00,65.476
381.00,66.005
382.00,66.526
383.00,67.082
384.00,67.626
385.00,68.161
386.00,68.667
387.00,69.172
388.00,69.614
389.00,70.061
390.00,70.455
391.00,70.856
392.00,71.214
393.00,71.544
394.00,71.827
395.00,72.046
396.00,72.239
397.00,72.415
398.00,72.593
399.00,72.718
400.00,72.806
401.00,72.841
402.00,72.858
403.00,72.864
404.00,72.824
405.00,72.781
406.00,72.715
407.00,72.659
408.00,72.617
409.00,72.551
410.00,72.482
411.00,72.352
412.00,72.233
413.00,72.110
414.00,72.005
415.00,71.885
416.00,71.763
417.00,71.614
418.00,71.457
419.00,71.298
420.00,71.135
421.00,70.992
422.00,70.838
423.00,70.685
424.00,70.507
425.00,70.328
426.00,70.149
427.00,69.977
428.00,69.819
429.00,69.664
430.00,69.529
431.00,69.380
432.00,69.225
433.00,69.011
434.00,68.807
435.00,68.612
436.00,68.446
437.00,68.285
438.00,68.137
439.00,68.006
440.00,67.884
441.00,67.795
442.00,67.728
443.00,67.691
444.00,67.648
445.00,67.608
446.00,67.544
447.00,67.490
448.00,67.452
449.00,67.426
450.00,67.407
451.00,67.386
452.00,67.390
453.00,67.411
454.00,67.448
455.00,67.502
456.00,67.549
457.00,67.604
458.00,67.656
459.00,67.710
460.00,67.783
461.00,67.874
462.00,68.000
463.00,68.125
464.00,68.240
465.00,68.353
466.00,68.457
467.00,68.588
468.00,68.748
469.00,68.924
470.00,69.108
471.00,69.274
472.00,69.454
473.00,69.636
474.00,69.812
475.00,70.002
476.00,70.181
477.00,70.358
478.00,70.513
479.00,70.655
480.00,70.789
481.00,70.934
482.00,71.064
483.00,71.181
484.00,71.301
485.00,71.430
486.00,71.581
487.00,71.706
488.00,71.848
489.00,71.983
490.00,72.135
491.00,72.277
492.00,72.418
493.00,72.573
494.00,72.726
495.00,72.906
496.00,73.080
497.00,73.254
498.00,73.421
499.00,73.593
500.00,73.785
501.00,74.002
502.00,74.221
503.00,74.456
504.00,74.659
505.00,74.856
506.00,75.041
507.00,75.204
508.00,75.382
509.00,75.545
510.00,75.741
511.00,75.932
512.00,76.129
513.00,76.316
514.00,76.483
515.00,76.653
516.00,76.817
517.00,76.999
518.00,77.167
519.00,77.319
520.00,77.463
521.00,77.616
522.00,77.817
523.00,78.016
524.00,78.193
525.00,78.342
526.00,78.492
527.00,78.627
528.00,78.745
529.00,78.839
530.00,78.937
531.00,79.033
532.00,79.128
533.00,79.245
534.00,79.339
535.00,79.420
536.00,79.507
537.00,79.630
538.00,79.741
539.00,79.809
540.00,79.857
541.00,79.907
542.00,79.966
543.00,80.016
544.00,80.083
545.00,80.152
546.00,80.231
547.00,80.282
548.00,80.341
549.00,80.382
550.00,80.416
551.00,80.441
552.00,80.481
553.00,80.563
554.00,80.641
555.00,80.695
556.00,80.728
557.00,80.735
558.00,80.742
559.00,80.727
560.00,80.729
561.00,80.707
562.00,80.697
563.00,80.698
564.00,80.744
565.00,80.798
566.00,80.873
567.00,80.943
568.00,81.000
569.00,81.060
570.00,81.125
571.00,81.203
572.00,81.257
573.00,81.283
574.00,81.278
575.00,81.239
576.00,81.182
577.00,81.116
578.00,81.006
579.00,80.868
580.00,80.696
581.00,80.527
582.00,80.359
583.00,80.196
584.00,80.013
585.00,79.841
586.00,79.677
587.00,79.582
588.00,79.480
589.00,79.390
590.00,79.292
591.00,79.220
592.00,79.166
593.00,79.108
594.00,79.054
595.00,78.997
596.00,78.949
597.00,78.903
598.00,78.864
599.00,78.828
600.00,78.791
601.00,78.762
602.00,78.711
603.00,78.666
604.00,78.611
605.00,78.595
606.00,78.571
607.00,78.537
608.00,78.492
609.00,78.448
610.00,78.441
611.00,78.414
612.00,78.404
613.00,78.386
614.00,78.387
615.00,78.369
616.00,78.349
617.00,78.329
618.00,78.319
619.00,78.283
620.00,78.250
621.00,78.219
622.00,78.202
623.00,78.178
624.00,78.153
625.00,78.125
626.00,78.088
627.00,78.039
628.00,77.987
629.00,77.945
630.00,77.907
631.00,77.890
632.00,77.873
633.00,77.858
634.00,77.837
635.00,77.826
636.00,77.839
637.00,77.839
638.00,77.822
639.00,77.797
640.00,77.768
641.00,77.747
642.00,77.740
643.00,77.731
644.00,77.712
645.00,77.683
646.00,77.624
647.00,77.567
648.00,77.510
649.00,77.485
650.00,77.455
651.00,77.423
652.00,77.400
653.00,77.367
654.00,77.325
655.00,77.301
656.00,77.300
657.00,77.295
658.00,77.266
659.00,77.249
660.00,77.236
661.00,77.230
662.00,77.203
663.00,77.192
664.00,77.194
665.00,77.207
666.00,77.215
667.00,77.242
668.00,77.297
669.00,77.323
670.00,77.316
671.00,77.287
672.00,77.295
673.00,77.326
674.00,77.378
675.00,77.389
676.00,77.408
677.00,77.404
678.00,77.440
679.00,77.470
680.00,77.503
681.00,77.550
682.00,77.588
683.00,77.604
684.00,77.640
685.00,77.658
686.00,77.674
687.00,77.664
688.00,77.675
689.00,77.722
690.00,77.719
691.00,77.733
692.00,77.756
693.00,77.821
694.00,77.913
695.00,78.037
696.00,78.161
697.00,78.241
698.00,78.249
699.00,78.273
700.00,78.279
701.00,78.278
702.00,78.253
703.00,78.183
704.00,78.108
705.00,78.014
706.00,77.940
707.00,77.864
708.00,77.832
709.00,77.842
710.00,77.896
711.00,77.952
712.00,77.998
713.00,78.041
714.00,78.049
715.00,78.089
716.00,78.136
717.00,78.200
718.00,78.223
719.00,78.270
720.00,78.278
721.00,78.299
722.00,78.293
723.00,78.335
724.00,78.368
725.00,78.366
