"ITO_080PER_5.spc - RawData"
"”g’· (nm)","T%"
350.00,31.968
351.00,32.437
352.00,33.137
353.00,33.831
354.00,34.500
355.00,35.136
356.00,35.727
357.00,36.303
358.00,36.851
359.00,37.375
360.00,37.850
361.00,38.306
362.00,38.743
363.00,39.153
364.00,39.552
365.00,39.902
366.00,40.250
367.00,40.547
368.00,40.839
369.00,41.085
370.00,41.306
371.00,41.477
372.00,41.778
373.00,42.062
374.00,42.360
375.00,42.505
376.00,42.652
377.00,42.774
378.00,42.901
379.00,43.016
380.00,43.148
381.00,43.299
382.00,43.468
383.00,43.661
384.00,43.856
385.00,44.063
386.00,44.246
387.00,44.440
388.00,44.624
389.00,44.815
390.00,44.990
391.00,45.174
392.00,45.371
393.00,45.553
394.00,45.729
395.00,45.886
396.00,46.053
397.00,46.227
398.00,46.404
399.00,46.576
400.00,46.724
401.00,46.886
402.00,47.042
403.00,47.210
404.00,47.348
405.00,47.498
406.00,47.651
407.00,47.823
408.00,47.988
409.00,48.144
410.00,48.284
411.00,48.433
412.00,48.597
413.00,48.760
414.00,48.921
415.00,49.065
416.00,49.215
417.00,49.340
418.00,49.466
419.00,49.576
420.00,49.696
421.00,49.815
422.00,49.937
423.00,50.058
424.00,50.180
425.00,50.305
426.00,50.431
427.00,50.561
428.00,50.707
429.00,50.863
430.00,51.004
431.00,51.155
432.00,51.311
433.00,51.482
434.00,51.666
435.00,51.865
436.00,52.089
437.00,52.309
438.00,52.521
439.00,52.738
440.00,52.947
441.00,53.175
442.00,53.387
443.00,53.606
444.00,53.832
445.00,54.073
446.00,54.311
447.00,54.561
448.00,54.805
449.00,55.081
450.00,55.339
451.00,55.586
452.00,55.831
453.00,56.078
454.00,56.339
455.00,56.558
456.00,56.768
457.00,56.962
458.00,57.176
459.00,57.373
460.00,57.547
461.00,57.708
462.00,57.880
463.00,58.047
464.00,58.175
465.00,58.282
466.00,58.389
467.00,58.512
468.00,58.613
469.00,58.711
470.00,58.819
471.00,58.940
472.00,59.057
473.00,59.167
474.00,59.278
475.00,59.397
476.00,59.511
477.00,59.612
478.00,59.726
479.00,59.856
480.00,60.008
481.00,60.168
482.00,60.337
483.00,60.521
484.00,60.695
485.00,60.883
486.00,61.087
487.00,61.315
488.00,61.534
489.00,61.765
490.00,61.985
491.00,62.217
492.00,62.426
493.00,62.641
494.00,62.833
495.00,63.020
496.00,63.196
497.00,63.358
498.00,63.514
499.00,63.662
500.00,63.803
501.00,63.920
502.00,64.040
503.00,64.160
504.00,64.283
505.00,64.392
506.00,64.504
507.00,64.599
508.00,64.688
509.00,64.775
510.00,64.864
511.00,64.950
512.00,65.015
513.00,65.102
514.00,65.164
515.00,65.224
