"ITO_060PER_2.spc - RawData"
"”g’· (nm)","T%"
350.00,37.792
351.00,38.381
352.00,39.256
353.00,40.133
354.00,40.973
355.00,41.766
356.00,42.474
357.00,43.153
358.00,43.785
359.00,44.407
360.00,44.992
361.00,45.582
362.00,46.118
363.00,46.622
364.00,47.065
365.00,47.469
366.00,47.845
367.00,48.174
368.00,48.483
369.00,48.743
370.00,49.018
371.00,49.244
372.00,49.584
373.00,49.880
374.00,50.191
375.00,50.363
376.00,50.547
377.00,50.688
378.00,50.844
379.00,50.997
380.00,51.178
381.00,51.375
382.00,51.562
383.00,51.772
384.00,52.008
385.00,52.244
386.00,52.474
387.00,52.706
388.00,52.946
389.00,53.217
390.00,53.458
391.00,53.704
392.00,53.930
393.00,54.147
394.00,54.349
395.00,54.515
396.00,54.705
397.00,54.876
398.00,55.085
399.00,55.247
400.00,55.433
401.00,55.574
402.00,55.728
403.00,55.875
404.00,56.006
405.00,56.139
406.00,56.278
407.00,56.438
408.00,56.649
409.00,56.869
410.00,57.091
411.00,57.270
412.00,57.451
413.00,57.641
414.00,57.846
415.00,58.030
416.00,58.239
417.00,58.418
418.00,58.595
419.00,58.752
420.00,58.922
421.00,59.104
422.00,59.257
423.00,59.394
424.00,59.512
425.00,59.634
426.00,59.773
427.00,59.915
428.00,60.069
429.00,60.209
430.00,60.399
431.00,60.584
432.00,60.779
433.00,60.930
434.00,61.092
435.00,61.263
436.00,61.453
437.00,61.642
438.00,61.819
439.00,62.013
440.00,62.225
441.00,62.480
442.00,62.773
443.00,63.075
444.00,63.398
445.00,63.683
446.00,63.969
447.00,64.244
448.00,64.548
449.00,64.851
450.00,65.154
451.00,65.437
452.00,65.737
453.00,66.019
454.00,66.300
455.00,66.575
456.00,66.856
457.00,67.105
458.00,67.340
459.00,67.538
460.00,67.722
461.00,67.890
462.00,68.050
463.00,68.216
464.00,68.351
465.00,68.492
466.00,68.612
467.00,68.740
468.00,68.904
469.00,69.070
470.00,69.259
471.00,69.416
472.00,69.593
