"ITO_010PER_2.spc - RawData"
"”g’· (nm)","T%"
350.00,66.602
351.00,66.941
352.00,67.485
353.00,68.133
354.00,68.796
355.00,69.429
356.00,69.972
357.00,70.536
358.00,71.106
359.00,71.730
360.00,72.347
361.00,73.079
362.00,73.814
363.00,74.567
364.00,75.248
365.00,75.881
366.00,76.529
367.00,77.146
368.00,77.761
369.00,78.337
370.00,78.975
371.00,79.587
372.00,80.404
373.00,81.151
374.00,81.942
375.00,82.519
376.00,83.076
377.00,83.598
378.00,84.110
379.00,84.711
380.00,85.306
381.00,85.957
382.00,86.533
383.00,87.150
384.00,87.757
385.00,88.372
386.00,88.953
387.00,89.511
388.00,89.972
389.00,90.457
390.00,90.859
391.00,91.251
392.00,91.533
393.00,91.779
394.00,91.980
395.00,92.112
396.00,92.206
397.00,92.242
398.00,92.322
399.00,92.357
400.00,92.372
401.00,92.258
402.00,92.111
403.00,91.940
404.00,91.740
405.00,91.522
406.00,91.294
407.00,91.071
408.00,90.943
409.00,90.792
410.00,90.660
411.00,90.411
412.00,90.151
413.00,89.883
414.00,89.668
415.00,89.445
416.00,89.202
417.00,88.898
418.00,88.598
419.00,88.368
420.00,88.147
421.00,87.951
422.00,87.666
423.00,87.387
424.00,87.096
425.00,86.838
426.00,86.555
427.00,86.302
428.00,86.053
429.00,85.805
430.00,85.618
431.00,85.429
432.00,85.255
433.00,84.966
434.00,84.686
435.00,84.405
436.00,84.164
437.00,83.907
438.00,83.660
439.00,83.403
440.00,83.176
441.00,83.002
442.00,82.934
443.00,82.878
444.00,82.834
445.00,82.742
446.00,82.658
447.00,82.570
448.00,82.511
449.00,82.475
450.00,82.441
451.00,82.407
452.00,82.400
453.00,82.425
454.00,82.474
455.00,82.573
456.00,82.685
457.00,82.804
458.00,82.891
459.00,82.966
460.00,83.030
461.00,83.123
462.00,83.232
463.00,83.362
464.00,83.464
465.00,83.587
466.00,83.720
467.00,83.875
468.00,84.104
469.00,84.353
470.00,84.627
471.00,84.835
472.00,85.054
473.00,85.267
474.00,85.489
475.00,85.745
476.00,85.982
477.00,86.219
478.00,86.389
479.00,86.567
480.00,86.704
481.00,86.864
482.00,86.971
483.00,87.083
484.00,87.227
485.00,87.397
486.00,87.574
487.00,87.694
488.00,87.829
489.00,87.959
490.00,88.081
491.00,88.209
492.00,88.335
493.00,88.470
494.00,88.582
495.00,88.730
