"ITO_unprocesesd_2nd_2.spc - RawData"
"”g’· (nm)","T%"
350.00,65.571
351.00,65.897
352.00,66.395
353.00,66.955
354.00,67.511
355.00,68.090
356.00,68.623
357.00,69.202
358.00,69.788
359.00,70.389
360.00,71.010
361.00,71.667
362.00,72.335
363.00,72.995
364.00,73.639
365.00,74.265
366.00,74.913
367.00,75.525
368.00,76.122
369.00,76.668
370.00,77.268
371.00,77.818
372.00,78.675
373.00,79.475
374.00,80.343
375.00,80.910
376.00,81.470
377.00,82.023
378.00,82.586
379.00,83.168
380.00,83.749
381.00,84.356
382.00,84.980
383.00,85.594
384.00,86.208
385.00,86.804
386.00,87.396
387.00,87.961
388.00,88.448
389.00,88.927
390.00,89.328
391.00,89.734
392.00,90.068
393.00,90.350
394.00,90.565
395.00,90.708
396.00,90.819
397.00,90.909
398.00,91.011
399.00,91.073
400.00,91.070
401.00,90.984
402.00,90.875
403.00,90.765
404.00,90.612
405.00,90.434
406.00,90.237
407.00,90.053
408.00,89.907
409.00,89.719
410.00,89.540
411.00,89.282
412.00,89.048
413.00,88.784
414.00,88.556
415.00,88.314
416.00,88.094
417.00,87.841
418.00,87.578
419.00,87.328
420.00,87.074
421.00,86.831
422.00,86.541
423.00,86.270
424.00,85.991
425.00,85.739
426.00,85.470
427.00,85.233
428.00,85.000
429.00,84.773
430.00,84.562
431.00,84.329
432.00,84.107
433.00,83.815
434.00,83.547
435.00,83.288
436.00,83.066
437.00,82.849
438.00,82.623
439.00,82.417
440.00,82.215
441.00,82.077
442.00,81.972
443.00,81.898
444.00,81.827
445.00,81.747
446.00,81.657
447.00,81.579
448.00,81.531
449.00,81.503
450.00,81.477
451.00,81.447
452.00,81.449
453.00,81.457
454.00,81.495
455.00,81.548
456.00,81.611
457.00,81.679
458.00,81.753
459.00,81.821
460.00,81.880
461.00,81.948
462.00,82.057
463.00,82.192
464.00,82.311
465.00,82.429
466.00,82.555
467.00,82.700
468.00,82.897
469.00,83.068
470.00,83.265
471.00,83.434
472.00,83.641
473.00,83.849
474.00,84.050
475.00,84.268
476.00,84.466
477.00,84.651
478.00,84.815
479.00,84.988
480.00,85.148
481.00,85.317
482.00,85.455
483.00,85.589
484.00,85.735
485.00,85.886
486.00,86.056
487.00,86.204
488.00,86.351
489.00,86.493
490.00,86.618
491.00,86.777
492.00,86.911
493.00,87.068
494.00,87.200
495.00,87.375
496.00,87.555
497.00,87.742
498.00,87.919
499.00,88.095
500.00,88.267
501.00,88.483
502.00,88.720
503.00,88.996
504.00,89.207
505.00,89.399
506.00,89.558
507.00,89.703
508.00,89.850
509.00,89.996
510.00,90.166
511.00,90.339
512.00,90.504
513.00,90.659
514.00,90.795
515.00,90.947
516.00,91.095
517.00,91.244
518.00,91.376
519.00,91.485
520.00,91.584
521.00,91.695
522.00,91.864
523.00,92.043
524.00,92.187
525.00,92.296
526.00,92.395
527.00,92.490
528.00,92.564
529.00,92.610
530.00,92.649
531.00,92.679
532.00,92.716
533.00,92.771
534.00,92.827
535.00,92.876
536.00,92.936
537.00,92.992
538.00,93.032
539.00,93.051
540.00,93.075
541.00,93.089
542.00,93.095
543.00,93.096
544.00,93.107
545.00,93.117
546.00,93.117
547.00,93.097
548.00,93.099
549.00,93.089
550.00,93.059
551.00,93.014
552.00,92.968
553.00,93.004
554.00,93.018
555.00,93.018
556.00,92.976
557.00,92.931
558.00,92.880
559.00,92.809
560.00,92.734
561.00,92.652
562.00,92.575
563.00,92.502
564.00,92.485
565.00,92.480
566.00,92.512
567.00,92.537
568.00,92.570
569.00,92.596
570.00,92.639
571.00,92.683
572.00,92.711
573.00,92.687
574.00,92.624
575.00,92.511
576.00,92.391
577.00,92.241
578.00,92.054
579.00,91.806
580.00,91.527
581.00,91.248
582.00,90.972
583.00,90.717
584.00,90.441
585.00,90.176
586.00,89.925
587.00,89.727
588.00,89.556
589.00,89.394
590.00,89.219
