"ITO_070PER_5.spc - RawData"
"”g’· (nm)","T%"
350.00,31.216
351.00,31.731
352.00,32.487
353.00,33.237
354.00,33.966
355.00,34.652
356.00,35.285
357.00,35.869
358.00,36.453
359.00,37.018
360.00,37.563
361.00,38.087
362.00,38.577
363.00,39.042
364.00,39.462
365.00,39.840
366.00,40.192
367.00,40.505
368.00,40.798
369.00,41.062
370.00,41.316
371.00,41.539
372.00,41.743
373.00,41.898
374.00,42.063
375.00,42.209
376.00,42.369
377.00,42.503
378.00,42.649
379.00,42.797
380.00,42.959
381.00,43.136
382.00,43.320
383.00,43.538
384.00,43.764
385.00,44.004
386.00,44.229
387.00,44.460
388.00,44.683
389.00,44.917
390.00,45.143
391.00,45.372
392.00,45.586
393.00,45.799
394.00,45.998
395.00,46.183
396.00,46.362
397.00,46.537
398.00,46.729
399.00,46.900
400.00,47.075
401.00,47.234
402.00,47.400
403.00,47.571
404.00,47.725
405.00,47.882
406.00,48.044
407.00,48.223
408.00,48.436
409.00,48.641
410.00,48.846
411.00,49.024
412.00,49.213
413.00,49.407
414.00,49.609
415.00,49.788
416.00,49.986
417.00,50.148
418.00,50.310
419.00,50.449
420.00,50.589
421.00,50.742
422.00,50.862
423.00,50.992
424.00,51.113
425.00,51.245
426.00,51.372
427.00,51.497
428.00,51.661
429.00,51.833
430.00,52.050
431.00,52.270
432.00,52.510
433.00,52.725
434.00,52.958
435.00,53.209
436.00,53.484
437.00,53.744
438.00,53.989
439.00,54.235
440.00,54.485
441.00,54.760
442.00,55.061
443.00,55.370
444.00,55.691
445.00,55.999
446.00,56.296
447.00,56.591
448.00,56.891
449.00,57.209
450.00,57.505
451.00,57.775
452.00,58.036
453.00,58.309
454.00,58.564
455.00,58.824
456.00,59.055
457.00,59.287
458.00,59.491
459.00,59.655
460.00,59.801
461.00,59.928
462.00,60.064
463.00,60.187
464.00,60.285
465.00,60.390
466.00,60.493
467.00,60.606
468.00,60.750
469.00,60.890
470.00,61.054
471.00,61.187
472.00,61.347
473.00,61.510
474.00,61.698
475.00,61.898
476.00,62.090
477.00,62.289
478.00,62.495
479.00,62.724
480.00,62.944
481.00,63.189
482.00,63.424
483.00,63.665
484.00,63.895
485.00,64.135
486.00,64.375
487.00,64.605
488.00,64.839
489.00,65.060
490.00,65.280
491.00,65.496
492.00,65.691
493.00,65.875
494.00,66.036
495.00,66.225
496.00,66.399
497.00,66.567
498.00,66.720
499.00,66.864
500.00,67.000
501.00,67.152
502.00,67.305
503.00,67.469
504.00,67.593
505.00,67.702
506.00,67.802
507.00,67.890
508.00,67.989
509.00,68.070
510.00,68.168
511.00,68.266
512.00,68.358
513.00,68.447
514.00,68.527
515.00,68.618
516.00,68.720
517.00,68.826
518.00,68.940
519.00,69.026
520.00,69.106
521.00,69.196
522.00,69.315
523.00,69.431
524.00,69.533
525.00,69.638
526.00,69.741
527.00,69.846
528.00,69.928
529.00,70.019
530.00,70.090
531.00,70.170
532.00,70.237
533.00,70.337
534.00,70.413
535.00,70.510
536.00,70.587
537.00,70.696
538.00,70.789
539.00,70.892
540.00,70.976
541.00,71.071
542.00,71.160
543.00,71.248
544.00,71.345
545.00,71.429
546.00,71.519
547.00,71.587
548.00,71.659
549.00,71.707
550.00,71.749
551.00,71.792
552.00,71.857
553.00,71.951
554.00,72.034
555.00,72.112
556.00,72.178
557.00,72.262
558.00,72.341
559.00,72.413
560.00,72.480
561.00,72.529
562.00,72.567
563.00,72.607
564.00,72.689
565.00,72.756
566.00,72.827
567.00,72.878
568.00,72.930
569.00,72.972
570.00,73.005
571.00,73.052
572.00,73.107
573.00,73.166
574.00,73.209
575.00,73.245
576.00,73.283
577.00,73.337
578.00,73.363
579.00,73.395
580.00,73.409
581.00,73.454
582.00,73.515
583.00,73.610
584.00,73.695
585.00,73.794
586.00,73.909
587.00,74.075
588.00,74.251
589.00,74.445
590.00,74.646
591.00,74.853
592.00,75.066
593.00,75.290
594.00,75.520
595.00,75.754
596.00,75.971
597.00,76.188
598.00,76.417
599.00,76.656
600.00,76.879
601.00,77.087
602.00,77.263
603.00,77.447
604.00,77.615
605.00,77.820
606.00,78.008
607.00,78.200
608.00,78.370
609.00,78.549
610.00,78.720
611.00,78.881
612.00,79.011
613.00,79.152
614.00,79.270
615.00,79.361
616.00,79.409
617.00,79.437
618.00,79.462
619.00,79.443
620.00,79.417
621.00,79.377
622.00,79.339
623.00,79.283
624.00,79.222
625.00,79.168
626.00,79.103
627.00,79.016
628.00,78.918
629.00,78.826
630.00,78.762
631.00,78.702
632.00,78.666
633.00,78.604
634.00,78.532
635.00,78.451
636.00,78.387
637.00,78.312
638.00,78.215
639.00,78.129
640.00,78.062
641.00,78.009
642.00,77.961
643.00,77.937
644.00,77.932
645.00,77.960
646.00,77.995
647.00,78.053
648.00,78.117
649.00,78.180
650.00,78.250
651.00,78.313
652.00,78.383
653.00,78.439
654.00,78.486
655.00,78.541
656.00,78.584
657.00,78.629
658.00,78.656
659.00,78.698
660.00,78.748
661.00,78.798
662.00,78.886
663.00,78.981
664.00,79.110
665.00,79.218
666.00,79.333
667.00,79.449
668.00,79.575
669.00,79.690
670.00,79.788
671.00,79.876
672.00,79.985
673.00,80.089
674.00,80.207
675.00,80.274
676.00,80.373
677.00,80.438
678.00,80.534
679.00,80.589
