"ITO_060PER_4.spc - RawData"
"”g’· (nm)","T%"
350.00,37.698
351.00,38.274
352.00,39.126
353.00,39.991
354.00,40.815
355.00,41.593
356.00,42.291
357.00,42.955
358.00,43.597
359.00,44.199
360.00,44.787
361.00,45.374
362.00,45.937
363.00,46.462
364.00,46.909
365.00,47.309
366.00,47.671
367.00,48.008
368.00,48.316
369.00,48.610
370.00,48.905
371.00,49.174
372.00,49.381
373.00,49.534
374.00,49.690
375.00,49.853
376.00,50.014
377.00,50.149
378.00,50.294
379.00,50.464
380.00,50.641
381.00,50.829
382.00,51.008
383.00,51.205
384.00,51.414
385.00,51.646
386.00,51.876
387.00,52.129
388.00,52.351
389.00,52.622
390.00,52.852
391.00,53.098
392.00,53.298
393.00,53.502
394.00,53.685
395.00,53.853
396.00,54.018
397.00,54.179
398.00,54.380
399.00,54.561
400.00,54.741
401.00,54.873
402.00,55.017
403.00,55.164
404.00,55.290
405.00,55.409
406.00,55.527
407.00,55.677
408.00,55.892
409.00,56.097
410.00,56.303
411.00,56.472
412.00,56.661
413.00,56.855
414.00,57.052
415.00,57.240
416.00,57.447
417.00,57.633
418.00,57.799
419.00,57.974
420.00,58.152
421.00,58.340
422.00,58.481
423.00,58.601
424.00,58.722
425.00,58.838
426.00,58.956
427.00,59.077
428.00,59.229
429.00,59.391
430.00,59.596
431.00,59.788
432.00,59.993
433.00,60.144
434.00,60.302
435.00,60.459
436.00,60.633
437.00,60.804
438.00,60.949
439.00,61.111
440.00,61.281
441.00,61.505
442.00,61.780
443.00,62.065
444.00,62.362
445.00,62.642
446.00,62.920
447.00,63.197
448.00,63.465
449.00,63.753
450.00,64.029
451.00,64.306
452.00,64.588
453.00,64.878
454.00,65.157
455.00,65.454
456.00,65.736
457.00,66.015
458.00,66.265
459.00,66.479
460.00,66.657
461.00,66.809
462.00,66.957
463.00,67.098
464.00,67.210
465.00,67.333
466.00,67.458
467.00,67.589
468.00,67.780
469.00,67.964
470.00,68.167
471.00,68.321
472.00,68.495
473.00,68.680
474.00,68.875
475.00,69.101
476.00,69.332
477.00,69.558
478.00,69.762
479.00,69.965
480.00,70.178
481.00,70.399
482.00,70.592
483.00,70.776
484.00,70.992
485.00,71.226
486.00,71.453
487.00,71.640
488.00,71.835
489.00,72.026
490.00,72.219
491.00,72.418
492.00,72.609
493.00,72.795
494.00,72.972
495.00,73.174
496.00,73.384
497.00,73.578
498.00,73.763
499.00,73.942
500.00,74.118
501.00,74.327
502.00,74.552
503.00,74.785
504.00,74.946
505.00,75.066
506.00,75.165
507.00,75.244
508.00,75.326
509.00,75.395
510.00,75.504
511.00,75.605
512.00,75.710
513.00,75.795
514.00,75.884
515.00,75.973
516.00,76.072
517.00,76.169
518.00,76.260
519.00,76.320
520.00,76.384
521.00,76.455
522.00,76.603
523.00,76.748
524.00,76.890
525.00,76.996
526.00,77.097
527.00,77.179
528.00,77.241
529.00,77.297
530.00,77.350
531.00,77.399
532.00,77.459
533.00,77.534
534.00,77.598
535.00,77.669
536.00,77.761
537.00,77.873
538.00,77.960
539.00,78.037
540.00,78.123
541.00,78.217
542.00,78.301
543.00,78.372
544.00,78.453
545.00,78.531
546.00,78.609
547.00,78.672
548.00,78.755
549.00,78.802
550.00,78.828
551.00,78.834
552.00,78.881
553.00,79.003
554.00,79.124
555.00,79.226
556.00,79.289
557.00,79.369
558.00,79.445
559.00,79.517
560.00,79.574
561.00,79.617
562.00,79.641
563.00,79.673
564.00,79.757
565.00,79.868
566.00,80.005
567.00,80.151
568.00,80.290
569.00,80.441
570.00,80.577
571.00,80.728
572.00,80.874
573.00,81.000
574.00,81.072
575.00,81.117
576.00,81.137
577.00,81.174
578.00,81.144
579.00,81.107
580.00,81.010
581.00,80.938
582.00,80.860
583.00,80.812
584.00,80.734
585.00,80.695
586.00,80.673
587.00,80.732
588.00,80.781
589.00,80.842
590.00,80.903
591.00,81.008
592.00,81.143
593.00,81.308
594.00,81.455
595.00,81.627
596.00,81.791
597.00,81.961
598.00,82.122
599.00,82.297
600.00,82.482
601.00,82.692
602.00,82.864
603.00,83.040
604.00,83.196
605.00,83.384
606.00,83.547
607.00,83.708
608.00,83.843
609.00,83.984
610.00,84.128
611.00,84.282
612.00,84.419
613.00,84.547
614.00,84.665
615.00,84.766
616.00,84.834
617.00,84.871
618.00,84.898
619.00,84.880
620.00,84.854
621.00,84.823
622.00,84.785
623.00,84.761
624.00,84.699
625.00,84.672
626.00,84.633
627.00,84.540
628.00,84.431
629.00,84.320
630.00,84.283
631.00,84.271
632.00,84.268
633.00,84.263
634.00,84.260
635.00,84.280
636.00,84.313
637.00,84.341
638.00,84.320
639.00,84.310
640.00,84.303
641.00,84.298
642.00,84.293
643.00,84.291
644.00,84.299
645.00,84.332
646.00,84.343
647.00,84.361
648.00,84.369
649.00,84.372
650.00,84.366
651.00,84.368
652.00,84.379
653.00,84.391
654.00,84.367
655.00,84.371
656.00,84.326
657.00,84.285
658.00,84.247
659.00,84.234
660.00,84.243
661.00,84.238
662.00,84.255
663.00,84.269
664.00,84.311
665.00,84.373
666.00,84.452
667.00,84.529
668.00,84.624
669.00,84.705
670.00,84.748
671.00,84.777
672.00,84.833
673.00,84.912
674.00,85.002
675.00,84.991
676.00,85.007
677.00,85.001
678.00,85.059
679.00,85.082
680.00,85.109
681.00,85.156
682.00,85.174
683.00,85.197
684.00,85.202
685.00,85.220
686.00,85.184
687.00,85.153
688.00,85.136
689.00,85.160
690.00,85.101
691.00,85.037
692.00,84.955
693.00,84.957
694.00,84.952
695.00,85.020
696.00,85.077
697.00,85.143
698.00,85.143
699.00,85.170
700.00,85.212
701.00,85.261
702.00,85.306
703.00,85.252
704.00,85.196
705.00,85.119
706.00,85.098
707.00,85.083
708.00,85.041
709.00,85.010
710.00,84.948
711.00,84.908
712.00,84.890
713.00,84.891
714.00,84.833
715.00,84.775
716.00,84.722
717.00,84.732
718.00,84.725
719.00,84.719
720.00,84.703
721.00,84.689
722.00,84.666
723.00,84.667
724.00,84.662
725.00,84.593
726.00,84.501
727.00,84.413
728.00,84.394
729.00,84.395
730.00,84.400
731.00,84.396
732.00,84.377
733.00,84.369
734.00,84.327
735.00,84.267
736.00,84.206
737.00,84.174
738.00,84.161
739.00,84.169
740.00,84.194
741.00,84.248
742.00,84.290
743.00,84.310
744.00,84.294
745.00,84.231
746.00,84.194
747.00,84.166
748.00,84.145
749.00,84.114
750.00,84.110
751.00,84.036
752.00,83.970
753.00,83.881
754.00,83.921
755.00,83.943
756.00,83.954
757.00,83.934
758.00,83.930
759.00,83.858
760.00,83.791
761.00,83.743
762.00,83.803
763.00,83.856
764.00,83.890
765.00,83.906
766.00,83.930
767.00,83.894
768.00,83.830
769.00,83.786
770.00,83.780
771.00,83.832
772.00,83.872
773.00,83.930
774.00,83.884
775.00,83.814
776.00,83.785
777.00,83.820
778.00,83.888
779.00,83.908
780.00,83.849
781.00,83.786
782.00,83.740
783.00,83.766
784.00,83.815
785.00,83.878
786.00,83.937
787.00,83.876
788.00,83.828
789.00,83.786
790.00,83.817
791.00,83.802
792.00,83.854
793.00,83.824
794.00,83.810
795.00,83.754
796.00,83.780
797.00,83.799
798.00,83.785
799.00,83.730
800.00,83.681
