"ITO_030PER_2.spc - RawData"
"”g’· (nm)","T%"
350.00,68.198
351.00,68.909
352.00,69.961
353.00,71.031
354.00,72.027
355.00,72.942
356.00,73.700
357.00,74.416
358.00,75.084
359.00,75.684
360.00,76.240
361.00,76.803
362.00,77.336
363.00,77.810
364.00,78.178
365.00,78.451
366.00,78.687
367.00,78.859
368.00,79.018
369.00,79.127
370.00,79.244
371.00,79.328
372.00,79.475
373.00,79.550
374.00,79.617
375.00,79.565
376.00,79.524
377.00,79.477
378.00,79.458
379.00,79.484
380.00,79.515
381.00,79.588
382.00,79.648
383.00,79.756
384.00,79.897
385.00,80.049
386.00,80.191
387.00,80.322
388.00,80.428
389.00,80.586
390.00,80.712
391.00,80.859
392.00,80.964
393.00,81.061
394.00,81.126
395.00,81.152
396.00,81.194
397.00,81.222
398.00,81.322
399.00,81.397
400.00,81.483
401.00,81.477
402.00,81.473
403.00,81.487
404.00,81.496
405.00,81.507
406.00,81.503
407.00,81.536
408.00,81.652
409.00,81.788
410.00,81.916
411.00,81.976
412.00,82.074
413.00,82.169
414.00,82.312
415.00,82.399
416.00,82.508
417.00,82.573
418.00,82.658
419.00,82.783
420.00,82.917
421.00,83.079
422.00,83.194
423.00,83.322
424.00,83.416
425.00,83.529
426.00,83.619
427.00,83.732
428.00,83.877
429.00,84.001
430.00,84.187
431.00,84.328
432.00,84.475
433.00,84.539
434.00,84.595
435.00,84.664
436.00,84.748
437.00,84.802
438.00,84.822
439.00,84.852
440.00,84.908
441.00,85.003
442.00,85.152
443.00,85.313
444.00,85.476
445.00,85.588
446.00,85.706
447.00,85.825
448.00,85.933
449.00,86.068
450.00,86.200
451.00,86.343
452.00,86.482
453.00,86.640
454.00,86.798
455.00,86.989
456.00,87.174
457.00,87.370
458.00,87.526
459.00,87.686
460.00,87.830
461.00,87.983
462.00,88.144
463.00,88.316
464.00,88.453
465.00,88.611
466.00,88.756
467.00,88.947
468.00,89.179
469.00,89.430
470.00,89.679
471.00,89.865
472.00,90.079
473.00,90.275
474.00,90.479
475.00,90.681
476.00,90.866
477.00,91.031
478.00,91.168
479.00,91.292
480.00,91.398
481.00,91.490
482.00,91.539
483.00,91.576
484.00,91.647
485.00,91.743
486.00,91.848
487.00,91.904
488.00,91.968
489.00,92.025
490.00,92.085
491.00,92.152
492.00,92.217
493.00,92.278
494.00,92.333
495.00,92.416
496.00,92.518
497.00,92.615
498.00,92.695
499.00,92.766
500.00,92.843
501.00,92.988
502.00,93.155
503.00,93.341
504.00,93.442
505.00,93.521
506.00,93.590
507.00,93.652
508.00,93.733
509.00,93.796
510.00,93.888
511.00,93.967
512.00,94.052
513.00,94.134
514.00,94.207
515.00,94.297
516.00,94.413
517.00,94.534
518.00,94.632
519.00,94.698
520.00,94.731
521.00,94.789
522.00,94.914
523.00,95.046
524.00,95.170
525.00,95.247
526.00,95.332
527.00,95.401
528.00,95.430
529.00,95.450
530.00,95.448
531.00,95.464
532.00,95.472
533.00,95.512
534.00,95.539
535.00,95.581
536.00,95.591
537.00,95.619
538.00,95.625
539.00,95.643
540.00,95.672
541.00,95.707
542.00,95.748
543.00,95.778
544.00,95.832
545.00,95.883
546.00,95.933
547.00,95.957
548.00,95.995
549.00,96.016
550.00,96.022
551.00,96.004
552.00,96.007
553.00,96.095
554.00,96.183
555.00,96.266
556.00,96.282
557.00,96.309
558.00,96.327
559.00,96.341
560.00,96.336
561.00,96.310
562.00,96.297
563.00,96.307
564.00,96.385
565.00,96.475
566.00,96.599
567.00,96.709
568.00,96.826
569.00,96.966
570.00,97.113
571.00,97.264
572.00,97.383
573.00,97.450
574.00,97.454
575.00,97.423
576.00,97.369
577.00,97.307
578.00,97.156
579.00,96.990
580.00,96.772
581.00,96.560
582.00,96.329
583.00,96.112
584.00,95.881
585.00,95.666
586.00,95.472
587.00,95.346
588.00,95.232
589.00,95.137
590.00,95.052
591.00,95.007
592.00,94.976
593.00,94.955
594.00,94.907
595.00,94.869
596.00,94.838
597.00,94.819
598.00,94.782
599.00,94.741
600.00,94.684
601.00,94.637
602.00,94.579
603.00,94.528
604.00,94.502
605.00,94.497
606.00,94.484
607.00,94.464
608.00,94.443
609.00,94.450
610.00,94.488
611.00,94.543
612.00,94.592
613.00,94.640
614.00,94.684
615.00,94.731
616.00,94.747
617.00,94.753
618.00,94.760
619.00,94.744
620.00,94.718
621.00,94.685
622.00,94.657
623.00,94.648
624.00,94.617
625.00,94.589
626.00,94.562
627.00,94.481
628.00,94.387
629.00,94.282
630.00,94.235
631.00,94.230
632.00,94.249
633.00,94.265
634.00,94.279
635.00,94.298
636.00,94.336
637.00,94.367
638.00,94.348
639.00,94.338
640.00,94.317
641.00,94.303
642.00,94.265
643.00,94.231
644.00,94.194
645.00,94.158
646.00,94.106
647.00,94.063
648.00,94.027
649.00,93.970
650.00,93.905
651.00,93.841
652.00,93.796
653.00,93.744
654.00,93.686
655.00,93.641
656.00,93.549
657.00,93.462
658.00,93.366
659.00,93.301
660.00,93.222
661.00,93.130
662.00,93.042
663.00,92.990
664.00,92.953
665.00,92.935
666.00,92.893
667.00,92.884
668.00,92.885
669.00,92.885
670.00,92.856
671.00,92.810
672.00,92.785
673.00,92.781
674.00,92.803
675.00,92.749
676.00,92.704
677.00,92.644
678.00,92.645
679.00,92.624
680.00,92.630
681.00,92.657
682.00,92.662
683.00,92.659
684.00,92.641
685.00,92.623
686.00,92.564
687.00,92.510
688.00,92.483
689.00,92.501
690.00,92.441
691.00,92.406
692.00,92.352
693.00,92.377
694.00,92.420
695.00,92.523
696.00,92.610
697.00,92.665
698.00,92.649
699.00,92.654
700.00,92.650
701.00,92.638
702.00,92.606
703.00,92.475
704.00,92.322
705.00,92.180
706.00,92.109
707.00,92.060
708.00,92.008
709.00,91.969
710.00,91.944
711.00,91.926
712.00,91.928
713.00,91.931
714.00,91.847
715.00,91.783
716.00,91.739
717.00,91.769
718.00,91.775
719.00,91.764
720.00,91.748
721.00,91.696
722.00,91.656
723.00,91.630
724.00,91.632
725.00,91.543
726.00,91.427
727.00,91.293
728.00,91.270
729.00,91.248
730.00,91.235
731.00,91.187
732.00,91.177
733.00,91.178
734.00,91.147
735.00,91.070
736.00,90.980
737.00,90.913
738.00,90.874
739.00,90.876
740.00,90.890
741.00,90.924
742.00,90.956
743.00,90.953
744.00,90.939
745.00,90.836
746.00,90.774
747.00,90.708
748.00,90.689
749.00,90.697
750.00,90.686
751.00,90.595
752.00,90.486
753.00,90.373
754.00,90.375
755.00,90.392
756.00,90.406
757.00,90.387
758.00,90.312
759.00,90.221
760.00,90.157
761.00,90.105
762.00,90.114
763.00,90.128
764.00,90.143
765.00,90.168
766.00,90.156
767.00,90.124
768.00,90.052
769.00,90.011
770.00,90.001
771.00,90.009
772.00,90.009
773.00,90.063
774.00,90.000
775.00,89.959
776.00,89.854
777.00,89.835
778.00,89.838
779.00,89.847
780.00,89.792
781.00,89.719
782.00,89.625
783.00,89.650
784.00,89.676
785.00,89.745
786.00,89.774
787.00,89.724
788.00,89.672
789.00,89.628
790.00,89.625
791.00,89.604
792.00,89.609
793.00,89.536
794.00,89.495
795.00,89.438
796.00,89.445
797.00,89.393
798.00,89.344
799.00,89.252
800.00,89.201
