"ITO_050PER_5.spc - RawData"
"”g’· (nm)","T%"
350.00,43.411
351.00,44.009
352.00,44.891
353.00,45.726
354.00,46.521
355.00,47.261
356.00,47.960
357.00,48.622
358.00,49.253
359.00,49.834
360.00,50.392
361.00,50.896
362.00,51.379
363.00,51.820
364.00,52.252
365.00,52.635
366.00,52.967
367.00,53.251
368.00,53.511
369.00,53.753
370.00,53.960
371.00,54.127
372.00,54.364
373.00,54.571
374.00,54.793
375.00,54.913
376.00,55.048
377.00,55.161
378.00,55.271
379.00,55.350
380.00,55.429
381.00,55.533
382.00,55.678
383.00,55.822
384.00,55.979
385.00,56.132
386.00,56.299
387.00,56.449
388.00,56.598
389.00,56.734
390.00,56.860
391.00,57.007
392.00,57.172
393.00,57.349
394.00,57.486
395.00,57.607
396.00,57.721
397.00,57.850
398.00,57.983
399.00,58.103
400.00,58.222
401.00,58.340
402.00,58.467
403.00,58.586
404.00,58.686
405.00,58.781
406.00,58.896
407.00,59.024
408.00,59.144
409.00,59.247
410.00,59.355
411.00,59.461
412.00,59.580
413.00,59.707
414.00,59.854
415.00,59.999
416.00,60.130
417.00,60.247
418.00,60.368
419.00,60.475
420.00,60.593
421.00,60.710
422.00,60.825
423.00,60.936
424.00,61.033
425.00,61.149
426.00,61.231
427.00,61.325
428.00,61.435
429.00,61.563
430.00,61.679
431.00,61.776
432.00,61.893
433.00,62.009
434.00,62.141
435.00,62.267
436.00,62.410
437.00,62.556
438.00,62.709
439.00,62.870
440.00,63.034
441.00,63.218
442.00,63.397
443.00,63.580
444.00,63.776
445.00,63.989
446.00,64.205
447.00,64.406
448.00,64.632
449.00,64.850
450.00,65.086
451.00,65.306
452.00,65.529
453.00,65.754
454.00,65.968
455.00,66.165
456.00,66.339
457.00,66.512
458.00,66.711
459.00,66.910
460.00,67.099
461.00,67.286
462.00,67.456
463.00,67.625
464.00,67.743
465.00,67.858
466.00,67.961
467.00,68.078
468.00,68.179
469.00,68.278
470.00,68.400
471.00,68.528
472.00,68.667
473.00,68.790
474.00,68.907
475.00,69.022
476.00,69.133
477.00,69.240
478.00,69.356
479.00,69.486
480.00,69.629
481.00,69.793
482.00,69.927
483.00,70.088
484.00,70.219
485.00,70.379
486.00,70.545
487.00,70.721
488.00,70.905
489.00,71.080
490.00,71.249
491.00,71.431
492.00,71.607
493.00,71.805
494.00,71.985
495.00,72.176
496.00,72.360
497.00,72.537
498.00,72.702
499.00,72.866
500.00,73.029
501.00,73.177
502.00,73.310
503.00,73.460
504.00,73.613
505.00,73.746
506.00,73.860
507.00,73.955
508.00,74.055
509.00,74.148
510.00,74.256
511.00,74.365
512.00,74.468
513.00,74.553
514.00,74.629
515.00,74.691
516.00,74.753
517.00,74.818
518.00,74.893
519.00,74.945
520.00,75.011
521.00,75.072
522.00,75.150
523.00,75.197
524.00,75.258
525.00,75.339
526.00,75.424
527.00,75.503
528.00,75.579
529.00,75.657
530.00,75.722
531.00,75.787
532.00,75.841
533.00,75.915
534.00,75.965
535.00,76.030
536.00,76.046
537.00,76.099
538.00,76.138
539.00,76.223
540.00,76.272
541.00,76.310
542.00,76.339
543.00,76.381
544.00,76.446
545.00,76.506
546.00,76.571
547.00,76.619
548.00,76.679
549.00,76.740
550.00,76.790
551.00,76.843
552.00,76.908
553.00,76.985
554.00,77.036
555.00,77.044
556.00,77.066
557.00,77.076
558.00,77.106
559.00,77.132
560.00,77.168
561.00,77.181
562.00,77.179
563.00,77.197
564.00,77.238
565.00,77.286
566.00,77.327
567.00,77.364
568.00,77.373
569.00,77.384
570.00,77.379
571.00,77.400
572.00,77.420
573.00,77.425
574.00,77.427
575.00,77.424
576.00,77.454
577.00,77.488
578.00,77.508
579.00,77.534
580.00,77.550
581.00,77.581
582.00,77.612
583.00,77.672
584.00,77.721
585.00,77.777
586.00,77.820
587.00,77.908
588.00,77.987
589.00,78.072
590.00,78.142
591.00,78.266
592.00,78.399
593.00,78.554
594.00,78.674
595.00,78.807
596.00,78.928
597.00,79.073
598.00,79.208
599.00,79.365
600.00,79.522
601.00,79.702
602.00,79.849
603.00,79.982
604.00,80.100
605.00,80.221
606.00,80.342
607.00,80.448
608.00,80.540
609.00,80.632
610.00,80.738
611.00,80.835
612.00,80.907
613.00,80.968
614.00,81.026
615.00,81.072
616.00,81.101
617.00,81.123
618.00,81.150
619.00,81.154
620.00,81.160
621.00,81.166
622.00,81.161
623.00,81.140
624.00,81.113
625.00,81.081
626.00,81.043
627.00,81.007
628.00,80.989
629.00,80.966
630.00,80.932
631.00,80.892
632.00,80.882
633.00,80.832
634.00,80.794
635.00,80.745
636.00,80.718
637.00,80.669
638.00,80.595
639.00,80.543
640.00,80.501
641.00,80.482
642.00,80.450
643.00,80.423
644.00,80.392
645.00,80.372
646.00,80.326
647.00,80.290
648.00,80.259
649.00,80.250
650.00,80.241
651.00,80.238
652.00,80.240
653.00,80.220
654.00,80.194
655.00,80.166
656.00,80.195
657.00,80.220
658.00,80.269
659.00,80.288
660.00,80.329
661.00,80.337
662.00,80.359
663.00,80.375
664.00,80.416
665.00,80.458
666.00,80.499
667.00,80.548
668.00,80.595
669.00,80.628
670.00,80.679
671.00,80.719
672.00,80.760
673.00,80.787
674.00,80.818
675.00,80.846
676.00,80.878
677.00,80.894
678.00,80.915
679.00,80.924
680.00,80.938
681.00,80.950
682.00,80.916
683.00,80.878
684.00,80.852
685.00,80.862
686.00,80.849
687.00,80.827
688.00,80.792
689.00,80.785
690.00,80.771
691.00,80.773
692.00,80.736
693.00,80.707
694.00,80.641
695.00,80.590
696.00,80.531
697.00,80.488
698.00,80.451
699.00,80.402
700.00,80.371
701.00,80.338
702.00,80.334
703.00,80.334
704.00,80.348
705.00,80.353
706.00,80.331
707.00,80.323
708.00,80.309
709.00,80.298
710.00,80.284
711.00,80.259
712.00,80.233
713.00,80.183
714.00,80.163
715.00,80.135
716.00,80.132
717.00,80.110
718.00,80.099
719.00,80.086
720.00,80.062
721.00,80.041
722.00,80.010
723.00,79.981
724.00,79.954
725.00,79.935
726.00,79.915
727.00,79.894
728.00,79.891
729.00,79.868
730.00,79.870
731.00,79.816
732.00,79.784
733.00,79.746
734.00,79.747
735.00,79.721
736.00,79.723
737.00,79.672
738.00,79.641
739.00,79.600
740.00,79.591
741.00,79.595
742.00,79.574
743.00,79.605
744.00,79.598
745.00,79.577
746.00,79.512
747.00,79.494
748.00,79.458
749.00,79.453
750.00,79.445
751.00,79.470
752.00,79.470
753.00,79.443
754.00,79.430
755.00,79.412
756.00,79.412
757.00,79.417
758.00,79.374
759.00,79.374
760.00,79.346
761.00,79.343
762.00,79.308
763.00,79.272
764.00,79.253
765.00,79.236
766.00,79.222
767.00,79.215
768.00,79.190
769.00,79.180
770.00,79.161
771.00,79.151
772.00,79.152
773.00,79.140
774.00,79.094
775.00,79.069
776.00,79.067
777.00,79.078
778.00,79.072
779.00,79.061
780.00,79.048
781.00,79.021
782.00,78.990
783.00,78.975
784.00,78.961
785.00,78.967
786.00,78.958
787.00,78.969
788.00,78.967
789.00,78.969
790.00,78.949
791.00,78.913
792.00,78.888
793.00,78.884
794.00,78.869
795.00,78.878
796.00,78.874
797.00,78.862
