"ITO_050PER_3.spc - RawData"
"”g’· (nm)","T%"
350.00,42.944
351.00,43.519
352.00,44.386
353.00,45.201
354.00,46.001
355.00,46.731
356.00,47.446
357.00,48.103
358.00,48.736
359.00,49.332
360.00,49.890
361.00,50.408
362.00,50.880
363.00,51.319
364.00,51.737
365.00,52.101
366.00,52.433
367.00,52.705
368.00,52.961
369.00,53.192
370.00,53.389
371.00,53.562
372.00,53.861
373.00,54.150
374.00,54.432
375.00,54.549
376.00,54.664
377.00,54.758
378.00,54.862
379.00,54.965
380.00,55.068
381.00,55.177
382.00,55.301
383.00,55.465
384.00,55.635
385.00,55.793
386.00,55.940
387.00,56.088
388.00,56.244
389.00,56.384
390.00,56.520
391.00,56.673
392.00,56.845
393.00,57.008
394.00,57.144
395.00,57.270
396.00,57.389
397.00,57.522
398.00,57.651
399.00,57.772
400.00,57.874
401.00,57.980
402.00,58.094
403.00,58.232
404.00,58.337
405.00,58.452
406.00,58.565
407.00,58.689
408.00,58.808
409.00,58.917
410.00,59.032
411.00,59.152
412.00,59.281
413.00,59.412
414.00,59.549
415.00,59.679
416.00,59.817
417.00,59.934
418.00,60.065
419.00,60.168
420.00,60.284
421.00,60.391
422.00,60.498
423.00,60.602
424.00,60.700
425.00,60.808
426.00,60.884
427.00,60.983
428.00,61.092
429.00,61.211
430.00,61.305
431.00,61.399
432.00,61.510
433.00,61.619
434.00,61.748
435.00,61.886
436.00,62.033
437.00,62.187
438.00,62.344
439.00,62.504
440.00,62.658
441.00,62.846
442.00,63.027
443.00,63.233
444.00,63.435
445.00,63.667
446.00,63.894
447.00,64.126
448.00,64.357
449.00,64.600
450.00,64.827
451.00,65.059
452.00,65.290
453.00,65.508
454.00,65.737
455.00,65.918
456.00,66.114
457.00,66.288
458.00,66.493
459.00,66.681
460.00,66.865
461.00,67.050
462.00,67.225
463.00,67.388
464.00,67.511
465.00,67.629
466.00,67.742
467.00,67.857
468.00,67.961
469.00,68.065
470.00,68.190
471.00,68.306
472.00,68.415
473.00,68.507
474.00,68.607
475.00,68.717
476.00,68.822
477.00,68.942
478.00,69.074
479.00,69.211
480.00,69.352
481.00,69.517
482.00,69.675
483.00,69.831
484.00,69.969
485.00,70.124
486.00,70.295
487.00,70.449
488.00,70.614
489.00,70.783
490.00,70.962
491.00,71.150
492.00,71.318
493.00,71.509
494.00,71.692
495.00,71.904
496.00,72.101
497.00,72.301
498.00,72.465
499.00,72.643
500.00,72.811
501.00,72.972
502.00,73.105
503.00,73.241
504.00,73.377
505.00,73.511
506.00,73.638
507.00,73.747
508.00,73.852
509.00,73.944
510.00,74.028
511.00,74.110
512.00,74.197
513.00,74.297
514.00,74.377
515.00,74.432
516.00,74.487
517.00,74.565
518.00,74.641
519.00,74.709
520.00,74.758
521.00,74.825
522.00,74.890
523.00,74.947
524.00,75.023
525.00,75.092
526.00,75.177
527.00,75.225
528.00,75.290
529.00,75.367
530.00,75.445
531.00,75.521
532.00,75.591
533.00,75.667
534.00,75.727
535.00,75.777
536.00,75.787
537.00,75.823
538.00,75.847
539.00,75.915
540.00,75.970
541.00,76.025
542.00,76.083
543.00,76.134
544.00,76.199
545.00,76.244
546.00,76.306
547.00,76.347
548.00,76.412
549.00,76.472
550.00,76.531
551.00,76.588
552.00,76.621
553.00,76.668
554.00,76.715
555.00,76.749
556.00,76.788
557.00,76.804
558.00,76.841
559.00,76.869
560.00,76.896
561.00,76.911
562.00,76.932
563.00,76.957
564.00,77.010
565.00,77.042
566.00,77.077
567.00,77.090
568.00,77.098
569.00,77.116
570.00,77.133
571.00,77.163
572.00,77.175
573.00,77.188
574.00,77.191
575.00,77.205
576.00,77.224
577.00,77.269
578.00,77.288
579.00,77.315
580.00,77.312
581.00,77.329
582.00,77.353
583.00,77.405
584.00,77.429
585.00,77.462
586.00,77.470
587.00,77.538
588.00,77.590
589.00,77.674
590.00,77.767
591.00,77.883
592.00,78.005
593.00,78.134
594.00,78.275
595.00,78.439
596.00,78.599
597.00,78.761
598.00,78.918
599.00,79.095
600.00,79.276
601.00,79.468
602.00,79.635
603.00,79.806
604.00,79.956
605.00,80.108
606.00,80.248
607.00,80.370
608.00,80.482
609.00,80.568
610.00,80.666
611.00,80.754
612.00,80.822
613.00,80.880
614.00,80.927
615.00,80.976
616.00,81.004
617.00,81.007
618.00,81.025
619.00,81.019
620.00,81.028
621.00,81.011
622.00,80.994
623.00,80.966
624.00,80.935
625.00,80.913
626.00,80.873
627.00,80.862
628.00,80.841
629.00,80.844
630.00,80.806
631.00,80.773
632.00,80.745
633.00,80.693
634.00,80.650
635.00,80.590
636.00,80.545
637.00,80.493
638.00,80.442
639.00,80.412
640.00,80.384
641.00,80.362
642.00,80.299
643.00,80.264
644.00,80.201
645.00,80.182
646.00,80.118
647.00,80.089
648.00,80.058
649.00,80.032
650.00,80.008
651.00,79.988
652.00,79.973
653.00,79.941
654.00,79.912
655.00,79.916
656.00,79.953
657.00,80.011
658.00,80.051
659.00,80.086
660.00,80.082
661.00,80.098
662.00,80.129
663.00,80.197
664.00,80.240
665.00,80.310
666.00,80.361
667.00,80.425
668.00,80.485
669.00,80.532
670.00,80.601
671.00,80.632
672.00,80.678
673.00,80.714
674.00,80.747
675.00,80.785
676.00,80.794
677.00,80.811
678.00,80.840
679.00,80.858
680.00,80.857
681.00,80.842
682.00,80.812
683.00,80.771
684.00,80.738
685.00,80.735
686.00,80.732
687.00,80.707
688.00,80.670
689.00,80.648
690.00,80.625
691.00,80.619
692.00,80.596
693.00,80.564
694.00,80.513
695.00,80.487
696.00,80.451
697.00,80.422
698.00,80.356
699.00,80.319
700.00,80.293
701.00,80.270
702.00,80.235
703.00,80.204
704.00,80.197
705.00,80.190
706.00,80.165
707.00,80.138
708.00,80.121
709.00,80.106
710.00,80.094
711.00,80.080
712.00,80.075
713.00,80.052
714.00,80.031
715.00,80.013
716.00,80.017
717.00,80.011
718.00,79.993
719.00,79.977
720.00,79.949
721.00,79.917
722.00,79.880
723.00,79.870
724.00,79.862
725.00,79.842
726.00,79.803
727.00,79.774
728.00,79.780
729.00,79.769
730.00,79.754
731.00,79.710
732.00,79.687
733.00,79.657
734.00,79.655
735.00,79.615
736.00,79.604
737.00,79.546
738.00,79.519
739.00,79.509
740.00,79.503
741.00,79.528
742.00,79.512
743.00,79.502
744.00,79.482
745.00,79.452
746.00,79.442
747.00,79.422
748.00,79.395
749.00,79.363
750.00,79.345
751.00,79.355
752.00,79.353
753.00,79.323
754.00,79.292
755.00,79.288
756.00,79.290
757.00,79.275
758.00,79.241
759.00,79.220
760.00,79.211
761.00,79.202
762.00,79.212
763.00,79.200
764.00,79.180
765.00,79.147
766.00,79.136
767.00,79.113
768.00,79.083
769.00,79.067
770.00,79.058
771.00,79.066
772.00,79.048
773.00,79.032
774.00,78.997
775.00,78.986
776.00,78.979
777.00,78.957
778.00,78.938
779.00,78.943
780.00,78.948
781.00,78.950
782.00,78.932
783.00,78.920
784.00,78.888
785.00,78.862
786.00,78.853
787.00,78.872
788.00,78.881
789.00,78.873
790.00,78.852
791.00,78.849
792.00,78.834
793.00,78.823
794.00,78.814
795.00,78.823
796.00,78.833
797.00,78.812
798.00,78.800
799.00,78.792
800.00,78.807
