Square_number,Circle_number,Center_x_display,Center_y_display,Diameter_nm
1,1,118,214,228.0
1,2,248,374,114.0
1,3,344,236,57.0
1,4,30,211,399.00000000000006
2,5,845,290,285.0
2,6,574,105,380.0
2,7,775,79,76.0
2,8,784,355,57.0
2,9,808,75,38.0
3,10,1069,4,988.0000000000001
3,11,929,198,171.0
3,12,993,336,114.0
3,13,1134,100,323.00000000000006
3,14,1237,39,247.00000000000003
3,15,1307,88,304.0
3,16,1145,173,437.0
3,17,1239,296,361.0
4,18,97,480,361.0
4,19,104,685,380.0
5,20,713,482,114.0
5,21,795,710,475.0
