Slice,Count,Total Area,Average Size,%Area,Feret,FeretX,FeretY,FeretAngle,MinFeret
1001_D72um_1shots_05mJ_x0010k_c.bmp,9889,7175775,725.632,5.464,35.907,1174.214,925.122,108.981,22.852
