Time[s],Y
0,31848878.144557867
1,31848875.91470554
2,31848874.657150634
3,31848872.42298477
4,31848874.03633927
5,31848875.781427577
6,31848875.93321211
7,31848875.932186674
8,31848875.931603637
9,31848875.616294593
10,31848874.135619506
11,31848874.91665858
12,31848874.99960807
13,31848875.505345874
14,31848874.10172114
15,31848873.8965414
16,31848873.604332495
17,31848871.243081495
18,31848872.91383279
19,31848873.84632416
20,31848874.831082664
21,31848874.92275949
22,31848873.80772651
23,31848873.02113688
24,31848872.859786153
25,31848873.916024487
26,31848873.896556705
27,31848873.905350015
28,31848870.3257995
29,31848870.462732226
30,31848864.642820623
31,31848834.47190568
32,31848824.924542394
33,31848821.00962242
34,31848820.098447952
35,31848818.278811187
36,31848817.963481724
37,31848817.995028526
38,31848816.959070407
39,31848816.1887105
40,31848815.955425177
41,31848815.27165441
42,31848814.92026997
43,31848814.216413908
44,31848814.883567385
45,31848814.23139046
46,31848813.912745953
47,31848813.210211698
48,31848812.87507648
49,31848812.17595685
50,31848812.722093057
51,31848812.84082415
52,31848813.22078734
53,31848812.90177474
54,31848812.29031378
55,31848812.03519568
56,31848812.16133912
57,31848811.258088727
58,31848811.82802809
59,31848811.356110584
60,31848815.77558031
61,31848845.53688724
62,31848857.995455083
63,31848860.43250438
64,31848860.082724933
65,31848861.542166587
66,31848861.707535375
67,31848862.52897423
68,31848863.693125144
69,31848862.559965283
70,31848862.600605357
71,31848862.900557797
72,31848864.727889847
73,31848864.992379252
74,31848864.224920563
75,31848862.465331018
76,31848860.594788197
77,31848861.230414975
78,31848862.614865202
79,31848863.56589306
80,31848863.939978257
81,31848863.188756667
82,31848862.22800412
83,31848861.278447043
84,31848861.555847365
85,31848861.228657003
86,31848863.01856946
87,31848864.03717591
88,31848864.04139123
89,31848862.725272797
90,31848861.77767223
