Time[s],Y
0,31837826.392968968
1,31837824.069397688
2,31837832.093277365
3,31837840.461091142
4,31837828.282631308
5,31837828.351597518
6,31837832.0128295
7,31837835.88624864
8,31837840.32183432
9,31837842.0500954
10,31837841.140256748
11,31837831.98345958
12,31837827.829382785
13,31837837.76468389
14,31837840.100794367
15,31837824.8636317
16,31837814.135553323
17,31837803.030073594
18,31837796.56036641
19,31837814.463517766
20,31837835.7732566
21,31837841.91159485
22,31837836.1113244
23,31837839.482599974
24,31837832.69711386
25,31837823.800445393
26,31837833.029694665
27,31837843.227272093
28,31837845.845378913
29,31837839.236563407
30,31837744.26925271
31,31837417.85527064
32,31837243.680472407
33,31837180.315244026
34,31837157.36269471
35,31837141.97912168
36,31837131.28230078
37,31837124.721792817
38,31837117.339485817
39,31837113.29765595
40,31837108.732839912
41,31837104.921979073
42,31837104.203120306
43,31837100.19499193
44,31837097.18872353
45,31837096.85916735
46,31837095.190888386
47,31837094.535411682
48,31837092.82328038
49,31837088.95080979
50,31837091.18180161
51,31837088.92650872
52,31837089.007864732
53,31837087.046146054
54,31837084.66017006
55,31837084.994425654
56,31837081.086788777
57,31837083.030264027
58,31837083.031203285
59,31837081.70411322
60,31837132.78124216
61,31837554.096234206
62,31837761.509179693
63,31837804.100177158
64,31837820.893179066
65,31837826.14063438
66,31837819.265385278
67,31837815.808325693
68,31837825.352575984
69,31837832.035070803
70,31837835.92697388
71,31837834.309060562
72,31837839.873130362
73,31837842.89812441
74,31837846.662207052
75,31837845.867907368
76,31837845.926311288
77,31837849.908523776
78,31837845.70577082
79,31837847.854252703
80,31837846.842019275
81,31837843.852623366
82,31837843.625894144
83,31837843.34384557
84,31837846.24559803
85,31837844.376133133
86,31837845.908943605
87,31837847.8842159
88,31837847.90864006
89,31837840.033371456
90,31837926.853207648
