CONTEC DATA LOGGER
Version,Channels,DeviceName,Resolution,SerialNo,ClockType,Clock,Time Integer,SamplingStartDate,Stop Time Integer,SamplingStopDate,Number,RepeatNumber,DelayNumber,StopTriggerPoint,NumberOffset
5376,1,AI-1616LI-PE,16,CONTEC0000,0,10000.000000,1676119988000000,2023/02/11 21:53:08'000"000,1676123588000000,2023/02/11 22:53:08'000"000,359994,1,0,359994,0
ChannelName,DeviceCh,Sequence,Range,MaxData,MinData,AverageData,ScalingEnabled,MaxScale,MinScale,Option
Channel 0,0,0,0,33781,33551,33685,0,10.000000,-10.000000,0
Data
33693
33694
33702
33691
33684
33684
33687
33700
33704
33680
33705
33681
33701
33691
33707
33692
33698
33684
33682
33692
33694
33697
33690
33692
33699
33693
33701
33690
33692
33686
33669
33696
33697
33695
33689
33692
33697
33689
33682
33693
33698
33682
33701
33688
33671
33694
33686
33697
33680
33721
33698
33699
33724
33685
33692
33693
33685
33695
33688
33695
33693
33692
33699
33694
33693
33698
33702
33693
33723
33699
33676
33662
33683
33716
33711
33698
33704
33709
33699
33701
33693
33701
33703
33704
33704
33692
33698
33685
33670
33714
33672
33706
33697
33699
33696
33693
33680
33691
33709
33712
33713
33701
33703
33679
33700
33692
33686
33695
33701
33713
33696
33698
33696
33724
33704
33701
33687
33685
33699
33702
33719
33678
33697
33689
33706
33695
33707
33691
33692
33701
33701
33705
33698
33700
33693
33705
33700
33704
33691
33704
33711
33676
33707
33699
33700
33703
33708
33703
33696
33712
33694
33719
33713
33705
33700
33713
33717
33714
33733
33705
33717
33704
33709
33712
33709
33687
33715
33663
33698
33713
33694
33701
33692
33695
33694
33737
33716
33711
33709
33689
33717
33709
33709
33716
33708
33713
33706
33707
33719
33685
33721
33706
33708
33712
33712
33689
33692
33714
33692
33703
33702
33709
33729
33704
33702
33706
33682
33697
33698
33720
33707
33699
33714
33711
33708
33699
33681
33703
33719
33701
33699
33704
33711
33690
33703
33726
33727
33689
33704
33717
33712
33698
33709
33692
33700
33679
33708
33704
33698
33694
33712
33705
33699
33670
33713
33706
33714
33702
33700
33696
33690
33705
33703
33680
33698
33697
33700
33713
33708
33719
33690
33711
33703
33701
33695
33688
33696
33683
33704
33691
33690
33699
33691
33702
33693
33701
33684
33700
33692
33698
33699
33695
33694
33693
33685
33699
33694
33693
33694
33694
33702
33680
33711
33716
33685
33693
33715
33698
33689
33696
33700
33697
33680
33694
33692
33688
33683
33692
33694
33694
33716
33684
33695
33666
33667
33674
33693
33696
33699
33691
33704
33690
33686
33693
33727
33674
33710
33704
33705
33716
33688
33712
33691
33693
33699
33706
33694
33652
33695
33692
33710
33694
33699
33703
33703
33713
33693
33710
33696
33698
33705
33700
33698
33699
33698
33683
33710
33694
33688
33693
33695
33701
33700
33702
33707
33707
33702
33702
33694
33696
33713
33685
33712
33691
33711
33696
33694
33712
33696
33702
33702
33695
33697
33694
33709
33695
33691
33707
33708
33708
33706
33704
33674
33704
33702
33701
33701
33697
33696
33710
33709
33696
33696
33682
33682
33711
33691
33699
33692
33704
33695
33682
33700
33699
33689
33699
33708
33700
33675
33698
33696
33691
33695
33725
33688
33683
33725
33687
33695
33691
33690
33708
33689
33702
33688
33698
33702
33691
33702
33683
33696
33697
33707
33697
33703
33692
33685
33668
33705
33700
33687
33693
33713
33687
33699
33689
33666
33680
33696
33689
33704
33701
33708
33683
33699
33693
33686
33696
33693
33682
33686
33697
33713
33705
33711
33700
