Square_number,Circle_number,Center_x_display,Center_y_display,Diameter_nm
1,1,261,91,171.0
1,2,162,84,342.0
1,3,81,82,152.0
1,4,54,76,95.0
1,5,74,363,190.0
1,6,88,387,76.0
1,7,13,347,76.0
1,8,17,267,95.0
1,9,24,235,95.0
1,10,45,166,76.0
1,11,86,146,76.0
1,12,67,141,76.0
1,13,140,249,133.0
1,14,251,182,209.00000000000003
1,15,222,173,114.0
1,16,282,153,76.0
1,17,284,176,114.0
1,18,271,203,57.0
1,19,258,263,209.00000000000003
1,20,232,282,57.0
1,21,143,328,114.0
1,22,142,315,114.0
1,23,141,293,38.0
1,24,178,277,76.0
1,25,163,181,266.0
1,26,185,155,76.0
1,27,187,113,95.0
1,28,141,154,57.0
1,29,258,384,133.0
1,30,332,351,114.0
1,31,350,268,152.0
1,32,358,198,95.0
1,33,98,290,76.0
1,34,68,301,57.0
1,35,106,249,57.0
1,36,207,133,76.0
1,37,350,82,266.0
1,38,319,69,95.0
1,39,353,51,114.0
1,40,309,17,95.0
1,41,323,100,38.0
1,42,289,102,57.0
1,43,243,112,57.0
1,44,225,83,57.0
1,45,284,70,76.0
1,46,251,49,57.0
1,47,323,187,95.0
1,48,370,154,38.0
1,49,361,291,76.0
1,50,323,277,114.0
1,51,360,386,57.0
1,52,373,350,95.0
1,53,373,336,57.0
1,54,250,330,76.0
1,55,277,336,57.0
1,56,406,165,76.0
1,57,169,392,76.0
1,58,138,369,57.0
1,59,190,353,95.0
1,60,198,337,57.0
1,61,218,363,57.0
1,62,341,415,57.0
2,63,631,83,171.0
2,64,654,78,133.0
2,65,708,27,171.0
2,66,444,51,95.0
2,67,468,69,57.0
2,68,440,118,57.0
2,69,469,167,76.0
2,70,429,146,57.0
2,71,439,258,228.0
2,72,446,325,76.0
2,73,447,367,171.0
2,74,436,387,152.0
2,75,465,364,95.0
2,76,535,332,133.0
2,77,500,342,76.0
2,78,543,361,247.00000000000003
2,79,522,173,209.00000000000003
2,80,563,80,95.0
2,81,520,24,76.0
2,82,529,50,57.0
2,83,620,185,209.00000000000003
2,84,598,200,76.0
2,85,625,143,76.0
2,86,528,258,114.0
2,87,490,274,76.0
2,88,599,345,76.0
2,89,598,310,95.0
2,90,715,414,133.0
2,91,746,368,57.0
2,92,712,300,57.0
2,93,620,302,57.0
2,94,645,268,76.0
2,95,652,271,57.0
2,96,592,256,57.0
2,97,625,235,57.0
2,98,647,242,38.0
2,99,696,177,133.0
2,100,710,188,95.0
2,101,727,205,38.0
2,102,794,229,114.0
2,103,738,246,57.0
2,104,685,264,38.0
2,105,778,120,57.0
2,106,687,94,95.0
2,107,734,63,57.0
2,108,810,7,171.0
2,109,834,66,95.0
2,110,773,89,76.0
2,111,830,173,57.0
2,112,798,174,209.00000000000003
2,113,806,209,38.0
2,114,835,256,76.0
2,115,829,360,114.0
2,116,815,383,171.0
2,117,784,336,95.0
2,118,806,325,57.0
2,119,692,333,38.0
2,120,741,338,38.0
2,121,821,297,38.0
2,122,526,207,95.0
2,123,526,220,114.0
3,124,923,359,76.0
3,125,882,377,95.0
3,126,914,374,76.0
3,127,890,265,133.0
3,128,893,236,95.0
3,129,857,232,76.0
3,130,867,278,38.0
3,131,898,209,133.0
3,132,894,177,285.0
3,133,902,87,152.0
3,134,901,112,57.0
3,135,865,77,114.0
3,136,897,27,57.0
3,137,983,80,228.0
3,138,1011,66,95.0
3,139,1078,88,152.0
3,140,1090,52,133.0
3,141,1084,184,171.0
3,142,1089,268,228.0
3,143,989,267,152.0
3,144,1019,272,95.0
3,145,1022,257,76.0
3,146,976,237,76.0
3,147,986,328,76.0
3,148,973,391,133.0
3,149,1081,353,209.00000000000003
3,150,1181,175,152.0
3,151,1193,73,76.0
3,152,1166,116,57.0
3,153,1106,160,57.0
3,154,1054,187,76.0
3,155,1056,158,57.0
3,156,1167,354,190.0
3,157,1210,344,57.0
3,158,1236,351,95.0
3,159,1250,240,76.0
3,160,1250,54,57.0
3,161,1236,76,57.0
3,162,1175,236,114.0
3,163,1194,252,57.0
3,164,1193,286,95.0
3,165,1082,323,57.0
3,166,1101,383,57.0
4,167,80,453,228.0
4,168,103,429,76.0
4,169,104,452,38.0
4,170,115,492,95.0
4,171,75,541,190.0
4,172,72,572,95.0
4,173,98,548,76.0
4,174,96,651,76.0
4,175,74,724,209.00000000000003
4,176,90,745,133.0
4,177,105,721,76.0
4,178,89,813,95.0
4,179,103,804,95.0
4,180,172,786,76.0
4,181,164,745,133.0
4,182,165,728,57.0
4,183,135,662,95.0
4,184,165,630,114.0
4,185,187,526,76.0
4,186,147,511,95.0
4,187,175,508,57.0
4,188,176,440,76.0
4,189,260,544,209.00000000000003
4,190,386,543,247.00000000000003
4,191,370,472,152.0
4,192,360,467,152.0
4,193,359,459,133.0
4,194,362,633,228.0
4,195,396,699,190.0
4,196,266,723,190.0
4,197,244,606,133.0
4,198,224,595,76.0
4,199,246,666,57.0
4,200,363,715,57.0
4,201,376,728,57.0
4,202,358,750,38.0
4,203,382,806,38.0
4,204,320,799,38.0
4,205,245,484,76.0
4,206,257,457,57.0
4,207,283,432,38.0
4,208,283,469,38.0
4,209,288,629,57.0
4,210,269,754,57.0
4,211,279,786,76.0
4,212,231,794,57.0
4,213,282,833,57.0
4,214,76,603,57.0
4,215,50,711,76.0
4,216,47,798,95.0
4,217,415,620,38.0
4,218,11,527,76.0
4,219,16,550,38.0
4,220,11,467,76.0
4,221,347,574,76.0
4,222,324,566,57.0
4,223,358,510,57.0
4,224,402,781,57.0
4,225,412,804,76.0
5,226,439,459,190.0
5,227,540,547,190.0
5,228,444,551,190.0
5,229,506,531,57.0
5,230,525,510,76.0
5,231,548,508,57.0
5,232,563,538,76.0
5,233,616,543,228.0
5,234,604,521,76.0
5,235,589,514,57.0
5,236,628,452,266.0
5,237,593,448,114.0
5,238,799,453,228.0
5,239,774,453,114.0
5,240,836,467,95.0
5,241,805,541,171.0
5,242,794,516,152.0
5,243,808,570,133.0
5,244,816,592,76.0
5,245,817,654,95.0
5,246,821,736,76.0
5,247,803,814,190.0
5,248,705,814,171.0
5,249,552,791,76.0
5,250,489,793,133.0
5,251,531,724,190.0
5,252,500,714,152.0
5,253,519,630,152.0
5,254,537,604,114.0
5,255,525,660,114.0
5,256,632,631,190.0
5,257,633,602,95.0
