CONTEC DATA LOGGER
Version,Channels,DeviceName,Resolution,SerialNo,ClockType,Clock,Time Integer,SamplingStartDate,Stop Time Integer,SamplingStopDate,Number,RepeatNumber,DelayNumber,StopTriggerPoint,NumberOffset
5376,1,AI-1616LI-PE,16,CONTEC0000,0,10000.000000,1676111705000000,2023/02/11 19:35:05'000"000,1676115305000000,2023/02/11 20:35:05'000"000,359995,1,0,359995,0
ChannelName,DeviceCh,Sequence,Range,MaxData,MinData,AverageData,ScalingEnabled,MaxScale,MinScale,Option
Channel 0,0,0,0,33780,33506,33655,0,10.000000,-10.000000,0
Data
33625
33606
33614
33626
33620
33624
33619
33618
33625
33627
33628
33632
33630
33620
33622
33628
33617
33626
33620
33624
33607
33618
33638
33622
33621
33621
33625
33630
33633
33652
33627
33620
33632
33617
33635
33625
33626
33627
33634
33629
33620
33622
33645
33629
33624
33651
33641
33608
33629
33631
33621
33626
33614
33650
33630
33637
33651
33628
33641
33623
33627
33624
33625
33616
33639
33629
33646
33638
33612
33638
33635
33658
33627
33629
33632
33640
33654
33623
33651
33647
33621
33634
33630
33656
33636
33645
33648
33643
33636
33602
33636
33634
33646
33634
33632
33626
33604
33623
33640
33635
33639
33654
33649
33660
33622
33633
33610
33617
33635
33626
33637
33639
33620
33637
33643
33619
33634
33648
33649
33639
33632
33616
33656
33622
33635
33623
33654
33645
33648
33637
33643
33647
33634
33634
33630
33645
33631
33659
33613
33658
33634
33622
33633
33634
33634
33657
33636
33643
33607
33632
33664
33644
33634
33640
33645
33651
33650
33641
33630
33641
33628
33607
33638
33658
33630
33651
33662
33637
33649
33638
33637
33608
33641
33641
33646
33639
33643
33643
33657
33639
33651
33640
33634
33667
33656
33652
33638
33639
33636
33655
33648
33650
33654
33651
33643
33649
33641
33645
33662
33636
33623
33649
33653
33631
33647
33665
33654
33639
33646
33631
33638
33651
33603
33668
33639
33649
33652
33640
33638
33652
33614
33649
33652
33679
33651
33652
33647
33656
33640
33642
33650
33641
33668
33642
33652
33651
33645
33677
33660
33639
33655
33646
33654
33654
33657
33653
33653
33621
33612
33649
33643
33664
33668
33634
33654
33656
33647
33650
33656
33652
33651
33652
33657
33650
33653
33658
33631
33649
33657
33652
33634
33671
33646
33650
33658
33647
33642
33636
33651
33651
33652
33653
33673
33651
33674
33648
33650
33669
33651
33674
33655
33651
33668
33647
33667
33656
33655
33668
33653
33644
33625
33653
33660
33652
33653
33652
33661
33647
33661
33659
33647
33629
33651
33643
33642
33620
33645
33642
33645
33661
33649
33649
33639
33607
33648
33646
33645
33643
33630
33635
33621
33645
33645
33641
33656
33651
33651
33644
33638
33648
33640
33638
33641
33648
33648
33650
33647
33638
33639
33645
33631
33641
33658
33646
33639
33648
33651
33645
33648
33652
33638
33626
33654
33637
33628
33615
33643
33647
33642
33634
33641
33633
33646
33637
33639
33634
33638
33633
33653
33635
33657
33652
33630
33631
33648
33618
33612
33636
33638
33639
33640
33631
33630
33630
33627
33646
33638
33617
33614
33619
33641
33641
33642
33638
33630
33646
33643
33639
33644
33641
33630
33614
33648
33642
33630
33640
33622
33623
33636
33626
33631
33602
33618
33638
33644
33647
33630
33613
33656
33636
33652
33629
33641
33633
33652
33648
33628
33641
33639
33635
33634
33641
33633
33667
33636
33639
33628
33635
33657
33648
33642
33647
33631
33634
33645
33611
33633
33640
33636
33638
33682
33638
33627
33630
33666
33652
33649
33645
33622
33639
33664
33649
33637
33652
33651
33640
33623
33644
33644
33644
33644
33640
33662
33641
33640
33642
33676
33644
33655
33645
33642
33632
33623
33641
33638
33649
33639
33636
33648
33651
33656
33648
33651
33659
33640
33645
33636
33640
33610
33632
33646
33639
33642
33618
33653
33644
33621
33646
33644
33641
33650
33641
33650
33638
33631
33642
33656
33648
33650
33648
33634
33662
33637
33647
33647
33660
33654
33674
33645
33647
33665
33653
33643
33637
33638
33656
33664
33657
33670
33652
33646
33651
33641
33656
33634
33651
33622
33650
33649
33643
33637
33654
33648
33640
33667
33635
33661
33647
33652
33644
33654
33619
33617
33643
33638
33644
33611
33649
33644
33652
33639
33647
33643
33663
33636
33612
33639
33662
33661
33668
33646
33646
33655
33650
33630
33626
33660
33639
33649
33635
33666
33648
33638
33652
33639
33650
33653
33639
33649
33642
33647
33637
33668
33674
33606
33638
33639
33657
33652
33644
33626
33644
33651
33631
33654
33649
33635
33649
33627
33638
33638
33647
33637
33630
33648
33639
33643
33627
33643
33660
33646
33627
33646
33673
33647
33633
33628
33628
33655
33634
33641
33631
33643
33638
33635
33644
33659
33644
33636
33599
33632
33641
33656
33622
33650
33640
33637
33642
33639
33642
33643
33640
33632
33664
33636
33631
33644
33640
33647
33655
33649
33634
33633
33627
33635
33634
33635
33653
33650
33625
33627
33632
33649
33647
33641
33626
33604
33634
33634
33648
33642
33634
33632
33630
33658
33633
33648
33628
33647
33648
33637
33647
33635
33654
33660
33650
33636
33640
33640
33618
33633
33635
33639
33631
33647
33643
33645
33660
33636
33642
33630
33645
33636
33657
33629
33648
33661
33608
33632
33632
33644
33647
33635
33648
33608
33637
33663
33632
33627
33642
33640
33636
33613
33634
33647
33650
33636
33621
33635
33652
33656
33642
33630
33631
33602
33647
33626
33631
33628
33653
33632
33637
33640
33637
33644
33632
33636
33636
33634
33638
33625
33616
33645
33636
33636
33628
33637
33625
33636
33635
33624
33647
33638
33620
33637
33625
33626
33607
33609
33638
33624
33660
33625
33633
33658
33642
33637
33648
33642
33629
33601
33627
33643
33632
33652
33593
33640
33637
33635
33658
33633
33651
33636
33644
33624
33632
33618
33640
33621
33609
33630
33632
33630
33617
33639
33642
33646
33629
33636
33632
33636
33639
33629
33646
33631
33618
33648
33616
33640
33612
33630
33640
33600
33639
33624
33639
33628
33638
33640
33629
33632
33643
33628
33627
33623
33633
33630
33632
33630
33623
33648
33624
33632
33600
33611
33622
33634
33631
33634
33616
33632
33602
33632
33654
33636
33633
33631
33631
33635
33641
33635
33621
33631
33641
33629
33639
33622
33632
33637
33648
33619
33627
33636
33623
33625
33627
33634
33635
33636
33626
33652
33637
33639
33630
33631
33636
33639
33654
33621
33627
33636
33637
33614
33610
33630
33631
33636
33652
33621
33645
33629
33643
33633
33635
33592
33642
33603
33641
33633
33651
33663
33636
33643
33626
33648
33639
33644
33643
33621
33632
33665
33631
33647
33638
33653
33633
33642
33647
33657
33634
33642
33647
33648
33646
33648
33646
33657
33635
33632
33662
33671
33638
33626
33648
33648
33647
33645
33634
33647
33628
33642
33638
33618
33643
33650
33636
33678
33634
33640
33669
33623
33643
33666
33630
33623
33643
33648
33647
33642
33664
33629
33629
33632
33642
33637
33632
33633
33642
33620
33636
33640
33657
33638
33651
33627
33641
33663
33644
33642
33643
33632
33647
33638
33633
33642
33596
33616
33641
33634
33642
33661
33635
33646
33631
33643
33654
33644
33628
33653
33642
33652
33623
33643
33634
33637
33638
33630
33641
33636
33624
33634
33636
33639
33639
33643
33660
33630
33666
33621
33650
33635
33644
33667
33661
33633
33639
33639
33648
33676
33636
33634
33643
33638
33647
33636
33641
33638
33645
33632
33642
33611
33632
33652
33640
33641
33637
33634
33624
33620
33620
33637
33606
33631
33631
33629
33647
33618
33650
33635
33634
33653
33596
33642
33619
33639
33616
33652
33638
33633
33646
33618
33629
33660
33630
33647
33639
33635
33637
33640
33642
33625
