Time[s],Membrane1,Membrane2,Membrane3,Membrane4,Membrane5
0,3052,3104,3031,3274,2914
0.1,3052,3106,3031,3277,2916
0.2,3051,3104,3032,3275,2916
0.3,3052,3105,3031,3275,2916
0.4,3051,3105,3030,3275,2915
0.5,3051,3105,3032,3277,2917
0.6,3051,3104,3032,3276,2916
0.7,3050,3105,3030,3275,2914
0.8,3050,3106,3031,3275,2916
0.9,3049,3105,3031,3276,2915
1,3049,3103,3029,3274,2913
1.1,3049,3104,3030,3275,2916
1.2,3051,3106,3033,3277,2917
1.3,3049,3104,3030,3275,2915
1.4,3049,3103,3029,3275,2913
1.5,3050,3105,3031,3275,2916
1.6,3050,3104,3030,3276,2915
1.7,3049,3104,3030,3275,2916
1.8,3051,3105,3031,3277,2917
1.9,3050,3106,3031,3276,2915
2,3051,3105,3032,3276,2916
2.1,3050,3105,3031,3276,2915
2.2,3050,3106,3031,3277,2916
2.3,3049,3106,3031,3275,2916
2.4,3047,3101,3027,3272,2912
2.5,3050,3105,3031,3276,2916
2.6,3048,3105,3030,3275,2914
2.7,3051,3106,3032,3278,2918
2.8,3049,3105,3031,3276,2916
2.9,3051,3106,3032,3278,2917
3,3050,3106,3030,3277,2916
3.1,3050,3106,3031,3277,2916
3.2,3049,3104,3031,3276,2914
3.3,3050,3105,3032,3276,2917
3.4,3050,3106,3031,3275,2916
3.5,3050,3105,3031,3276,2915
3.6,3049,3105,3031,3276,2914
3.7,3050,3106,3031,3276,2916
3.8,3049,3106,3031,3275,2915
3.9,3050,3105,3030,3276,2914
4,3050,3106,3031,3275,2916
4.1,3050,3105,3032,3276,2916
4.2,3050,3104,3030,3276,2914
4.3,3051,3107,3032,3278,2917
4.4,3049,3105,3031,3275,2915
4.5,3049,3104,3031,3275,2915
4.6,3050,3106,3031,3276,2916
4.7,3050,3105,3031,3277,2916
4.8,3044,3101,3027,3271,2910
4.9,3050,3105,3031,3276,2915
5,3048,3103,3029,3274,2914
5.1,3049,3105,3031,3275,2915
5.2,3050,3106,3030,3276,2915
5.3,3050,3105,3031,3276,2916
5.4,3049,3105,3030,3275,2915
5.5,3046,3102,3027,3273,2912
5.6,3050,3105,3031,3277,2917
5.7,3050,3105,3031,3276,2915
5.8,3049,3104,3030,3275,2914
5.9,3047,3104,3028,3274,2913
6,3050,3105,3030,3277,2916
6.1,3051,3106,3032,3277,2916
6.2,3050,3105,3031,3275,2916
6.3,3050,3105,3031,3275,2915
6.4,3049,3104,3030,3275,2913
6.5,3049,3105,3031,3275,2915
6.6,3048,3104,3029,3275,2914
6.7,3050,3105,3030,3275,2914
6.8,3050,3105,3029,3275,2914
6.9,3050,3105,3031,3276,2917
7,3049,3105,3032,3276,2915
7.1,3048,3103,3029,3273,2913
7.2,3050,3106,3033,3276,2916
7.3,3049,3105,3030,3276,2915
7.4,3049,3105,3030,3275,2914
7.5,3050,3105,3031,3275,2916
7.6,3050,3105,3031,3277,2916
7.7,3048,3103,3029,3274,2914
7.8,3050,3105,3032,3276,2916
7.9,3048,3106,3030,3275,2915
8,3049,3104,3031,3276,2915
8.1,3050,3105,3030,3276,2916
8.2,3050,3105,3031,3277,2916
8.3,3049,3104,3030,3275,2914
8.4,3049,3104,3030,3275,2914
8.5,3049,3106,3031,3276,2916
8.6,3050,3105,3030,3276,2914
8.7,3047,3102,3028,3273,2913
8.8,3049,3104,3030,3275,2915
8.9,3049,3104,3030,3276,2915
9,3048,3103,3029,3275,2914
9.1,3046,3100,3027,3272,2911
9.2,3048,3105,3031,3275,2915
9.3,3048,3102,3029,3275,2913
9.4,3049,3104,3030,3276,2916
9.5,3049,3105,3032,3276,2916
9.6,3046,3101,3027,3273,2911
9.7,3050,3105,3031,3277,2916
9.8,3051,3105,3031,3275,2917
9.9,3049,3105,3030,3275,2914
10,3049,3104,3030,3276,2915
10.1,3049,3105,3031,3276,2916
10.2,3048,3104,3030,3275,2915
10.3,3045,3100,3025,3272,2910
10.4,3050,3105,3032,3277,2917
10.5,3048,3104,3031,3274,2914
10.6,3049,3103,3029,3274,2914
10.7,3050,3105,3031,3277,2915
10.8,3046,3101,3027,3272,2912
10.9,3048,3105,3030,3275,2914
11,3052,3107,3032,3278,2918
11.1,3050,3105,3030,3276,2916
11.2,3049,3104,3030,3276,2915
11.3,3047,3103,3029,3274,2913
11.4,3049,3105,3030,3276,2915
11.5,3050,3104,3030,3275,2914
11.6,3046,3101,3027,3274,2913
11.7,3050,3105,3031,3278,2917
11.8,3048,3104,3030,3275,2914
11.9,3050,3105,3031,3277,2916
12,3050,3105,3031,3276,2916
12.1,3049,3105,3030,3275,2915
12.2,3048,3104,3029,3275,2915
12.3,3050,3105,3030,3276,2915
12.4,3051,3106,3032,3277,2917
12.5,3049,3104,3030,3276,2914
12.6,3049,3106,3031,3276,2916
12.7,3051,3106,3032,3277,2917
12.8,3050,3104,3030,3276,2915
12.9,3051,3106,3031,3276,2916
13,3049,3104,3029,3275,2915
13.1,3048,3103,3030,3274,2913
13.2,3050,3106,3030,3277,2917
13.3,3049,3105,3031,3276,2915
13.4,3049,3104,3031,3276,2914
13.5,3049,3104,3031,3276,2915
13.6,3050,3106,3032,3277,2916
13.7,3046,3101,3028,3273,2913
13.8,3049,3105,3031,3275,2915
13.9,3051,3107,3032,3277,2917
14,3045,3100,3025,3272,2912
14.1,3049,3104,3030,3275,2914
14.2,3050,3106,3031,3277,2916
14.3,3050,3105,3031,3276,2915
14.4,3048,3104,3030,3274,2913
14.5,3049,3105,3031,3276,2916
14.6,3050,3106,3031,3276,2915
14.7,3049,3104,3029,3274,2914
14.8,3050,3106,3032,3278,2916
14.9,3052,3108,3032,3278,2917
15,3050,3105,3030,3276,2914
15.1,3050,3105,3031,3276,2915
15.2,3048,3104,3030,3274,2915
15.3,3049,3105,3030,3275,2914
15.4,3049,3105,3032,3276,2916
15.5,3049,3105,3031,3276,2916
15.6,3050,3105,3030,3276,2914
15.7,3050,3105,3031,3276,2915
15.8,3051,3106,3031,3276,2916
15.9,3049,3105,3030,3276,2915
16,3051,3107,3031,3277,2914
16.1,3049,3106,3030,3276,2916
16.2,3050,3106,3032,3276,2915
16.3,3049,3106,3031,3276,2914
16.4,3050,3105,3032,3276,2916
16.5,3047,3102,3028,3273,2915
16.6,3049,3104,3030,3275,2915
16.7,3050,3105,3031,3276,2915
16.8,3050,3106,3031,3275,2915
16.9,3051,3106,3031,3275,2915
17,3049,3106,3030,3276,2916
17.1,3050,3105,3031,3276,2917
17.2,3050,3105,3031,3277,2915
17.3,3050,3105,3031,3276,2915
17.4,3051,3106,3032,3278,2917
17.5,3049,3105,3030,3276,2915
17.6,3050,3105,3031,3277,2914
17.7,3050,3106,3032,3276,2916
17.8,3050,3105,3031,3277,2915
17.9,3049,3104,3030,3274,2913
18,3050,3106,3032,3277,2916
18.1,3047,3102,3028,3273,2912
18.2,3050,3105,3031,3275,2915
18.3,3051,3105,3031,3277,2915
18.4,3051,3106,3031,3276,2916
18.5,3052,3107,3033,3278,2917
18.6,3050,3104,3030,3276,2914
18.7,3050,3106,3031,3277,2916
18.8,3049,3104,3030,3275,2914
18.9,3049,3105,3030,3276,2915
19,3051,3106,3032,3277,2917
19.1,3050,3105,3031,3276,2915
19.2,3050,3106,3032,3276,2916
19.3,3050,3104,3031,3276,2915
19.4,3050,3105,3031,3276,2915
19.5,3049,3104,3029,3274,2915
19.6,3050,3106,3032,3276,2916
19.7,3051,3106,3033,3276,2916
19.8,3048,3104,3031,3275,2914
19.9,3050,3106,3031,3276,2916
20,3052,3105,3033,3276,2916
20.1,3049,3104,3031,3274,2914
20.2,3049,3104,3030,3275,2915
20.3,3050,3106,3032,3277,2917
20.4,3050,3105,3030,3276,2914
20.5,3050,3105,3031,3276,2916
20.6,3051,3106,3032,3277,2916
20.7,3050,3105,3031,3276,2915
20.8,3045,3100,3026,3272,2912
20.9,3050,3106,3032,3277,2916
21,3050,3105,3032,3276,2915
21.1,3048,3104,3030,3277,2914
21.2,3052,3107,3032,3279,2918
21.3,3050,3106,3032,3276,2916
21.4,3050,3105,3031,3275,2913
21.5,3050,3106,3031,3276,2915
21.6,3050,3107,3031,3277,2917
21.7,3047,3102,3028,3273,2913
21.8,3050,3105,3031,3276,2916
21.9,3051,3107,3032,3276,2916
22,3048,3103,3030,3274,2914
22.1,3051,3105,3032,3277,2916
22.2,3052,3108,3034,3279,2919
22.3,3049,3104,3030,3276,2915
22.4,3050,3105,3031,3276,2915
22.5,3049,3105,3030,3275,2915
22.6,3050,3106,3031,3276,2915
22.7,3049,3104,3030,3275,2914
22.8,3051,3106,3032,3278,2916
22.9,3049,3106,3031,3276,2915
23,3046,3101,3026,3271,2910
23.1,3051,3108,3032,3277,2916
23.2,3050,3105,3031,3276,2915
23.3,3050,3105,3031,3276,2914
23.4,3049,3105,3030,3276,2915
23.5,3050,3106,3032,3276,2916
23.6,3050,3105,3031,3276,2914
23.7,3051,3106,3031,3276,2916
