Time[s],Membrane1,Membrane2,Membrane3,Membrane4,Membrane5
0,3032,3097,3039,3288,2906
0.1,3032,3097,3039,3288,2906
0.2,3032,3096,3038,3287,2906
0.3,3033,3097,3040,3289,2906
0.4,3030,3097,3039,3288,2906
0.5,3030,3097,3038,3288,2906
0.6,3030,3096,3039,3288,2906
0.7,3030,3096,3039,3288,2906
0.8,3030,3096,3040,3287,2905
0.9,3030,3096,3039,3288,2906
1,3030,3098,3039,3288,2907
1.1,3029,3096,3038,3287,2906
1.2,3030,3095,3039,3289,2906
1.3,3029,3096,3039,3287,2906
1.4,3030,3096,3039,3288,2905
1.5,3030,3096,3039,3288,2906
1.6,3030,3098,3041,3289,2908
1.7,3030,3097,3039,3288,2905
1.8,3030,3097,3038,3288,2906
1.9,3028,3096,3038,3287,2906
2,3030,3097,3039,3289,2906
2.1,3029,3096,3038,3287,2905
2.2,3030,3097,3040,3289,2906
2.3,3030,3097,3039,3288,2906
2.4,3030,3097,3039,3289,2906
2.5,3031,3099,3040,3289,2906
2.6,3030,3097,3039,3289,2906
2.7,3030,3096,3038,3287,2904
2.8,3032,3096,3041,3289,2906
2.9,3030,3097,3039,3289,2906
3,3029,3096,3039,3288,2906
3.1,3031,3097,3040,3289,2907
3.2,3029,3096,3040,3288,2907
3.3,3030,3096,3039,3288,2904
3.4,3030,3096,3038,3288,2905
3.5,3031,3096,3039,3289,2907
3.6,3029,3096,3039,3288,2905
3.7,3031,3097,3039,3289,2905
3.8,3031,3098,3041,3290,2907
3.9,3031,3096,3039,3288,2906
4,3027,3095,3036,3286,2903
4.1,3031,3098,3039,3289,2907
4.2,3027,3093,3037,3285,2903
4.3,3029,3095,3038,3288,2904
4.4,3030,3097,3040,3289,2906
4.5,3031,3097,3039,3288,2907
4.6,3030,3097,3041,3288,2905
4.7,3030,3097,3039,3288,2906
4.8,3029,3096,3038,3288,2905
4.9,3029,3097,3039,3288,2905
5,3031,3096,3039,3289,2906
5.1,3029,3096,3038,3286,2906
5.2,3030,3097,3039,3288,2906
5.3,3031,3097,3039,3289,2905
5.4,3032,3098,3040,3288,2906
5.5,3029,3096,3038,3287,2904
5.6,3030,3096,3040,3288,2906
5.7,3032,3098,3042,3289,2907
5.8,3030,3097,3040,3289,2905
5.9,3029,3096,3039,3288,2905
6,3031,3097,3040,3288,2906
6.1,3031,3096,3040,3289,2906
6.2,3029,3097,3039,3288,2905
6.3,3030,3097,3039,3288,2907
6.4,3031,3098,3040,3290,2908
6.5,3031,3097,3040,3289,2906
6.6,3030,3096,3040,3289,2906
6.7,3031,3098,3041,3290,2907
6.8,3032,3097,3039,3289,2905
6.9,3030,3096,3040,3288,2905
7,3031,3097,3040,3289,2906
7.1,3029,3096,3038,3289,2905
7.2,3029,3096,3038,3288,2905
7.3,3029,3096,3038,3288,2906
7.4,3030,3097,3039,3288,2907
7.5,3029,3096,3039,3288,2905
7.6,3032,3099,3041,3291,2908
7.7,3031,3097,3039,3289,2905
7.8,3029,3097,3038,3288,2904
7.9,3031,3098,3039,3290,2906
8,3030,3098,3039,3289,2906
8.1,3029,3097,3038,3288,2904
8.2,3030,3097,3040,3289,2906
8.3,3030,3097,3039,3289,2906
8.4,3030,3096,3038,3287,2904
8.5,3030,3097,3040,3289,2906
8.6,3031,3098,3040,3290,2906
8.7,3030,3096,3039,3288,2904
8.8,3029,3097,3039,3288,2905
8.9,3030,3098,3039,3290,2906
9,3030,3097,3039,3288,2905
9.1,3028,3095,3037,3285,2904
9.2,3031,3097,3040,3289,2907
9.3,3031,3097,3040,3289,2905
9.4,3029,3097,3038,3288,2905
9.5,3031,3097,3041,3289,2906
9.6,3030,3097,3040,3288,2906
9.7,3030,3097,3039,3290,2906
9.8,3031,3097,3040,3289,2906
9.9,3030,3097,3039,3288,2907
10,3031,3098,3039,3288,2905
10.1,3031,3097,3039,3288,2905
10.2,3032,3097,3041,3289,2907
10.3,3031,3098,3039,3288,2905
10.4,3031,3097,3040,3289,2906
10.5,3031,3098,3040,3289,2907
10.6,3029,3095,3038,3287,2905
10.7,3030,3097,3039,3289,2905
10.8,3029,3095,3037,3287,2905
10.9,3030,3096,3039,3289,2906
11,3029,3096,3038,3288,2905
11.1,3028,3095,3038,3286,2905
11.2,3031,3096,3041,3289,2906
11.3,3029,3096,3038,3287,2904
11.4,3030,3097,3040,3290,2906
11.5,3031,3097,3040,3290,2906
11.6,3030,3096,3040,3288,2904
11.7,3030,3097,3040,3288,2905
11.8,3031,3096,3041,3289,2906
11.9,3030,3096,3039,3288,2904
12,3030,3097,3039,3288,2905
12.1,3030,3097,3039,3289,2907
12.2,3031,3097,3039,3288,2905
12.3,3029,3096,3038,3287,2905
12.4,3029,3097,3040,3288,2906
12.5,3031,3097,3039,3289,2906
12.6,3029,3096,3039,3288,2904
12.7,3031,3097,3041,3289,2906
12.8,3030,3096,3039,3288,2906
12.9,3029,3096,3038,3287,2904
13,3030,3098,3039,3290,2906
13.1,3029,3096,3040,3287,2905
13.2,3029,3096,3039,3287,2905
13.3,3029,3096,3039,3288,2905
13.4,3030,3097,3040,3288,2905
13.5,3029,3096,3038,3288,2904
13.6,3030,3097,3039,3288,2906
13.7,3030,3097,3039,3288,2906
13.8,3027,3095,3038,3285,2903
13.9,3029,3097,3039,3289,2905
14,3030,3097,3040,3289,2906
14.1,3028,3094,3037,3286,2903
14.2,3030,3096,3040,3289,2905
14.3,3030,3097,3040,3289,2906
14.4,3029,3097,3039,3288,2906
14.5,3028,3095,3038,3286,2904
14.6,3031,3096,3039,3288,2906
14.7,3026,3093,3036,3284,2903
14.8,3030,3096,3037,3287,2904
14.9,3031,3097,3039,3289,2906
15,3030,3097,3039,3288,2906
15.1,3031,3097,3040,3289,2905
15.2,3030,3097,3040,3289,2906
15.3,3031,3097,3040,3289,2906
15.4,3026,3093,3035,3283,2901
15.5,3030,3097,3039,3288,2905
15.6,3030,3097,3040,3289,2906
15.7,3030,3097,3039,3288,2905
15.8,3030,3097,3039,3289,2905
15.9,3030,3096,3039,3288,2906
16,3030,3096,3039,3288,2905
16.1,3027,3094,3036,3285,2903
16.2,3029,3096,3039,3288,2906
16.3,3029,3096,3039,3287,2905
16.4,3029,3096,3039,3288,2905
16.5,3030,3097,3040,3289,2906
16.6,3026,3092,3036,3284,2902
16.7,3030,3096,3038,3288,2904
16.8,3031,3096,3039,3288,2906
16.9,3030,3098,3040,3289,2907
17,3031,3096,3039,3289,2905
17.1,3030,3096,3039,3289,2905
17.2,3030,3096,3039,3288,2906
17.3,3030,3095,3039,3288,2905
17.4,3029,3094,3038,3288,2905
17.5,3031,3096,3039,3289,2906
17.6,3030,3096,3038,3288,2905
17.7,3027,3094,3036,3286,2904
17.8,3030,3095,3039,3289,2907
17.9,3030,3095,3039,3289,2906
18,3025,3092,3034,3284,2902
18.1,3029,3095,3038,3288,2906
18.2,3029,3095,3038,3288,2906
18.3,3028,3094,3038,3288,2903
18.4,3028,3095,3038,3288,2906
18.5,3030,3095,3038,3289,2906
18.6,3029,3094,3038,3288,2904
18.7,3029,3095,3038,3288,2905
18.8,3029,3096,3040,3290,2906
18.9,3029,3096,3040,3288,2905
19,3030,3096,3040,3290,2906
19.1,3030,3096,3040,3290,2907
19.2,3029,3096,3039,3288,2905
19.3,3029,3096,3039,3288,2906
19.4,3031,3097,3040,3291,2907
19.5,3029,3095,3038,3290,2905
19.6,3029,3095,3038,3288,2905
19.7,3029,3097,3040,3290,2907
19.8,3026,3092,3035,3285,2902
19.9,3029,3096,3039,3288,2904
20,3031,3096,3040,3289,2906
20.1,3030,3096,3039,3288,2906
20.2,3029,3096,3038,3288,2905
20.3,3029,3096,3039,3288,2906
20.4,3031,3097,3039,3290,2907
20.5,3030,3095,3039,3288,2904
20.6,3030,3096,3039,3288,2906
20.7,3030,3097,3039,3291,2906
20.8,3029,3097,3040,3289,2905
20.9,3029,3096,3039,3288,2905
21,3029,3096,3039,3289,2905
21.1,3029,3095,3038,3288,2905
21.2,3029,3095,3037,3288,2904
21.3,3030,3096,3041,3289,2907
21.4,3030,3096,3039,3289,2906
21.5,3028,3094,3038,3288,2904
21.6,3031,3097,3040,3291,2907
21.7,3030,3096,3039,3289,2906
21.8,3030,3095,3038,3288,2904
21.9,3030,3097,3041,3290,2907
22,3030,3097,3040,3291,2907
22.1,3030,3095,3039,3289,2905
22.2,3027,3094,3038,3286,2903
22.3,3029,3097,3040,3288,2906
22.4,3027,3095,3036,3287,2903
22.5,3029,3096,3038,3288,2905
22.6,3029,3096,3039,3289,2906
22.7,3028,3095,3038,3287,2905
