Time[s],Membrane1,Membrane2,Membrane3,Membrane4,Membrane5
0,3033,3100,3034,3281,2899
0.1,3035,3101,3036,3283,2901
0.2,3036,3102,3037,3284,2904
0.3,3035,3101,3035,3282,2901
0.4,3037,3103,3037,3284,2902
0.5,3037,3103,3036,3284,2903
0.6,3037,3101,3036,3283,2902
0.7,3037,3101,3036,3284,2903
0.8,3036,3101,3036,3282,2902
0.9,3035,3099,3035,3281,2900
1,3036,3102,3036,3282,2901
1.1,3038,3104,3037,3284,2903
1.2,3038,3101,3037,3283,2902
1.3,3037,3100,3036,3282,2902
1.4,3037,3101,3036,3283,2903
1.5,3038,3101,3037,3283,2902
1.6,3037,3101,3035,3282,2901
1.7,3038,3101,3038,3283,2902
1.8,3038,3102,3037,3284,2903
1.9,3040,3103,3038,3285,2903
2,3039,3102,3037,3284,2902
2.1,3039,3104,3038,3284,2903
2.2,3038,3101,3036,3283,2901
2.3,3037,3101,3035,3283,2901
2.4,3038,3103,3037,3283,2902
2.5,3033,3097,3032,3278,2897
2.6,3038,3102,3035,3284,2901
2.7,3039,3103,3037,3284,2902
2.8,3038,3102,3037,3282,2901
2.9,3039,3102,3036,3283,2901
3,3040,3103,3038,3284,2904
3.1,3039,3103,3038,3284,2903
3.2,3040,3103,3038,3284,2903
3.3,3039,3103,3037,3284,2903
3.4,3040,3103,3038,3284,2902
3.5,3039,3103,3036,3283,2901
3.6,3039,3103,3037,3283,2903
3.7,3041,3103,3038,3283,2903
3.8,3038,3100,3036,3283,2900
3.9,3039,3102,3037,3284,2902
4,3040,3102,3037,3284,2902
4.1,3034,3098,3032,3278,2898
4.2,3038,3100,3036,3282,2901
4.3,3039,3102,3039,3283,2904
4.4,3040,3103,3037,3284,2902
4.5,3038,3101,3035,3281,2900
4.6,3039,3103,3038,3284,2903
4.7,3039,3102,3037,3284,2902
4.8,3034,3097,3033,3280,2898
4.9,3038,3102,3037,3283,2902
5,3039,3103,3037,3285,2903
5.1,3039,3102,3037,3283,2901
5.2,3039,3103,3037,3284,2902
5.3,3039,3102,3038,3283,2903
5.4,3039,3103,3039,3284,2902
5.5,3039,3103,3039,3284,2902
5.6,3040,3103,3038,3283,2903
5.7,3039,3103,3036,3284,2901
5.8,3038,3102,3036,3282,2900
5.9,3040,3104,3038,3284,2904
6,3040,3104,3038,3285,2903
6.1,3039,3103,3038,3284,2902
6.2,3039,3103,3038,3284,2903
6.3,3039,3103,3038,3285,2902
6.4,3039,3103,3038,3283,2902
6.5,3039,3102,3037,3284,2902
6.6,3040,3105,3039,3284,2904
6.7,3040,3102,3038,3283,2901
6.8,3035,3099,3035,3281,2900
6.9,3040,3104,3038,3284,2903
7,3040,3103,3037,3284,2901
7.1,3038,3101,3037,3282,2902
7.2,3039,3102,3039,3284,2903
7.3,3039,3102,3037,3283,2902
7.4,3038,3102,3036,3282,2901
7.5,3039,3102,3038,3284,2903
7.6,3038,3102,3038,3283,2902
7.7,3038,3103,3038,3283,2901
7.8,3040,3103,3039,3284,2903
7.9,3039,3102,3037,3282,2901
8,3040,3102,3036,3283,2901
8.1,3039,3103,3039,3284,2903
8.2,3040,3102,3038,3283,2902
8.3,3035,3098,3034,3279,2899
8.4,3039,3102,3037,3284,2903
8.5,3039,3103,3038,3284,2902
8.6,3039,3102,3037,3283,2901
8.7,3039,3102,3038,3283,2902
8.8,3036,3099,3034,3280,2899
8.9,3039,3103,3037,3282,2901
9,3040,3102,3038,3283,2902
9.1,3041,3105,3039,3285,2904
9.2,3039,3102,3037,3283,2901
9.3,3040,3103,3038,3284,2902
9.4,3039,3103,3038,3284,2903
9.5,3040,3103,3038,3284,2904
9.6,3037,3100,3035,3281,2901
9.7,3039,3104,3038,3284,2903
9.8,3040,3103,3038,3283,2902
9.9,3037,3101,3036,3282,2901
10,3040,3104,3038,3284,2903
10.1,3040,3102,3038,3284,2902
10.2,3038,3102,3036,3283,2901
10.3,3039,3103,3038,3284,2903
10.4,3041,3104,3038,3285,2904
10.5,3039,3101,3038,3283,2901
10.6,3040,3103,3038,3285,2903
10.7,3040,3104,3039,3284,2903
10.8,3040,3103,3038,3284,2901
10.9,3039,3102,3038,3284,2902
11,3040,3103,3038,3284,2903
11.1,3035,3098,3033,3280,2898
11.2,3038,3102,3037,3282,2901
11.3,3040,3104,3039,3284,2904
11.4,3039,3103,3039,3284,2902
11.5,3039,3103,3037,3283,2901
11.6,3040,3103,3039,3284,2904
11.7,3039,3102,3037,3283,2901
11.8,3038,3101,3037,3284,2901
11.9,3039,3102,3038,3284,2903
12,3039,3102,3037,3283,2903
12.1,3039,3102,3038,3282,2901
12.2,3040,3103,3037,3284,2903
12.3,3040,3103,3038,3285,2903
12.4,3038,3103,3037,3283,2901
12.5,3034,3098,3033,3278,2899
12.6,3039,3104,3038,3284,2903
12.7,3041,3104,3039,3286,2903
12.8,3039,3103,3038,3284,2902
12.9,3040,3102,3038,3284,2903
13,3039,3102,3038,3285,2903
13.1,3040,3104,3038,3283,2902
13.2,3040,3104,3040,3285,2904
13.3,3039,3103,3038,3284,2904
13.4,3038,3102,3037,3284,2901
13.5,3040,3102,3037,3284,2903
13.6,3039,3104,3038,3284,2904
13.7,3039,3102,3038,3283,2902
13.8,3041,3104,3039,3285,2904
13.9,3040,3103,3037,3285,2903
14,3039,3103,3037,3283,2901
14.1,3040,3103,3038,3284,2903
14.2,3040,3104,3038,3285,2904
14.3,3039,3103,3038,3284,2902
14.4,3038,3101,3036,3283,2901
14.5,3039,3103,3038,3284,2903
14.6,3040,3103,3038,3283,2903
14.7,3039,3102,3037,3284,2903
14.8,3039,3103,3038,3284,2903
14.9,3038,3102,3038,3283,2903
15,3039,3102,3037,3283,2901
15.1,3039,3103,3038,3283,2903
15.2,3039,3101,3037,3283,2902
15.3,3038,3103,3036,3282,2901
15.4,3038,3101,3038,3283,2902
15.5,3036,3099,3034,3281,2900
15.6,3037,3101,3037,3283,2901
15.7,3039,3102,3036,3282,2902
15.8,3040,3103,3039,3285,2902
15.9,3038,3103,3037,3284,2902
16,3039,3102,3037,3284,2902
16.1,3039,3103,3038,3283,2903
16.2,3039,3103,3038,3284,2902
16.3,3040,3102,3038,3284,2902
16.4,3040,3103,3038,3284,2903
16.5,3039,3103,3037,3284,2902
16.6,3039,3102,3038,3284,2902
16.7,3039,3102,3037,3284,2903
16.8,3039,3102,3037,3283,2902
16.9,3039,3102,3037,3283,2901
17,3040,3102,3038,3283,2902
17.1,3039,3103,3037,3283,2903
17.2,3039,3103,3037,3283,2900
17.3,3039,3103,3037,3284,2902
17.4,3036,3099,3035,3280,2900
17.5,3038,3102,3037,3283,2901
17.6,3040,3102,3038,3284,2903
17.7,3041,3103,3038,3284,2903
17.8,3040,3102,3037,3284,2901
17.9,3039,3103,3038,3284,2903
18,3040,3103,3038,3284,2904
18.1,3039,3102,3037,3284,2902
18.2,3039,3102,3038,3283,2902
18.3,3040,3104,3040,3285,2904
18.4,3040,3104,3038,3284,2903
18.5,3037,3099,3034,3281,2899
18.6,3040,3104,3039,3284,2903
18.7,3042,3105,3040,3286,2905
18.8,3039,3102,3037,3284,2902
18.9,3039,3104,3037,3285,2903
19,3040,3102,3037,3284,2902
19.1,3038,3101,3035,3282,2901
19.2,3040,3102,3038,3283,2902
19.3,3039,3103,3038,3284,2903
19.4,3035,3098,3035,3279,2899
19.5,3039,3101,3037,3283,2901
19.6,3040,3102,3038,3285,2903
19.7,3039,3102,3037,3283,2902
19.8,3038,3102,3038,3283,2902
19.9,3036,3100,3036,3282,2901
20,3039,3102,3038,3283,2902
20.1,3039,3102,3037,3285,2901
20.2,3039,3102,3038,3284,2904
20.3,3036,3099,3035,3280,2899
20.4,3038,3102,3037,3284,2901
20.5,3040,3102,3038,3283,2903
20.6,3039,3102,3038,3284,2903
20.7,3039,3103,3037,3285,2901
20.8,3040,3102,3039,3283,2901
20.9,3041,3104,3039,3286,2904
21,3039,3103,3038,3284,2903
21.1,3039,3103,3038,3284,2903
21.2,3040,3103,3038,3285,2902
21.3,3038,3102,3037,3283,2901
21.4,3039,3102,3038,3284,2903
21.5,3039,3104,3038,3284,2903
21.6,3039,3101,3036,3283,2902
21.7,3038,3102,3037,3283,2901
21.8,3038,3103,3037,3283,2903
21.9,3034,3098,3034,3281,2899
22,3038,3101,3036,3283,2901
22.1,3038,3103,3037,3282,2902
22.2,3039,3103,3039,3284,2903
22.3,3036,3101,3036,3282,2900
22.4,3039,3103,3038,3285,2903
22.5,3040,3104,3038,3284,2903
22.6,3040,3103,3037,3284,2901
22.7,3040,3103,3038,3284,2902
22.8,3039,3103,3038,3283,2903
22.9,3039,3103,3039,3284,2903
23,3040,3103,3038,3284,2902
23.1,3040,3102,3039,3284,2904
23.2,3040,3104,3039,3285,2902
23.3,3040,3102,3038,3284,2901
23.4,3040,3104,3040,3285,2904
23.5,3040,3103,3039,3284,2902
