Time[s],0,2,4,6
0,0,0,0,0
1,5.963277061,6.014017139,0.246920381,-4.3842991
2,7.192953221,3.97649012,1.00076484,-5.340145601
3,4.044747841,0.4615636,5.219410381,-3.0611827
4,2.030099641,-0.93914828,5.89190038,-5.79774728
5,4.89047094,-4.61583332,4.42100072,-7.623941561
6,6.54934118,-1.206595941,3.874190241,-3.68730104
7,11.91214182,5.33692276,1.682642361,-2.11808006
8,12.29149548,4.41954834,2.970518021,-7.131998521
9,14.4564032,-3.22591326,4.8604242,-10.3852347
10,14.78972896,-10.44958882,5.36103088,-7.3354703
11,11.91763516,-11.62903952,5.60290186,-0.92861454
12,10.12344944,-6.93786174,3.3352172,-1.340852921
13,12.77758038,-4.506763601,2.058674161,-3.357164281
14,11.6578693,-4.4961848,2.68831702,-4.923745981
15,15.11444814,-2.0081043,3.80992054,-3.153209241
16,14.04333514,-7.81102724,4.856406,-1.01106884
17,11.30636998,-18.45912066,1.38329346,-1.306623881
18,8.15619064,-16.11601658,0.803259401,-4.034086561
19,12.20772178,-5.951516941,4.2948435,-2.165504681
20,16.7888437,0.4705415,6.778077981,-0.1429075
21,16.26365364,0.58134074,9.09213344,2.89103408
22,17.67096226,-2.24346576,7.57198794,4.613260079
23,14.8168118,-5.99976412,6.709863941,3.19529076
24,10.39305868,-11.33972744,4.35349324,5.4991752
25,12.5225525,-18.4421499,2.92012204,3.652649719
26,16.17752348,-21.19670188,7.36648398,4.60647516
27,19.41788514,-15.5544589,7.851400041,4.60236902
28,21.24448214,-9.38423952,6.091849981,6.87473582
29,18.10035544,-8.003916381,3.835869081,3.90336572
30,-23.2739419,-44.72039854,-35.19715048,-47.86005796
31,-225.19686,-257.8971949,-213.9725256,-320.6750142
32,-309.5667524,-353.1298288,-285.6284586,-418.2037896
33,-331.9131133,-381.4854316,-305.4070367,-440.1137333
34,-340.5636495,-392.3686697,-313.8521802,-447.7480538
35,-345.6217941,-399.0219575,-318.2321578,-452.3150328
36,-349.1972463,-402.9073565,-321.6827319,-455.8103031
37,-350.9252129,-405.5370556,-324.1527755,-457.9072511
38,-353.3728128,-408.7349593,-326.4756923,-460.9058715
39,-354.1283599,-411.5751842,-327.8372788,-462.6572528
40,-356.1073444,-412.9328785,-329.6654637,-463.0520791
41,-356.9805382,-414.6168135,-330.4068912,-465.0371804
42,-357.4103841,-416.3068115,-332.0002656,-465.8386599
43,-358.1725788,-418.1375256,-332.2966058,-467.3077082
44,-358.4786469,-418.2644274,-333.8040206,-467.9023533
45,-358.9941779,-420.0295512,-333.9554052,-468.5023268
46,-359.8688611,-420.5380202,-335.0723921,-469.7137386
47,-360.9153842,-422.3854025,-335.4098914,-470.6253625
48,-360.6224907,-422.5461582,-336.4694768,-470.473051
49,-361.1247001,-423.1908094,-336.9861785,-471.669811
50,-361.2736355,-424.0617879,-337.5108746,-472.6272907
51,-362.4294708,-424.274908,-338.2788192,-472.3205678
52,-363.1726912,-425.4277653,-338.3607743,-473.24044
53,-362.1397088,-425.5507286,-338.8212921,-473.5664576
54,-362.877782,-427.0083847,-339.2975909,-474.3681756
55,-363.6022211,-426.989495,-340.329435,-474.2935171
56,-362.5884998,-427.4978896,-340.3237741,-474.977524
57,-362.3546786,-427.5437593,-340.0406029,-474.5444348
58,-363.3538662,-427.9438858,-341.6419116,-475.7625605
59,-363.3617972,-428.804454,-341.9379622,-475.1245612
60,-341.5157854,-401.9257238,-322.9418242,-444.4270085
61,-125.2828351,-179.1878213,-132.4309692,-169.9820717
62,-17.9154238,-63.66228766,-36.47150082,-42.65589708
63,0.949945081,-40.3432286,-19.2232777,-18.91538828
64,6.692245521,-33.49361432,-14.8321845,-13.91300396
65,8.73155802,-28.1977399,-13.03569846,-12.98868806
66,9.94094248,-22.82781292,-15.46901158,-11.9109594
67,12.13211806,-22.42776764,-14.75844944,-10.89676022
68,14.33846302,-24.0536483,-9.67598424,-9.358189601
69,17.47311988,-29.6835819,-5.9220091,-7.30457628
70,18.2490424,-29.31722126,-7.766567999,-4.17639508
71,17.59515772,-21.30927016,-8.572210839,-4.28109716
72,16.15983782,-13.42484588,-8.22959578,-4.989987439
73,15.78113638,-9.13585416,-6.94145082,-3.135365461
74,15.61016392,-11.03030892,-3.892982139,-0.605774861
75,13.9633631,-12.67097106,-0.630196899,-1.843367461
76,14.6545852,-16.74090376,-1.4714435,0.4495785
77,18.00361256,-20.10063614,-2.30884826,3.296158739
78,19.28589862,-21.91175558,-3.925454039,4.78806536
79,21.00795566,-21.29318438,-6.805237581,4.865541819
80,22.14838394,-18.59750188,-9.047974639,2.2261644
81,22.185283,-15.340633,-7.56205088,-2.106356541
82,20.87584036,-13.39999566,-5.476524179,-4.749997441
83,17.58200732,-13.2698215,-2.93075874,-2.50340858
84,17.66766336,-11.93817736,-5.844580941,-0.220952261
85,20.22412106,-10.49325686,-8.57953352,1.17268058
86,22.04135714,-7.733835021,-7.48658826,-0.85975252
87,22.14710904,-4.61858016,-3.821230339,-3.1929014
88,22.86997158,-6.98221112,-4.642003719,-0.423939221
89,21.28770348,-8.03012466,-7.5884455,2.208090541
90,45.2031925,9.741386379,-11.2295695,-13.29908956
