Time[s],0,2,4,6
0,0,0,0,0
1,1.74180942,-4.185108761,-4.46222114,-3.95783714
2,3.42376168,-5.439371859,-3.3471899,-4.516049179
3,0.854691839,-8.052468099,-0.62400068,-2.81703616
4,-1.11206812,-8.69913274,-0.10944884,-4.148204559
5,1.44974772,-11.75302784,-0.96790664,-6.017214359
6,2.641181299,-9.364115641,-0.76315434,-3.031199179
7,6.6186925,-5.419944,-2.82132752,-2.141142939
8,7.718999499,-5.94786616,-2.940305519,-4.979717779
9,8.73592252,-10.57343298,-0.655611901,-8.40312172
10,9.053959199,-15.22441942,0.2381432,-4.956998079
11,6.97197722,-16.54779288,0.101974381,-1.2809871
12,5.84021432,-13.6171617,-2.018982539,-0.93256844
13,7.45045684,-11.60312012,-2.5156247,-1.037981919
14,7.1087639,-11.84317992,-2.83628854,-2.365997819
15,9.46485692,-9.97902114,-0.6927373,-2.577607079
16,8.333996321,-13.18377578,-0.892113119,-0.359872099
17,6.694478599,-20.75078638,-3.344196621,-0.23845448
18,4.47791728,-19.44061646,-3.272080941,-2.640165419
19,7.25053324,-12.79798348,-0.634375601,-2.12281294
20,10.51433536,-8.23578526,1.16272426,-0.2698603
21,10.77634976,-8.04845438,2.40543094,2.483359841
22,11.6668771,-9.551651099,1.829109041,3.14626532
23,10.07838468,-11.77610618,0.649833,3.39569238
24,6.9570342,-16.02048256,-1.15178372,4.481274861
25,7.24633032,-20.53059926,-1.47927892,3.354908781
26,10.3795764,-21.93499474,2.138821979,3.609981381
27,12.83712448,-18.74864372,1.29537078,4.071873141
28,14.31084112,-15.48765406,0.54036222,6.060168881
29,12.31785158,-13.92588018,-0.969284601,3.584260061
30,-18.89997654,-37.59004374,-29.57768728,-34.32387918
31,-162.1537222,-170.7845056,-153.2858238,-221.1984052
32,-219.1036741,-228.5360777,-201.7799839,-286.1705973
33,-234.3368121,-245.3729381,-214.8332967,-300.7199552
34,-240.2574535,-252.121099,-220.656098,-306.2419194
35,-243.5184887,-256.2420215,-223.6508525,-309.8538677
36,-246.5045589,-258.9455475,-226.0862382,-312.8005027
37,-248.6053871,-261.303297,-227.6066506,-315.01469
38,-249.1173955,-262.8838371,-229.6452297,-316.0129059
39,-250.6819144,-265.4756479,-230.7061773,-317.2824454
40,-251.6737487,-266.764159,-232.0304177,-318.2296772
41,-253.1135485,-267.5298387,-232.8607998,-319.2396085
42,-253.0859642,-268.4899513,-233.452276,-319.8333644
43,-253.2131974,-269.5847051,-235.0465389,-321.4638376
44,-254.2867053,-270.4923738,-235.2762507,-322.2250776
45,-255.2454691,-271.35955,-236.2665649,-322.1641073
46,-255.3506307,-272.6761592,-236.75266,-323.6254916
47,-255.6407379,-273.2393114,-237.8665804,-323.9549312
48,-255.7718631,-273.8339234,-238.2125557,-324.405867
49,-256.5164954,-273.8668739,-238.2262811,-325.0426759
50,-256.3088214,-273.9522453,-238.7632034,-326.2105416
51,-257.0813856,-274.9899732,-238.995832,-326.1013189
52,-257.3741997,-275.4928418,-239.4162566,-326.7083375
53,-257.5876769,-275.2305993,-240.0125769,-327.1159517
54,-257.5902984,-276.328501,-240.3421638,-326.8919169
55,-257.5163264,-277.5296839,-240.411245,-327.234773
56,-258.0528142,-277.5332419,-240.7409189,-327.2562078
57,-257.7626182,-277.040641,-241.5800519,-328.0434243
58,-257.8452236,-278.0869357,-241.573663,-328.3691811
59,-258.0727854,-278.0868443,-242.294901,-328.5790023
60,-243.7934298,-263.0069348,-230.2465867,-307.9722235
61,-95.24105678,-128.9528461,-100.4084666,-124.255963
62,-19.52858,-56.67423924,-33.98169294,-35.36879638
63,-4.75760432,-40.8096813,-21.39063456,-17.44679842
64,-0.039249039,-35.64295766,-18.1261375,-13.66148724
65,2.28463076,-31.7409666,-16.73399096,-12.0102389
66,3.6653819,-28.69566478,-18.09727694,-10.9232196
67,5.062440559,-27.03571862,-17.22961762,-9.890700399
68,7.372117719,-27.98414982,-13.05539176,-9.840355559
69,9.710065459,-31.81055926,-9.67883764,-7.437881699
70,10.27730226,-31.72550552,-11.06950096,-4.17466846
71,10.1192409,-25.86983838,-11.88926186,-4.45406514
72,9.287085319,-20.53929256,-11.36522268,-4.236964519
73,8.59691042,-17.65133104,-10.87962612,-2.85424296
74,8.82073964,-18.4869011,-8.242332701,-1.276771619
75,7.97507104,-19.11742634,-6.107286,-2.483343119
76,8.730190419,-22.07361406,-6.29965982,-0.498921199
77,11.08219118,-24.3559216,-6.73899176,2.61841674
78,11.8693103,-25.13890286,-8.068438961,3.271719401
79,13.28281222,-25.1692075,-10.09165034,3.167832341
80,13.92927782,-22.7051264,-11.29027214,2.277337321
81,14.0283569,-20.92099936,-10.38350566,-1.495383359
82,13.59699692,-19.5371239,-8.24547326,-3.451761959
83,10.97254212,-19.5103308,-7.202119101,-1.87145132
84,11.03382822,-18.26183198,-9.527967921,-0.25654958
85,13.19334678,-17.46855038,-10.8951715,0.330436341
86,14.32418156,-16.36501564,-9.924813401,0.589662682
87,14.94796014,-14.04344242,-7.1632141,-1.663777279
88,14.94244634,-14.98251386,-7.884372321,-0.112765319
89,13.93694552,-15.12445158,-10.27638796,1.088377281
90,12.53043308,-29.26515924,-13.88897874,11.2369569
