Time[s],0,2,4,6
0,0,0,0,0
1,9.698230921,-5.612706874,5.202047261,4.618185
2,13.55877936,-13.29433938,9.9270821,3.467479841
3,3.8361509,-25.09279423,19.11213612,10.4746418
4,-0.748490158,-29.5716701,19.56676406,0.58134548
5,6.929869182,-38.95624397,16.75242806,-1.934877501
6,11.127062,-23.87491185,15.72587962,7.50873618
7,25.52968364,-3.886052924,11.33010762,10.05461726
8,27.88464088,-5.904574976,14.35353106,-1.98774548
9,30.449553,-22.80718858,18.10199794,-11.29916144
10,32.1017489,-43.2554009,20.65601878,-2.003393679
11,26.34303386,-53.6577218,19.90218736,14.4833993
12,21.72130402,-43.01632355,12.92101922,13.79177902
13,26.46935204,-34.1725624,11.42624032,10.89485884
14,26.40245186,-34.11425643,12.36401,7.84633916
15,33.54574982,-27.21330673,18.15265128,9.414626019
16,30.20359746,-40.6732447,17.30670228,14.15642618
17,24.4163162,-68.62284798,8.88035792,14.47394406
18,17.28607278,-63.85385695,8.90315326,8.28952184
19,26.98597926,-39.71756315,18.98687966,10.53750292
20,36.8352222,-17.78094663,24.60150848,16.1974488
21,38.03402072,-15.06940873,29.7554941,25.5717615
22,39.84785422,-23.13928522,25.7047213,29.10268404
23,32.877129,-35.1290525,21.285703,27.98789948
24,22.60314764,-52.06902602,16.48869882,28.97623144
25,27.48388014,-68.97203158,14.29601396,28.42976564
26,35.72846992,-72.6046654,26.01818218,28.9897483
27,44.48635842,-59.1820713,25.53341164,30.08104862
28,49.34354584,-44.21803707,21.49942544,35.80969052
29,42.72175518,-34.837656,16.47157252,27.16885066
30,-49.93924978,-114.7940289,-69.9833706,-90.06844006
31,-538.3464951,-564.0545534,-490.1125952,-729.687189
32,-731.4281177,-764.3724226,-656.4207624,-949.0364897
33,-785.5078765,-824.353519,-703.4445753,-1001.593846
34,-807.1278266,-848.8574229,-723.2078843,-1021.318176
35,-819.7213514,-863.1205089,-734.5146848,-1033.371312
36,-828.9598858,-872.3179387,-742.7573066,-1041.24292
37,-833.5857516,-880.5921522,-748.6786108,-1048.177086
38,-840.0553529,-886.559845,-755.3508682,-1051.660007
39,-844.0661039,-893.6180243,-759.6584026,-1057.022816
40,-846.7357185,-897.3798641,-764.189802,-1061.032672
41,-849.371019,-902.1806276,-765.0889935,-1062.821352
42,-850.9661376,-906.0108693,-769.5806882,-1063.802542
43,-854.9025835,-905.4929116,-771.4785767,-1069.379633
44,-856.8189264,-911.3243601,-773.8927423,-1072.037245
45,-858.0607409,-912.7563706,-774.6154524,-1072.314772
46,-858.8307768,-915.3221662,-779.5836788,-1073.543566
47,-859.7895061,-916.574011,-780.7177536,-1076.949058
48,-860.4154387,-919.6778768,-779.7499129,-1075.79898
49,-861.402543,-919.5137861,-782.6989133,-1078.842897
50,-862.8713371,-921.691404,-784.0654364,-1078.649818
51,-863.8748152,-920.8779528,-785.2878062,-1080.799104
52,-863.6982169,-924.230954,-784.9794232,-1081.131836
53,-864.1472098,-924.3688563,-789.4054075,-1082.743975
54,-864.8724244,-927.1062129,-789.5634193,-1083.991007
55,-866.0334243,-927.3049346,-790.0495973,-1083.41482
56,-866.6848542,-929.8680314,-790.2390455,-1084.395721
57,-865.4570898,-929.7822021,-792.5561146,-1085.690341
58,-865.9890022,-930.4829731,-793.1294119,-1086.628439
59,-866.8722957,-932.1946953,-795.1326524,-1086.581502
60,-815.8106548,-871.1723155,-749.2269483,-1011.251175
61,-305.9553574,-409.1704333,-309.2456104,-381.3638491
62,-68.2644769,-173.2973308,-97.0030674,-97.44108556
63,-16.39361954,-118.335674,-53.16611966,-37.9645259
64,0.920804181,-104.771536,-41.69360772,-23.08684646
65,8.24444964,-88.14855802,-35.83232658,-17.98955236
66,9.973559841,-77.09331417,-38.63905064,-13.57978238
67,18.00238494,-77.37145603,-36.36646544,-9.951033001
68,25.16975438,-77.12208785,-22.86264374,-6.75648426
69,33.67467018,-87.21548535,-12.46505488,-1.422126099
70,36.57901722,-84.67564387,-16.13008428,8.683041301
71,36.04140536,-62.30360705,-17.85509586,8.442574359
72,33.08032448,-40.07103802,-16.5175614,7.89469344
73,30.7317707,-30.82999765,-14.4160263,11.85644382
74,32.5696843,-33.2099046,-5.869128101,17.39301992
75,26.61194384,-43.33306235,1.7014242,13.31207778
76,30.02036434,-57.58551115,-0.3631475,22.22602378
77,39.1255375,-58.6640712,-1.173699839,30.44311876
78,42.02658918,-58.3549983,-5.06815984,35.6646931
79,45.56569442,-62.8562233,-14.08399002,33.75986598
80,48.70011456,-57.63921922,-18.2623542,28.58173636
81,49.05347916,-52.5962086,-13.4266057,16.74441304
82,46.72005856,-44.38469138,-9.141325199,8.80691034
83,38.48354934,-44.41802748,-4.13385226,15.86821814
84,38.6509875,-40.54480928,-11.8244191,20.7098497
85,45.57779288,-39.3421296,-15.11440474,24.1302889
86,50.00323262,-34.49358315,-12.8003491,22.15643698
87,50.0783881,-26.3932708,-4.49050782,13.47425986
88,51.79076104,-31.50049255,-6.083686339,20.6666573
89,47.76518592,-31.54490553,-13.42771754,27.08163248
90,103.8022187,-26.51323363,-21.10854436,-7.751553141
