Time[s],Y
0,31830842.99861238
1,31830842.44485689
2,31830837.272179518
3,31830853.56901117
4,31830849.36310174
5,31830828.32281574
6,31830822.320690393
7,31830838.44497938
8,31830842.78032899
9,31830849.02728906
10,31830842.054758895
11,31830845.563766263
12,31830836.265940104
13,31830840.024921622
14,31830848.959566407
15,31830843.103802778
16,31830847.856969148
17,31830826.870554566
18,31830817.391361218
19,31830832.380600702
20,31830847.746908672
21,31830845.59823093
22,31830843.359492403
23,31830848.86300628
24,31830848.760801148
25,31830846.165756017
26,31830849.93079608
27,31830842.43275117
28,31830842.5806967
29,31830839.530214224
30,31830606.36507536
31,31829952.784526646
32,31829756.103128728
33,31829708.69090057
34,31829691.11728418
35,31829679.686315045
36,31829671.547802106
37,31829668.560485385
38,31829661.65658006
39,31829655.728267893
40,31829650.465736095
41,31829645.024628438
42,31829644.236425154
43,31829641.62344178
44,31829640.20309727
45,31829638.46697207
46,31829636.44075811
47,31829635.165549785
48,31829635.34706542
49,31829631.474230237
50,31829632.110746726
51,31829631.918334134
52,31829629.12134475
53,31829628.89795959
54,31829628.870236795
55,31829632.154708717
56,31829626.070297923
57,31829622.99730518
58,31829622.455842424
59,31829627.624837633
60,31829756.919785865
61,31830552.950226538
62,31830732.609845392
63,31830759.532004803
64,31830755.871152546
65,31830747.121078596
66,31830720.089219093
67,31830738.510266427
68,31830776.458050385
69,31830798.665772572
70,31830795.783994332
71,31830780.048223007
72,31830772.577577583
73,31830773.761800706
74,31830789.821268126
75,31830785.126070116
76,31830799.19588417
77,31830811.56474521
78,31830795.764047302
79,31830769.114997126
80,31830782.174123146
81,31830802.372176576
82,31830797.914295565
83,31830805.28014278
84,31830803.238214415
85,31830819.384933155
86,31830847.239878237
87,31830854.6282086
88,31830823.506990906
89,31830804.629337043
90,31830618.309251547
