x,z
0,30.65356233
0.25,30.31241764
0.5,30.30861305
0.75,30.21476656
1,30.28705372
1.25,30.16150233
1.5,30.11584728
1.75,30.64214856
2,29.94210444
2.25,30.63961217
2.5,30.48996506
2.75,30.47347851
3,30.60663908
3.25,30.56098403
3.5,30.47347851
3.75,30.54322928
4,30.57493418
4.25,30.5064516
4.5,30.72458129
4.75,30.51913356
5,30.30607666
5.25,30.55083846
5.5,30.09175156
5.75,30.01312341
6,30.30354027
6.25,30.39485037
6.5,30.70555836
6.75,30.74614062
7,30.08160599
7.25,30.17798887
7.5,30.13740661
7.75,30.16530692
8,30.02453717
8.25,30.04102372
8.5,30.06765583
8.75,30.05116929
9,30.15516135
9.25,30.23378949
9.5,30.28198094
9.75,30.36441367
10,30.45952836
10.25,30.40372774
10.5,30.42021429
10.75,30.07272862
11,30.10443351
11.25,30.1995482
11.5,30.139943
11.75,30.18940264
12,30.32636779
12.25,30.29466289
12.5,30.36948645
12.75,30.36187728
13,30.45065099
13.25,30.49376965
13.5,30.36821826
13.75,30.31749042
14,30.39611856
14.25,30.40119135
14.5,30.37963202
14.75,30.35934088
15,29.82035764
15.25,30.19320723
15.5,30.33904975
15.75,30.04482831
16,30.27056717
16.25,30.33904975
16.5,30.29466289
16.75,30.43035985
17,30.50264702
17.25,30.32002681
17.5,30.34792712
17.75,30.4164097
18,30.28198094
18.25,30.29846748
18.5,30.27437176
18.75,30.26549439
19,30.37709563
19.25,30.28324913
19.5,30.33270877
19.75,30.3847048
20,30.18813444
20.25,30.29085831
20.5,30.34412253
20.75,30.25534882
21,30.2616898
21.25,30.28578552
21.5,30.27563996
21.75,30.34031795
22,30.44304181
22.25,30.30988125
22.5,30.07019223
22.75,30.45572377
23,30.01312341
23.25,30.03087815
23.5,30.43796903
23.75,30.60410269
24,30.61932104
24.25,30.65863511
24.5,30.67512166
24.75,30.48362408
25,29.5870096
25.25,30.11457908
25.5,30.36187728
25.75,30.27817635
26,30.4760149
26.25,30.29466289
26.5,30.30227207
26.75,30.3529999
27,30.19193903
27.25,29.97254114
27.5,30.27944454
27.75,30.37963202
28,30.40372774
28.25,30.28071274
28.5,30.26803078
28.75,30.19828001
29,30.45445557
29.25,30.21603475
29.5,30.27563996
29.75,30.44431001
30,30.30988125
30.25,30.31241764
30.5,30.35807269
30.75,30.32636779
31,30.47474671
31.25,30.3847048
31.5,30.45445557
31.75,30.42655527
32,30.02834176
32.25,30.22110753
32.5,30.385973
32.75,30.34919532
33,30.42021429
33.25,30.49123325
33.5,30.57873877
33.75,30.64848954
34,30.84759629
34.25,31.11391743
34.5,30.83871892
34.75,30.92876083
35,29.75948424
35.25,30.18813444
35.5,29.76962981
35.75,29.77850718
36,30.11584728
36.25,29.12158172
36.5,28.89330646
36.75,29.07339027
37,29.20401445
37.25,29.20781904
37.5,30.9997798
37.75,30.88817856
38,31.12786758
38.25,32.20456587
38.5,30.8158914
38.75,30.52420635
39,30.91734707
39.25,28.98081198
39.5,32.56219711
39.75,30.47347851
40,30.55971583
40.25,30.71824031
40.5,30.52927913
40.75,29.93576346
41,30.06385125
41.25,29.79879831
41.5,30.04482831
41.75,30.17798887
42,29.31688388
42.25,29.57686403
42.5,30.44304181
42.75,29.55910929
43,29.69734264
43.25,30.26549439
43.5,30.26422619
43.75,30.74740882
44,30.75121341
44.25,30.78799109
44.5,30.74994521
44.75,30.52547454
45,30.73853145
45.25,30.8158914
45.5,30.59395712
45.75,30.63580758
46,31.05177583
46.25,29.23698754
46.5,29.34985697
46.75,30.23759408
47,29.61490991
47.25,29.86093991
47.5,31.31048779
47.75,31.06318959
48,30.40499594
48.25,29.59588697
48.5,29.83684419
48.75,29.89771759
49,29.67705151
49.25,30.15389315
49.5,30.43543264
49.75,30.32890418
50,30.49884243
50.25,30.68907181
50.5,30.53562011
50.75,30.97948866
51,30.64848954
51.25,30.57620238
51.5,30.57873877
51.75,30.67131707
52,29.1570912
52.25,29.33083404
52.5,29.86601269
52.75,30.70429016
53,30.7233131
53.25,28.03981064
53.5,30.60156629
53.75,30.86154645
54,30.68019444
54.25,30.9985116
54.5,30.98963423
54.75,31.07713975
55,30.60790727
55.25,30.5381565
55.5,30.11711547
55.75,30.65483052
56,30.69034001
56.25,30.66370789
56.5,30.26549439
56.75,30.21730295
57,30.46713753
57.25,29.83557599
57.5,30.27563996
57.75,30.62185743
58,30.55337485
58.25,30.25915341
58.5,30.60410269
58.75,30.83998712
59,31.16084067
59.25,30.46586934
59.5,30.89451954
59.75,30.30861305
60,30.24773965
60.25,29.85840352
60.5,29.80767568
60.75,30.01439161
61,29.18245512
61.25,30.26042161
61.5,30.44431001
