x,z_original,z_tilt_corrected,waviness_component,z_corrected
0.0,61.53758464,0.10802512124510284,0.018744391354723056,0.0891927069262027
0.25,61.48528344,0.055736300869487505,0.019441965711529858,0.03620631219378055
0.5,61.55676174,0.12722698049385567,0.022453921872859512,0.10468503565681907
0.75,61.54978825,0.12026587011823549,0.02229655892962106,0.09788128822443734
1.0,61.54455813,0.11504812974260799,0.02194945997272356,0.09301064680570734
1.25,61.46784971,0.038352089366992144,0.02249034663853068,0.01577371976428437
1.5,61.36324732,-0.06623792100863173,0.021383403290678817,-0.08770934726348764
1.75,61.32489312,-0.10457974138425956,0.01881881629280436,-0.12348658064124102
2.0,61.37196419,-0.05749629175987852,0.018124843281270786,-0.0757091580053264
2.25,61.52363765,0.09418954786449203,0.020030531346987353,0.07407099355332758
2.5,61.47133646,0.04190073748887752,0.026532835035408403,0.015279879489292028
2.75,61.45913285,0.0297095071132571,0.02713981798289787,0.0024816661661821392
3.0,61.36324732,-0.06616364326237405,0.025116342553091968,-0.0913680087796431
3.25,61.48354007,0.05414148636200306,0.024614806564172406,0.029438656833653563
3.5,61.53932801,0.10994180598637766,0.02221185910704853,0.08764192391515205
3.75,61.52015091,0.09077708561075722,0.017400337090810982,0.07328872555576914
4.0,61.56024849,0.13088704523513822,0.01651977942455077,0.11427924284641036
4.25,61.42077864,-0.008570425140486608,0.016463811744631532,-0.025122259849295232
4.5,61.23075097,-0.198585715516106,0.015203781869235017,-0.2138775203495181
4.75,61.38242443,-0.046899875891735436,0.012612899252906968,-0.0596007981088195
5.0,61.42775213,-0.001559796267354189,0.012970352077465153,-0.014618171308996434
5.25,61.51317741,0.08387786335702115,0.0146278605247281,0.06916197986811595
5.5,61.45041598,0.021128812981399077,0.015366586231059265,0.005674203786162721
5.75,61.34058347,-0.08869131739422502,0.013157876469185814,-0.10193721682758793
6.0,61.43472562,0.005463212230158062,0.010949616875471767,-0.005574427609490795
6.25,61.44169911,0.012449081854530815,0.008773505086280352,0.003587553804073372
6.5,61.35453046,-0.07470718852109175,0.008563100556157246,-0.08335831204142609
6.75,61.47307983,0.043854561103284735,0.008353146194193275,0.03541339194491437
7.0,61.51143404,0.08222115072765886,0.004783686364024809,0.07734944139945696
7.25,61.52015091,0.09095040035203934,0.003528158352038129,0.08733421903582413
7.5,61.43298225,0.0037941199764159406,0.0013850948855060894,0.00232100212673276
7.75,61.41554852,-0.013627230399204708,-0.0022477602173896416,-0.011467493145992156
8.0,61.37022082,-0.058942550774833395,-0.006799848411194365,-0.05223072532781612
8.25,61.38939792,-0.03975307115045328,-0.00906970260499926,-0.030771391509631117
8.5,61.37196419,-0.05717442152607393,-0.004714738980622254,-0.05254770550962877
8.75,61.38939792,-0.03972831190170072,0.002334528461936526,-0.04215086332781434
9.0,61.48702682,0.057912967722675686,0.009352098268131673,0.04847284649036692
9.25,61.58814246,0.1590409873470517,0.011202944074327037,0.14775002030854756
9.5,61.45390273,0.02481363697143419,0.01131041678961299,0.01341519721764411
9.75,61.44867261,0.019595896595813796,0.008311515504898961,0.011196358126737744
10.0,61.49225694,0.06319260622018104,0.003537543492912287,0.05956703976309166
10.25,61.40683165,-0.02222030415543546,-0.0025043363372561234,-0.01980399078235643
10.5,61.21854735,-0.21049222453106214,-0.010352984712879015,-0.20022726278236022
10.75,61.31443288,-0.11459431490668552,-0.012844722906683802,-0.10183761496417881
11.0,61.4556461,0.026631284717698774,-0.012927436373215907,0.03947069812673759
11.25,61.40160153,-0.027400905657930567,-0.011869032930656937,-0.015619895691450721
11.5,61.38068106,-0.048308996033550815,-0.008940465669916355,-0.039456553327811554
11.75,61.39114129,-0.03783638640917846,-0.009657132954630164,-0.02826727641872539
12.0,61.41554852,-0.013416776784797295,-0.012085475693889618,-0.0014193240550847684
12.25,61.40334491,-0.025608007160417716,-0.010298025160421654,-0.015398004964173153
12.5,61.34581359,-0.08312694753604748,-0.00914452862695372,-0.07407044187327085
12.75,61.42252201,-0.006406147911664876,-0.010304963548031306,0.0038107926721893397
13.0,61.4294955,0.0005797217127078778,-0.011782375378199806,0.012274074126730592
13.25,61.54455813,0.11565473133708477,-0.010058320299277432,0.1256250286721851
13.5,61.47307983,0.044188810961469156,-0.00532298449308224,0.0494237724903743
13.75,61.34058347,-0.08829516941416275,-0.0025529055959778906,-0.08583028678236196
14.0,61.41554852,-0.013317739789779952,-0.001019036698873578,-0.012386726055083465
14.25,61.43821237,0.009358489834593482,-0.0022428672563146908,0.011513334126731082
14.5,61.34930034,-0.0795411605410297,-0.00150144072284677,-0.07812774278236002
14.75,61.2935124,-0.13531672091665176,-0.00025285109846986866,-0.13515189278235898
15.0,61.34232685,-0.08648989129227717,0.00153459925318003,-0.0881125135096343
15.25,61.60208944,0.17328507833210377,0.0024028166957388757,0.1707942386721878
15.5,61.71192195,0.2831299679564733,0.003429522501934082,0.27961242249036217
15.75,61.75724965,0.3284700475808546,0.0032517159444928802,0.3251303086721846
16.0,61.62475329,0.19598606720523687,0.0021863739325063214,0.19371167030855346
16.25,61.47656658,0.04781173682960511,-8.348044311651606e-05,0.047807194308544534
16.5,61.2935124,-0.13523006354601425,0.0011334115448967527,-0.13645149805508808
16.75,61.09999798,-0.32873210392164115,0.0028891642601827612,-0.331709291146001
17.0,61.1505558,-0.2781619042972597,0.0030917298845597437,-0.2813416571459965
17.25,61.10697147,-0.32173385467288146,0.0032625980543912886,-0.3250844756914498
17.5,61.38242443,-0.04626851504850609,0.005430420951495636,-0.05178695896417882
17.75,61.55501837,0.12633780457587246,0.003350752757690865,0.1228990288540045
18.0,61.47830995,0.04964176420025663,-0.0025009408906594872,0.05205468212673903
18.25,61.39114129,-0.03751451617537387,-0.00074518817537348,-0.036857350964177485
18.5,61.34232685,-0.08631657655099505,0.0010105645399125277,-0.08741516405508466
18.75,61.2935124,-0.13511864692662418,-0.0007204289266194985,-0.13448624096418177
19.0,61.61080631,0.18218764269775928,-0.002166143302242565,0.18426576303582476
19.25,61.51317741,0.08457112232213544,-0.005386928405138283,0.08987002776309663
19.5,61.27607867,-0.15251523805349226,-0.006452270235306777,-0.14615099078236257
19.75,61.35278709,-0.07579443842910964,-0.003523702792747997,-0.07235875860053874
