x,z_original,z_tilt_corrected,waviness_component,z_corrected
35.75,29.77850718,-0.5465789799974554,-0.009523396397453289,-0.5379195998072897
36.0,30.11584728,-0.20928467449125374,0.013156879108747039,-0.22330556980728825
36.25,29.12158172,-1.2035960289850567,-0.044465007785052926,-1.1599950374072912
36.5,28.89330646,-1.4319170834788504,0.03832775212114714,-1.471108851807285
36.75,29.07339027,-1.2518790679726517,0.03407154722734734,-1.2868146314072866
37.0,29.20401445,-1.1213006824664542,0.030474804333547538,-1.1526395030072891
37.25,29.20781904,-1.1175418869602534,0.02525477063974777,-1.1436606738072885
37.5,30.9997798,0.6743730785459481,0.0018234441459478168,0.6716856181927128
37.75,30.88817856,0.5627260440521487,-0.03434056874785196,0.5962025965927131
38.0,31.12786758,0.8023692695583482,-0.0689827464416518,0.8704879997927125
38.25,32.20456587,1.8790217650645507,-0.0674559781354516,1.9456137269927147
38.5,30.8158914,0.4903015005707521,-0.07323401782925142,0.562671502192716
38.75,30.52420635,0.19857065607694982,-0.05694544992305137,0.25465208979271375
39.0,30.91734707,0.5916655815831509,-0.07545617641685108,0.6662577417927145
39.25,28.98081198,-1.3449153029106529,-0.09706130091065088,-1.2487180182072894
39.5,32.56219711,2.2364240325955476,-0.04424869180445053,2.2798087081927108
39.75,30.47347851,0.14765963810175056,-0.017662373098250514,0.1644579949927136
40.0,30.55971583,0.23385116360794858,0.007249927207949619,0.2257372201927115
40.25,30.71824031,0.39232984911414853,0.04966333031414996,0.3418025025927111
40.5,30.52927913,0.20332287462034818,0.09187382182035014,0.11058503659271059
40.75,29.93576346,-0.39023858987344745,0.08173318812655031,-0.4728357942072852
41.0,30.06385125,-0.26219659436724946,0.07620878763275038,-0.33926939820728724
41.25,29.79879831,-0.5272953288610505,0.06256793353895057,-0.5907272786072886
41.5,30.04482831,-0.2813111233548499,0.004337312645150665,-0.286512452207288
41.75,30.17798887,-0.14819635784865023,-0.007325156248649253,-0.14173521780728845
42.0,29.31688388,-1.0093471423424485,0.0012020532575508502,-1.011413211807287
42.25,29.57686403,-0.7494127868362486,-0.0029019680362488837,-0.7473748350072872
42.5,30.44304181,0.11671919866995187,0.06157804306995136,0.05427713939271305
42.75,29.55910929,-0.7672591158238506,-0.015523332623848297,-0.7525997994072898
43.0,29.69734264,-0.6290715603176475,0.007562765682351848,-0.6374983422072868
43.25,30.26549439,-0.06096560481144617,-0.04539216041144793,-0.016437460607285688
43.5,30.26422619,-0.062279599305248706,-0.10017328850524758,0.03702967299271142
43.75,30.74740882,0.42085723620095244,-0.11188648499904726,0.5318797049927122
44.0,30.75121341,0.42461603170714973,-0.1247664214928471,0.5485184369927093
44.25,30.78799109,0.46134791721335283,-0.13292866958664698,0.5934125705927124
44.5,30.74994521,0.4232562427195537,-0.07250688488044668,0.494899111392713
44.75,30.52547454,0.1987397782257543,-0.03181822817424641,0.22969399019271328
45.0,30.73853145,0.41175089373195256,-0.022783739868046188,0.43367061739271134
45.25,30.8158914,0.48906504923815725,-0.011669410761846091,0.4998704437927159
45.5,30.59395712,0.26708497474435383,-0.0013159988556459244,0.2675369573927123
45.75,30.63580758,0.30888964025055593,-0.02317476214944572,0.33120038619271425
46.0,31.05177583,0.7248120957567541,-0.01850286784324548,0.7424509473927121
46.25,29.23698754,-1.0900219887370457,-0.00028664193704538293,-1.0905993630072879
46.5,29.34985697,-0.9771983532308428,0.006465093569154638,-0.9845274630072849
46.75,30.23759408,-0.0895070377246436,0.0090064186753549,-0.09937747260728595
47.0,29.61490991,-0.7122370022184437,-0.0009820314184448842,-0.7121189870072863
47.25,29.86093991,-0.4662527967122467,-0.0035134899122445107,-0.4636033230072896
47.5,31.31048779,0.983249288793957,-0.013654123606044323,0.9960393961927139
47.75,31.06318959,0.7359052943001569,-0.004518180099844159,0.7395594581927136
48.0,30.40499594,0.07766584980635519,0.00035662540635604534,0.0764452081927117
48.25,29.59588697,-0.7314889146874459,-0.006182331887443639,-0.7261705990072898
48.5,29.83684419,-0.4905774891812444,-0.015714231581243545,-0.4757272738072883
48.75,29.89771759,-0.429749883675043,-0.012665628075043376,-0.41794827180728705
49.0,29.67705151,-0.6504617581688446,-0.07186007776884319,-0.5794656966072889
49.25,30.15389315,-0.17366591266264517,-0.14074354386264298,-0.033786385007289636
49.5,30.43543264,0.10782778284355435,-0.11562833235644272,0.22259209899270962
49.75,30.32890418,0.0012535283497574796,-0.061496799250242686,0.061886311392712716
50.0,30.49884243,0.17114598385595817,-0.04211383294404253,0.21239580059271324
50.25,30.68907181,0.36132956936215926,-0.10516359823784238,0.4656291513927142
50.5,30.53562011,0.20783207486835711,-0.07558433753164205,0.2825523961927117
50.75,30.97948866,0.6516548303745577,-0.09358778562544198,0.7443785997927123
51.0,30.64848954,0.32060991588075943,-0.10895338611924184,0.4286992857927138
51.25,30.57620238,0.24827696138696045,-0.08525855421304153,0.33267149939271456
51.5,30.57873877,0.2507675568931594,-0.029554458306841214,0.2794579989927132
51.75,30.67131707,0.34330006239935834,0.020011569599359017,0.3224244765927119
52.0,29.1570912,-1.1709716020944394,0.04837336230555911,-1.220208980607286
52.25,29.33083404,-0.9972745565882408,0.08277176741175941,-1.0809103402072877
52.5,29.86601269,-0.46214170108203895,0.08125486571795978,-0.5442605830072862
52.75,30.70429016,0.3760899744241582,0.08998498642416014,0.28524097179271063
53.0,30.7233131,0.3950671199303604,0.1043966251303603,0.2898064785927127
53.25,28.03981064,-2.28848113456344,0.11094544903656048,-2.400290599807288
53.5,30.60156629,0.27322872094276157,0.09395655774276068,0.17840814699271343
53.75,30.86154645,0.5331630864489587,0.08117807684896097,0.45112099339271033
54.0,30.68019444,0.3517652819551605,0.06063823715516112,0.29026302859271197
54.25,30.9985116,0.6700366474613628,0.028075900661361182,0.6410967305927141
54.5,30.98963423,0.6611134829675618,0.01600760936756135,0.6442418573927129
54.75,31.07713975,0.7485732084737617,0.017686561273761503,0.7300226309927127
55.0,30.60790727,0.2792949339799589,0.01292307797996177,0.2655078397927097
55.25,30.5381565,0.209498369486163,0.056959771886161865,0.15167458139271367
55.5,30.11711547,-0.21158845500763543,0.10784472339236206,-0.32029719460728495
55.75,30.65483052,0.3260808004985632,0.14675790609856226,0.17845887819271347
56.0,30.69034001,0.36154449600476163,0.16497413200476246,0.1957063477927117
56.25,30.66370789,0.33486658151096244,0.1546305871109627,0.17937197819271228
56.5,30.26549439,-0.0633927129828353,0.2687731486171629,-0.3330298778072856
56.75,30.21730295,-0.11162994747663599,0.25700922452336317,-0.3695031882072866
57.0,30.46713753,0.13815883802956155,0.23241115802956352,-0.09511633620728942
57.25,29.83557599,-0.4934484964642389,0.19949372673576365,-0.69380623940729
57.5,30.27563996,-0.05343032095803532,0.15181449544196374,-0.20610883260728652
57.75,30.62185743,0.29274135454816325,0.11275899614816387,0.17911834219271192
