x,z
340.25,2.010087677
340.5,2.005537477
340.75,2.010307848
341,2.052140335
341.25,2.114301942
341.5,2.114448723
341.75,2.081643247
342,2.057424439
342.25,2.057571219
342.5,2.075038117
342.75,2.101091683
343,2.098963364
343.25,2.08024883
343.5,2.066304668
343.75,2.080615782
344,2.083184443
344.25,2.06219481
344.5,2.0599931
344.75,2.076726095
345,2.113054307
345.25,2.117971459
345.5,2.092284844
345.75,2.079881879
346,2.063736007
346.25,2.052140335
346.5,2.042966544
346.75,2.030636969
347,2.021389788
347.25,2.009940897
347.5,2.005464087
347.75,2.026894062
348,2.058598684
348.25,2.080909343
348.5,2.088174986
348.75,2.069607233
349,2.047957086
349.25,2.043553667
349.5,2.048544209
349.75,2.059039026
350,2.088395157
350.25,2.093459089
350.5,2.081129514
350.75,2.0531678
351,2.046415889
351.25,2.072689627
351.5,2.087954815
351.75,2.10483459
352,2.090963818
352.25,2.081936808
352.5,2.070414526
352.75,2.051186261
353,2.03981076
353.25,2.025939988
353.5,2.018454175
353.75,2.029022382
354,2.038856686
354.25,2.048617599
354.5,2.059259197
354.75,2.059626148
355,2.045021473
355.25,2.031297482
355.5,2.053681532
355.75,2.090156525
356,2.124356417
356.25,2.120026388
356.5,2.105495103
356.75,2.108210545
357,2.080395611
357.25,2.056396974
357.5,2.063956178
357.75,2.083918347
358,2.096101141
358.25,2.08237715
358.5,2.061607687
358.75,2.032985459
359,2.011335313
359.25,2.002381693
359.5,2.015298391
359.75,2.034600047
360,2.050012015
360.25,2.03540734
360.5,2.019408249
360.75,2.031517653
361,2.036728366
361.25,2.025352865
361.5,1.999813031
361.75,1.953944077
362,1.942641966
362.25,1.962604135
362.5,2.030636969
362.75,2.067111962
363,2.069900794
363.25,2.079808488
363.5,2.094266383
363.75,2.107329861
364,2.098229461
364.25,2.091624331
364.5,2.101532025
364.75,2.101898977
365,2.095220457
365.25,2.083844956
365.5,2.074084043
365.75,2.065057033
366,2.04663606
366.25,2.020288933
366.5,1.999592861
366.75,2.002308303
367,2.012069216
367.25,1.993721634
