x,z
367.5,1.979116959
367.75,1.999152519
368,2.023958449
368.25,2.054929167
368.5,2.09140416
368.75,2.070634697
369,1.830795107
369.25,1.83351055
369.5,2.045094863
369.75,2.060433442
370,2.041131786
370.25,2.034453266
370.5,2.039517199
370.75,2.045388425
371,2.043406886
371.25,2.043773838
371.5,2.048911161
371.75,2.053975093
372,2.054342045
372.25,2.038196173
372.5,2.018967907
372.75,2.027114233
373,2.043994009
373.25,2.039663979
373.5,2.015665342
373.75,2.021463178
374,2.043039934
374.25,2.036361415
374.5,2.051553212
374.75,2.063736007
375,2.056984097
375.25,2.021243007
375.5,1.992473999
375.75,1.99284095
376,1.993134512
376.25,2.010821581
376.5,2.037829221
376.75,2.042819763
377,2.029022382
377.25,1.997904883
377.5,2.019408249
377.75,2.044140789
378,2.053901703
378.25,2.008619871
378.5,2.008913432
378.75,2.011628874
379,2.024472181
379.25,2.041351957
379.5,2.029829675
379.75,2.023077765
380,2.057130877
380.25,2.059772929
380.5,2.048324038
380.75,2.058011561
381,2.063075494
381.25,2.061020565
381.5,2.058965635
381.75,2.067111962
382,2.088541937
382.25,2.086487008
382.5,2.082083589
382.75,2.097275386
383,2.10938479
383.25,2.141089412
383.5,2.157822406
383.75,2.153345596
384,2.153712548
384.25,2.137493286
384.5,2.099256925
384.75,2.072836407
385,2.051920164
385.25,2.040397883
385.5,2.025793207
385.75,2.023664888
386,2.02865543
386.25,2.041498737
386.5,2.073129969
386.75,2.092284844
387,2.105128151
387.25,2.105421713
387.5,2.090670257
387.75,2.081569856
388,2.096761654
388.25,2.111072768
388.5,2.106669348
388.75,2.085679715
389,2.07569863
389.25,2.075992191
389.5,2.071515381
389.75,2.074157433
390,2.08465225
390.25,2.087220911
390.5,2.085092592
390.75,2.068799939
391,2.040030931
391.25,2.013537023
391.5,1.99724437
391.75,2.014050755
392,2.016619416
392.25,2.012142606
392.5,1.995923344
392.75,1.969429436
393,1.950714902
393.25,1.950935073
393.5,1.958274106
393.75,1.960842768
394,1.961062939
394.25,1.958934619
394.5,1.966934165
394.75,1.967154336
395,1.960329035
395.25,1.965172797
395.5,1.97251183
395.75,1.99944608
396,2.011335313
396.25,2.021756739
396.5,2.02190352
396.75,1.995483002
397,1.979116959
397.25,2.002895425
397.5,2.034453266
397.75,2.051920164
398,2.063882787
398.25,2.07114843
398.5,2.079147975
398.75,2.079294756
399,2.081790027
399.25,2.079661708
399.5,2.070414526
399.75,2.060360052
400,2.036948537
400.25,2.0175001
400.5,2.008179529
400.75,2.023297936
401,2.049351502
401.25,2.059626148
401.5,2.057424439
401.75,2.081129514
402,2.100944903
402.25,2.103440174
402.5,2.08700074
402.75,2.05103948
403,2.041792299
403.25,2.039517199
403.5,2.034966998
403.75,2.058672074
404,2.083111053
404.25,2.076212362
404.5,2.0668184
404.75,2.049718454
405,2.023885059
405.25,2.006711722
405.5,1.99504266
405.75,2.017133149
406,2.033792753
406.25,2.04876438
406.5,2.063002103
406.75,2.074891336
407,2.077386608
407.25,2.058598684
407.5,2.031957995
407.75,2.025059304
408,2.029829675
408.25,2.025206085
408.5,2.020582494
408.75,2.015958904
409,2.035774292
409.25,2.054635606
409.5,2.052360506
409.75,2.035994463
410,2.024325401
410.25,2.033792753
410.5,2.043260105
410.75,2.043480276
411,2.036434805
411.25,2.046782841
411.5,2.051553212
411.75,2.049278112
412,2.056396974
412.25,2.061240736
412.5,2.054268654
412.75,2.056763926
413,2.090596866
413.25,2.105568493
413.5,2.083698176
413.75,2.054708996
414,2.072102504
414.25,2.074597775
414.5,2.094266383
414.75,2.087294302
415,2.060727003
415.25,2.04436096
415.5,2.046782841
415.75,2.056323584
416,2.063515836
416.25,2.058965635
416.5,2.054342045
416.75,2.037976002
417,2.018454175
417.25,2.023297936
417.5,2.045388425
417.75,2.069827404
418,2.077093046
418.25,2.065350594
418.5,2.045902157
418.75,2.029536114
419,2.024985914
419.25,2.029903066
419.5,2.030049846
419.75,2.052140335
420,2.07349692
420.25,2.079147975
420.5,2.086413618
420.75,2.079441537
421,2.072616236
421.25,2.046122328
421.5,2.036875147
421.75,2.010381239
422,1.994088586
422.25,1.989538386
422.5,2.015665342
422.75,2.042599592
423,2.040471273
423.25,2.035994463
423.5,2.036214634
423.75,2.041131786
424,2.036654976
424.25,2.027554575
424.5,2.030123237
424.75,2.028068308
425,2.040838225
425.25,2.036434805
425.5,2.043847228
425.75,2.063002103
426,2.078120511
426.25,2.061240736
426.5,2.054415435
426.75,2.047663525
427,2.040911615
427.25,2.024765743
427.5,2.046342499
427.75,2.080469001
428,2.078487462
428.25,2.064690081
428.5,2.028948991
428.75,2.010528019
429,2.039223637
429.25,2.085899886
429.5,2.115402797
429.75,2.122888611
430,2.130374424
430.25,2.118998923
430.5,2.074010652
430.75,2.079147975
431,2.06234159
431.25,2.043994009
431.5,2.030343408
431.75,2.040251102
432,2.083991737
432.25,2.101752196
432.5,2.068506378
432.75,2.030563579
433,2.031150701
433.25,2.048984551
433.5,2.056617145
433.75,2.071368601
434,2.096321312
434.25,2.113347868
434.5,2.083331224
434.75,2.043186715
435,2.014711268
435.25,2.020068762
435.5,2.030196627
435.75,2.021463178
436,2.022123691
436.25,2.013390242
436.5,2.031370872
436.75,2.075258288
437,2.116797213
437.25,2.144245196
437.5,2.159070042
437.75,2.177124063
438,2.153492377
438.25,2.108797668
438.5,2.056910706
438.75,2.023958449
439,2.020068762
439.25,2.032691898
439.5,2.040544663
439.75,2.041351957
440,2.066524839
440.25,2.082303759
440.5,2.090229915
440.75,2.120173168
441,2.139915167
441.25,2.13844736
441.5,2.15187779
441.75,2.186518024
442,2.189747199
442.25,2.195398254
442.5,2.191581957
442.75,2.197306403
443,2.198260477
443.25,2.16310651
443.5,2.14519927
443.75,2.133603598
444,2.129860692
444.25,2.138667531
444.5,2.132576134
444.75,2.118705362
445,2.129860692
445.25,2.128539666
445.5,2.061974639
445.75,2.033939534
446,2.020802665
446.25,2.02190352
446.5,2.044874693
446.75,2.033352411
447,2.036728366
447.25,2.055075948
447.5,2.04663606
447.75,2.016325855
448,2.000840496
448.25,1.987043115
448.5,1.983373598
448.75,1.97258522
449,1.961943623
449.25,1.97478693
449.5,1.985281747
449.75,1.986309211
450,1.982713085
450.25,1.996290296
450.5,1.980144424
450.75,1.991373144
451,1.992473999
451.25,1.964512284
451.5,1.982859866
451.75,1.979190349
452,1.980291204
452.25,1.95695308
452.5,1.933761737
452.75,1.9568063
453,2.003409158
453.25,2.02645372
453.5,2.015738733
453.75,2.021536568
454,2.036728366
454.25,2.055075948
454.5,2.056103413
454.75,2.050158796
455,2.041792299
455.25,2.032618508
455.5,2.048544209
455.75,2.085679715
456,2.082010198
456.25,2.03753566
456.5,2.028361869
456.75,2.037242098
457,2.045315034
457.25,2.034600047
457.5,1.987630237
457.75,1.983153427
458,2.023371327
458.25,2.036214634
458.5,2.041865689
458.75,2.052360506
459,2.08472564
459.25,2.105274932
459.5,2.115696358
459.75,2.111953452
460,2.096394702
460.25,2.068212817
460.5,2.044874693
460.75,2.031664434
461,2.020802665
461.25,2.012362777
461.5,2.022637423
461.75,2.028288479
462,2.055809851
462.25,2.042599592
462.5,2.019114688
462.75,2.005904429
463,1.99496927
463.25,2.000546935
463.5,2.024985914
463.75,2.040691444
464,2.055663071
464.25,2.064323129
464.5,2.038416344
464.75,2.029829675
465,2.030636969
465.25,2.052654067
465.5,2.05103948
465.75,2.049498283
466,2.047883696
466.25,2.020362323
466.5,2.011702265
466.75,2.031297482
467,2.049278112
467.25,2.057057487
467.5,2.046048938
467.75,2.058525293
468,2.030196627
468.25,1.987703627
468.5,1.962457355
468.75,1.993721634
469,2.004583403
469.25,1.980658156
469.5,1.976621688
469.75,1.981905792
470,1.958347497
470.25,1.971410975
470.5,2.012656339
470.75,2.03753566
471,2.047516744
471.25,2.007445626
471.5,1.989171434
471.75,2.023371327
472,2.057571219
472.25,2.065130423
472.5,2.102412709
472.75,2.095073676
473,2.093238918
473.25,2.08905567
473.5,2.109164619
473.75,2.095587409
474,2.06006649
474.25,2.055883242
474.5,2.027481185
474.75,2.04201247
475,2.071368601
475.25,2.064763471
475.5,2.036361415
475.75,2.007885968
476,1.97698864
476.25,1.946164702
476.5,1.954384419
476.75,1.966567213
477,1.971631146
477.25,1.989171434
477.5,2.033352411
477.75,2.031370872
478,2.029389333
478.25,2.036801756
478.5,2.04656267
478.75,2.018013833
479,2.001941351
479.25,1.99049246
479.5,2.000253373
479.75,2.015371781
480,2.022784204
480.25,2.030123237
480.5,2.035040389
480.75,2.074524385
481,2.103733735
481.25,2.065717545
481.5,2.030049846
481.75,2.034966998
482,2.042306031
482.25,2.018307394
482.5,2.02403184
482.75,2.093826041
483,2.134704453
483.25,2.116210091
483.5,2.087514473
483.75,2.083037663
484,2.076285753
484.25,2.066378058
484.5,2.096321312
484.75,2.122301488
485,2.05991971
485.25,1.990639241
485.5,1.993134512
485.75,2.015225
486,2.027921527
486.25,2.015591952
486.5,2.03526056
486.75,2.035480731
487,2.02630694
487.25,2.035774292
487.5,2.075111507
487.75,2.091624331
488,2.066011107
488.25,2.039590589
488.5,2.04201247
488.75,2.044507741
489,2.06887333
489.25,2.061901248
489.5,2.044874693
489.75,2.03093053
490,2.033425801
490.25,2.033499192
490.5,2.033645972
490.75,2.046269109
491,2.058084951
491.25,2.05111287
491.5,2.039517199
491.75,2.041939079
492,2.04201247
492.25,2.03973737
492.5,2.032765288
492.75,2.010968361
493,1.997024199
493.25,1.994749099
493.5,2.00179457
493.75,2.006564942
494,2.006638332
494.25,1.99724437
494.5,2.026233549
494.75,1.987997189
495,2.02630694
495.25,2.081863418
495.5,2.096761654
495.75,2.113201087
496,2.092064673
496.25,2.067919255
496.5,2.053828312
496.75,2.049131332
497,2.049204722
497.25,2.060947174
497.5,2.078120511
497.75,2.082817492
498,2.078120511
498.25,2.03981076
498.5,2.017940442
498.75,2.00854648
499,2.028068308
499.25,2.030416798
499.5,2.025719817
499.75,2.020949446
500,2.018600955
500.25,2.0061246
500.5,1.996657247
500.75,2.003702719
501,2.016105684
501.25,2.030196627
501.5,2.032471727
501.75,2.030123237
502,2.025352865
502.25,2.030710359
502.5,2.013537023
502.75,1.99937269
503,2.00399628
503.25,2.008619871
503.5,2.00619799
503.75,2.00847309
504,2.042746373
504.25,2.052066945
504.5,2.044948083
504.75,2.044874693
505,2.073717091
505.25,2.075992191
505.5,2.064102958
505.75,2.061681077
506,2.088174986
506.25,2.099697267
506.5,2.145786393
506.75,2.179252382
507,2.10490798
507.25,2.018087223
507.5,1.989024653
507.75,2.013096681
508,2.037242098
508.25,2.026894062
508.5,2.019775201
508.75,2.046269109
509,2.082010198
509.25,2.106082226
509.5,2.130154253
509.75,2.140282118
510,2.065057033
510.25,1.98836414
510.5,1.99056585
510.75,2.014637878
511,2.041058395
511.25,2.062781932
511.5,2.069680623
511.75,2.081202905
512,2.117824678
512.25,2.119952997
512.5,2.115109236
512.75,2.095440628
513,2.068726549
513.25,2.063882787
513.5,2.061387516
513.75,2.075992191
514,2.078193901
514.25,2.080395611
514.5,2.084945811
514.75,2.056690535
515,2.041645518
515.25,2.029829675
515.5,2.003115596
515.75,1.986529382
516,1.976181346
516.25,1.971410975
516.5,1.975887785
516.75,1.983593769
517,1.99276756
517.25,1.999739641
517.5,1.96128311
517.75,1.937724815
518,1.946971996
518.25,1.946898605
518.5,1.966273652
518.75,1.995116051
519,2.014491097
519.25,2.021389788
519.5,2.030636969
519.75,2.014197536
520,2.011775655
520.25,1.97023673
520.5,1.949100315
520.75,1.958347497
521,1.980144424
521.25,1.99496927
521.5,2.006638332
521.75,2.023738278
522,2.023738278
522.25,2.021316397
522.5,2.052580677
522.75,2.054929167
523,2.021316397
523.25,2.030710359
523.5,2.050305577
523.75,2.057351048
524,2.043333496
524.25,2.026894062
524.5,2.016839587
524.75,2.027040843
525,2.060727003
525.25,2.074964727
525.5,2.080469001
525.75,2.090009744
526,2.097201996
526.25,2.083257834
526.5,2.042746373
526.75,2.013977365
527,2.028288479
527.25,2.048030477
527.5,2.070047575
527.75,2.079735098
528,2.065864326
528.25,2.034893608
528.5,2.023371327
528.75,2.018967907
529,2.019261468
529.25,2.026673891
529.5,2.058231732
529.75,2.094559944
530,2.116797213
530.25,2.127365421
530.5,2.137126334
530.75,2.142190267
531,2.152831864
531.25,2.17433523
531.5,2.211544126
531.75,2.2549912
532,2.299245567
532.25,2.318547223
532.5,2.316712465
532.75,2.310254116
533,2.296750296
533.25,2.273118611
533.5,2.220571136
533.75,2.15870309
534,2.121053852
534.25,2.085826495
534.5,2.048177257
534.75,2.037095318
535,2.054268654
535.25,2.083844956
535.5,2.113494649
535.75,2.119806217
536,2.115109236
536.25,2.094853505
536.5,2.078414072
536.75,2.076872875
537,2.087954815
537.25,2.115402797
537.5,2.130301034
537.75,2.139034483
538,2.142337047
538.25,2.143217731
538.5,2.141823315
538.75,2.133456818
539,2.112467184
539.25,2.093972822
539.5,2.073937262
539.75,2.053094409
540,2.049424893
540.25,2.055075948
540.5,2.056176803
540.75,2.086193447
541,2.126411346
541.25,2.177491014
541.5,2.210590052
541.75,2.206333413
542,2.191068225
542.25,2.141456363
542.5,2.092651796
542.75,2.067258742
543,2.063736007
543.25,2.057938171
543.5,2.04421418
543.75,2.031444263
544,2.01074819
544.25,1.990932802
544.5,1.979704082
544.75,1.986455992
545,1.985355137
545.25,1.984327672
545.5,1.983226817
545.75,1.984547843
546,1.99056585
546.25,1.996583857
546.5,1.988510921
546.75,1.980437985
547,1.984107501
547.25,1.990198899
547.5,2.008693261
547.75,2.02638033
548,2.02858204
548.25,2.032251556
548.5,2.043039934
548.75,2.056910706
549,2.055956632
549.25,2.03305885
549.5,2.000840496
549.75,1.963925161
550,1.955191712
550.25,1.956586129
550.5,1.970456901
550.75,1.985868869
551,1.997464541
551.25,1.994161976
551.5,2.000253373
551.75,2.018821126
552,2.024912523
552.25,2.02630694
552.5,2.018307394
552.75,2.01735332
553,2.016399245
553.25,2.017793662
553.5,2.012142606
553.75,1.979850862
554,1.976548298
554.25,1.987336676
554.5,2.003555938
554.75,2.011995826
555,2.006344771
555.25,2.012436168
555.5,2.03093053
555.75,2.05103948
556,2.054782387
556.25,2.053754922
556.5,2.052800848
556.75,2.078414072
557,2.067992646
557.25,2.045168254
557.5,2.037095318
557.75,2.045461815
558,2.064029568
558.25,2.056030022
558.5,2.064323129
558.75,2.056250193
559,2.0622682
559.25,2.070634697
559.5,2.062561761
559.75,2.030270017
560,2.019921981
560.25,2.021243007
560.5,2.015518562
560.75,2.014417707
561,2.013390242
561.25,2.010014287
561.5,2.003409158
561.75,2.012582948
562,2.023151156
562.25,2.039297028
562.5,2.071808943
562.75,2.092578405
563,2.088395157
563.25,2.063809397
563.5,2.054929167
563.75,2.051479822
564,2.060506832
564.25,2.080469001
564.5,2.105935445
564.75,2.097789119
565,2.079441537
565.25,2.03768244
565.5,2.002895425
565.75,1.99944608
566,2.014711268
566.25,2.023664888
566.5,2.010087677
566.75,1.99717098
567,1.991373144
567.25,2.008913432
567.5,2.027261014
567.75,2.035480731
568,2.03981076
568.25,2.045535205
568.5,2.07562524
568.75,2.101018293
569,2.08024883
569.25,2.045461815
569.5,2.039517199
569.75,2.062488371
570,2.055883242
570.25,2.054635606
570.5,2.065864326
570.75,2.100577951
571,2.121200633
571.25,2.13404394
571.5,2.159363603
571.75,2.158042577
572,2.145052489
572.25,2.128980008
572.5,2.122962001
572.75,2.104541029
573,2.084432079
573.25,2.054268654
573.5,2.02403184
573.75,2.000840496
574,1.992473999
574.25,1.991152973
574.5,1.996877418
574.75,2.000253373
575,2.004436622
575.25,2.012362777
575.5,2.020435713
575.75,2.016766197
576,2.020068762
576.25,2.028875601
576.5,2.032178166
576.75,2.026086769
577,2.012215997
577.25,2.003776109
577.5,2.007078674
577.75,1.993941805
578,1.977722543
578.25,1.973979636
578.5,1.985134966
578.75,1.98829075
579,1.989244824
579.25,1.99951947
579.5,2.000400154
579.75,2.006785113
580,1.99284095
580.25,1.981979182
580.5,2.014124145
580.75,2.055663071
581,2.064249739
581.25,2.060433442
581.5,2.068359597
581.75,2.078560853
582,2.079441537
582.25,2.056763926
582.5,2.049791844
582.75,2.063075494
583,2.04436096
583.25,2.019334859
583.5,2.005317306
583.75,2.025646427
584,2.033499192
584.25,2.031884605
584.5,2.023297936
584.75,2.014637878
585,2.008326309
585.25,1.994308757
585.5,1.983300208
585.75,1.97698864
586,1.977722543
586.25,1.987850408
586.5,2.003335767
586.75,2.011115142
587,2.014197536
587.25,2.017206539
587.5,2.052287116
587.75,2.079514927
588,2.098889973
588.25,2.087881424
588.5,2.076799485
588.75,2.082156979
589,2.07577202
589.25,2.066231278
589.5,2.02865543
589.75,1.991006192
590,1.986896334
590.25,2.007078674
590.5,2.02645372
590.75,2.030196627
591,2.03078375
591.25,2.033719363
591.5,2.046048938
591.75,2.061460907
592,2.057351048
592.25,2.050892699
592.5,2.051479822
592.75,2.054415435
593,2.055002558
593.25,2.043847228
593.5,2.020142152
593.75,2.003555938
594,1.987630237
594.25,1.95695308
594.5,1.959815303
594.75,1.972878781
595,1.985134966
595.25,2.000473544
595.5,2.0175001
595.75,2.028141698
596,2.021609959
596.25,2.019775201
596.5,2.032031385
596.75,2.049718454
597,2.076799485
597.25,2.103073222
597.5,2.098889973
597.75,2.078340682
598,2.030343408
598.25,2.014491097
598.5,2.015004829
598.75,2.044434351
599,2.051846774
599.25,2.050012015
599.5,2.031811214
599.75,2.010454629
600,2.010968361
600.25,2.033279021
600.5,2.060286661
600.75,2.082744101
601,2.094853505
601.25,2.093018747
601.5,2.09353248
601.75,2.15187779
602,2.159363603
602.25,2.145786393
602.5,2.096321312
602.75,2.038930076
603,2.024545572
603.25,2.027407795
603.5,2.042746373
603.75,2.045535205
604,2.032031385
604.25,2.023151156
604.5,2.015812123
604.75,2.013977365
605,2.002675254
605.25,1.991519924
605.5,1.987336676
605.75,1.992547389
606,2.01955503
606.25,2.070854868
606.5,2.112026842
606.75,2.119586046
607,2.106008835
607.25,2.068212817
607.5,2.092945357
607.75,2.109898523
608,2.139328044
608.25,2.132796305
608.5,2.109091229
608.75,2.081496466
609,2.069533843
609.25,2.08252393
609.5,2.092431625
609.75,2.061754468
610,2.02630694
610.25,2.024545572
610.5,2.022710814
610.75,2.013903974
611,2.005097135
611.25,2.007959358
611.5,2.00847309
611.75,2.011408703
612,2.021389788
612.25,2.034379876
612.5,2.030270017
612.75,2.018380784
613,2.029095772
613.25,2.027334404
613.5,2.04201247
613.75,2.06446991
614,2.096321312
614.25,2.1070363
614.5,2.112320403
614.75,2.101165074
615,2.077533388
615.25,2.07349692
615.5,2.064690081
615.75,2.065277204
616,2.070634697
616.25,2.073570311
616.5,2.078927804
616.75,2.081863418
617,2.085606324
617.25,2.09800929
617.5,2.111072768
617.75,2.092211454
618,2.054562216
618.25,2.033352411
618.5,2.019921981
618.75,2.042452812
619,2.086120057
619.25,2.09147755
619.5,2.082744101
619.75,2.074010652
620,2.072396065
620.25,2.068359597
620.5,2.049571673
620.75,2.023664888
621,1.998565396
621.25,1.986749553
621.5,1.978089495
621.75,1.98821736
622,2.001427619
622.25,2.016252465
622.5,2.036508195
622.75,2.059112416
623,2.077019656
623.25,2.084799031
623.5,2.102706271
623.75,2.072249285
624,2.031591043
624.25,2.011261923
624.5,2.026160159
624.75,2.034673437
625,2.006564942
625.25,1.971410975
625.5,1.940953989
625.75,1.929284927
626,1.944990457
626.25,1.986455992
626.5,2.006785113
626.75,2.027187624
627,2.049938625
627.25,2.062488371
627.5,2.070341136
627.75,2.07122182
628,2.040838225
628.25,2.008252919
628.5,1.99269417
628.75,1.984180892
629,1.980437985
629.25,1.981392059
629.5,1.996437076
629.75,2.007519016
630,1.998345225
630.25,2.002381693
630.5,2.043994009
630.75,2.069240281
631,2.089716183
631.25,2.080542392
631.5,2.069900794
631.75,2.039663979
632,1.939926524
632.25,1.936257008
632.5,2.004510012
632.75,2.032178166
633,2.052800848
633.25,2.070267746
633.5,2.095587409
633.75,2.123255562
634,2.108063764
634.25,2.120833681
634.5,2.136832773
634.75,2.162225826
635,2.168097052
635.25,2.145052489
635.5,2.110338865
635.75,2.099844048
636,2.101091683
636.25,2.102265929
636.5,2.103513564
636.75,2.109458181
637,2.113127697
637.25,2.109678352
637.5,2.101605416
637.75,2.081056124
638,2.053461361
638.25,2.052433896
638.5,2.078047121
638.75,2.130154253
639,2.155767477
639.25,2.181380701
639.5,2.233561224
639.75,2.256092055
640,2.28632887
640.25,2.290145167
640.5,2.27752203
640.75,2.218809768
641,2.189013296
641.25,2.202957458
641.5,2.189600418
641.75,2.128613056
642,2.073056578
642.25,2.059699539
642.5,2.080762563
642.75,2.096394702
643,2.072175894
643.25,2.049424893
643.5,2.046342499
643.75,2.040911615
644,2.051773383
644.25,2.055736461
644.5,2.062048029
644.75,2.054268654
645,2.04883777
645.25,2.067699084
645.5,2.0622682
645.75,2.04436096
646,2.012436168
646.25,2.004730183
646.5,2.008766651
646.75,2.010381239
647,2.012069216
647.25,2.011408703
647.5,2.030270017
647.75,2.048324038
648,2.052360506
648.25,2.032985459
648.5,2.01507822
648.75,2.036361415
649,2.02638033
649.25,2.003849499
649.5,2.003262377
649.75,2.014270926
650,2.006638332
650.25,1.999005738
650.5,2.000767106
650.75,1.997758102
651,1.992473999
651.25,2.003482548
651.5,2.020142152
651.75,2.033572582
652,2.045461815
652.25,2.047223183
652.5,2.077753559
652.75,2.079514927
653,2.074230823
653.25,2.042379421
653.5,2.004950354
653.75,2.002014741
654,2.003702719
654.25,1.993795025
654.5,1.988437531
654.75,1.99944608
655,1.996437076
655.25,2.000546935
655.5,2.019408249
655.75,2.025793207
656,2.011115142
656.25,2.005757648
656.5,2.021463178
656.75,2.040251102
657,2.034966998
657.25,2.045975547
657.5,2.047590135
657.75,2.046929622
658,2.032178166
658.25,2.000179983
658.5,1.979997643
658.75,1.969869778
659,1.971484365
659.25,1.980144424
659.5,2.003555938
659.75,2.024692352
660,2.033279021
660.25,2.037168708
660.5,2.045755376
660.75,2.033279021
661,2.037168708
661.25,2.026967453
661.5,2.016032294
661.75,2.029976456
662,2.040911615
662.25,2.047957086
662.5,2.041572128
662.75,2.033645972
663,2.03981076
663.25,2.022490643
663.5,2.02630694
663.75,2.030123237
664,2.024545572
664.25,2.018894517
664.5,2.020362323
664.75,2.02645372
665,2.045021473
665.25,2.053461361
665.5,2.054855777
665.75,2.022637423
666,1.988070579
666.25,1.982346134
666.5,1.98608904
666.75,1.989758557
667,1.988731092
667.25,2.036141244
667.5,2.090596866
667.75,2.077093046
668,2.03540734
668.25,2.046048938
668.5,2.037976002
668.75,1.988437531
669,1.956145787
669.25,1.936330398
669.5,1.942275015
669.75,1.948146241
670,1.951742367
670.25,1.965392968
670.5,1.980731546
670.75,1.967888239
671,1.976107956
671.25,1.994455538
671.5,2.01287651
671.75,2.021096226
672,2.029315943
672.25,2.045315034
672.5,2.055883242
672.75,2.038269563
673,2.034746827
673.25,2.040618054
673.5,2.032324947
673.75,2.011628874
674,2.01507822
674.25,2.02872882
674.5,2.039223637
674.75,2.049791844
675,2.053975093
675.25,2.040251102
675.5,2.060873784
675.75,2.095660799
676,2.113934991
676.25,2.115035846
676.5,2.098963364
676.75,2.085973276
677,2.075331678
677.25,2.078781024
677.5,2.08692735
677.75,2.080982734
678,2.050819309
678.25,2.034746827
678.5,2.043553667
678.75,2.054048483
679,2.081716637
679.25,2.092945357
679.5,2.079221366
679.75,2.07562524
680,2.060286661
680.25,2.039517199
680.5,2.042966544
680.75,2.041718908
681,2.045168254
681.25,2.036875147
681.5,2.037976002
681.75,2.075038117
682,2.095660799
682.25,2.092064673
682.5,2.10483459
682.75,2.106742739
683,2.105495103
683.25,2.084799031
683.5,2.066378058
683.75,2.058084951
684,2.049865235
684.25,2.043920618
684.5,2.032618508
684.75,1.98374055
685,1.970016559
685.25,1.974273198
685.5,1.975447443
685.75,1.961796842
686,1.953577125
686.25,1.95005439
686.5,1.960622597
686.75,1.981318669
687,1.99504266
687.25,1.988437531
687.5,1.99276756
687.75,2.003335767
688,2.028802211
688.25,2.054268654
688.5,2.062561761
688.75,2.104394248
689,2.144758928
689.25,2.162372607
689.5,2.194957912
689.75,2.182114605
690,2.085019202
690.25,2.047957086
690.5,2.092211454
690.75,2.115476187
691,2.107403251
691.25,2.08920245
691.5,2.061607687
691.75,2.099697267
692,2.177637795
692.25,2.160317678
692.5,2.117898068
692.75,2.136465821
693,2.178518479
693.25,2.18769227
693.5,2.162592778
693.75,2.152391522
694,2.100651341
694.25,2.01302329
694.5,1.966787384
694.75,1.951155244
695,1.95027456
695.25,1.947118776
695.5,1.943962992
695.75,1.95247627
696,1.968915704
696.25,2.006418161
696.5,2.022784204
696.75,2.022050301
697,2.023664888
697.25,2.027627966
697.5,2.046415889
697.75,2.073790482
698,2.080909343
698.25,2.094266383
698.5,2.106155616
698.75,2.099990828
699,2.051699993
699.25,2.010381239
699.5,1.992620779
699.75,2.045168254
700,2.067992646
700.25,2.055736461
700.5,2.069974184
700.75,2.071808943
701,2.049351502
701.25,2.039443808
701.5,2.074891336
701.75,2.079147975
702,2.092651796
702.25,2.100064219
702.5,2.113641429
702.75,2.137419895
703,2.161198361
703.25,2.150703545
703.5,2.10490798
703.75,2.068653159
704,2.08700074
704.25,2.094559944
704.5,2.101238464
704.75,2.110265474
705,2.109971913
705.25,2.078414072
705.5,2.07114843
705.75,2.056030022
706,2.080028659
706.25,2.104027296
706.5,2.079588317
706.75,2.052800848
707,2.031591043
707.25,2.054782387
707.5,2.081276295
707.75,2.056910706
708,2.054415435
708.25,2.047369964
708.5,2.054268654
708.75,2.073790482
709,2.06902011
709.25,2.054121874
709.5,2.028288479
