"ITO_020PER_2.spc - RawData"
"”g’· (nm)","T%"
350.00,63.724
351.00,64.408
352.00,65.409
353.00,66.377
354.00,67.276
355.00,68.107
356.00,68.837
357.00,69.512
358.00,70.148
359.00,70.749
360.00,71.309
361.00,71.857
362.00,72.340
363.00,72.804
364.00,73.200
365.00,73.568
366.00,73.881
367.00,74.125
368.00,74.320
369.00,74.464
370.00,74.596
371.00,74.691
372.00,74.761
373.00,74.799
374.00,74.825
375.00,74.824
376.00,74.807
377.00,74.789
378.00,74.800
379.00,74.831
380.00,74.872
381.00,74.951
382.00,75.050
383.00,75.180
384.00,75.340
385.00,75.504
386.00,75.677
387.00,75.835
388.00,75.962
389.00,76.091
390.00,76.216
391.00,76.349
392.00,76.477
393.00,76.572
394.00,76.668
395.00,76.718
396.00,76.775
397.00,76.818
398.00,76.915
399.00,76.987
400.00,77.068
401.00,77.107
402.00,77.168
403.00,77.223
404.00,77.259
405.00,77.291
406.00,77.314
407.00,77.361
408.00,77.433
409.00,77.497
410.00,77.561
411.00,77.592
412.00,77.652
413.00,77.714
414.00,77.798
415.00,77.854
416.00,77.967
417.00,78.061
418.00,78.179
419.00,78.287
420.00,78.416
421.00,78.561
422.00,78.673
423.00,78.795
424.00,78.911
425.00,79.038
426.00,79.146
427.00,79.260
428.00,79.401
429.00,79.539
430.00,79.697
431.00,79.831
432.00,79.962
433.00,80.056
434.00,80.160
435.00,80.265
436.00,80.386
437.00,80.470
438.00,80.550
439.00,80.618
440.00,80.695
441.00,80.804
442.00,80.935
443.00,81.091
444.00,81.242
445.00,81.374
446.00,81.488
447.00,81.604
448.00,81.747
449.00,81.905
450.00,82.049
451.00,82.180
452.00,82.319
453.00,82.475
454.00,82.628
455.00,82.788
456.00,82.937
457.00,83.083
458.00,83.225
459.00,83.375
460.00,83.509
461.00,83.644
462.00,83.786
463.00,83.962
464.00,84.106
465.00,84.258
466.00,84.409
467.00,84.595
468.00,84.812
469.00,84.994
470.00,85.209
471.00,85.391
472.00,85.589
473.00,85.743
474.00,85.900
475.00,86.074
476.00,86.237
477.00,86.380
478.00,86.504
479.00,86.627
480.00,86.721
481.00,86.837
482.00,86.922
483.00,87.015
484.00,87.119
485.00,87.236
486.00,87.372
487.00,87.471
488.00,87.566
489.00,87.661
490.00,87.754
491.00,87.876
492.00,87.980
493.00,88.087
494.00,88.174
495.00,88.286
496.00,88.394
497.00,88.506
498.00,88.580
499.00,88.655
500.00,88.721
501.00,88.831
502.00,88.949
503.00,89.088
504.00,89.190
505.00,89.284
506.00,89.370
507.00,89.463
508.00,89.559
509.00,89.658
510.00,89.767
511.00,89.874
512.00,89.969
513.00,90.058
514.00,90.156
515.00,90.248
516.00,90.341
517.00,90.436
518.00,90.510
519.00,90.560
520.00,90.614
521.00,90.690
522.00,90.811
523.00,90.899
524.00,90.995
525.00,91.067
526.00,91.146
527.00,91.187
528.00,91.233
529.00,91.285
530.00,91.335
531.00,91.379
532.00,91.429
533.00,91.474
534.00,91.509
535.00,91.527
536.00,91.565
537.00,91.624
538.00,91.675
539.00,91.729
540.00,91.780
541.00,91.830
542.00,91.880
543.00,91.908
544.00,91.944
545.00,91.979
546.00,92.033
547.00,92.080
548.00,92.130
549.00,92.158
550.00,92.170
551.00,92.193
552.00,92.218
553.00,92.297
554.00,92.337
555.00,92.367
556.00,92.373
557.00,92.401
558.00,92.422
559.00,92.441
560.00,92.437
561.00,92.426
562.00,92.393
563.00,92.402
564.00,92.460
565.00,92.525
566.00,92.588
567.00,92.643
568.00,92.676
569.00,92.722
570.00,92.758
571.00,92.832
572.00,92.873
573.00,92.883
574.00,92.877
575.00,92.865
576.00,92.862
577.00,92.857
578.00,92.804
579.00,92.735
