"ITO_020PER_3.spc - RawData"
"”g’· (nm)","T%"
350.00,62.885
351.00,63.548
352.00,64.534
353.00,65.487
354.00,66.397
355.00,67.224
356.00,67.949
357.00,68.642
358.00,69.251
359.00,69.832
360.00,70.362
361.00,70.920
362.00,71.436
363.00,71.887
364.00,72.286
365.00,72.627
366.00,72.957
367.00,73.233
368.00,73.453
369.00,73.631
370.00,73.778
371.00,73.895
372.00,73.891
373.00,73.844
374.00,73.777
375.00,73.771
376.00,73.775
377.00,73.773
378.00,73.792
379.00,73.823
380.00,73.878
381.00,73.957
382.00,74.051
383.00,74.172
384.00,74.329
385.00,74.477
386.00,74.648
387.00,74.812
388.00,74.949
389.00,75.075
390.00,75.160
391.00,75.286
392.00,75.411
393.00,75.527
394.00,75.631
395.00,75.690
396.00,75.766
397.00,75.822
398.00,75.924
399.00,75.994
400.00,76.071
401.00,76.104
402.00,76.161
403.00,76.218
404.00,76.249
405.00,76.274
406.00,76.306
407.00,76.354
408.00,76.439
409.00,76.505
410.00,76.583
411.00,76.623
412.00,76.672
413.00,76.737
414.00,76.814
415.00,76.887
416.00,76.974
417.00,77.065
418.00,77.158
419.00,77.270
420.00,77.385
421.00,77.531
422.00,77.651
423.00,77.773
424.00,77.887
425.00,78.003
426.00,78.117
427.00,78.223
428.00,78.359
429.00,78.479
430.00,78.655
431.00,78.793
432.00,78.957
433.00,79.048
434.00,79.162
435.00,79.272
436.00,79.398
437.00,79.483
438.00,79.566
439.00,79.624
440.00,79.712
441.00,79.811
442.00,79.944
443.00,80.080
444.00,80.204
445.00,80.325
446.00,80.446
447.00,80.567
448.00,80.713
449.00,80.856
450.00,81.017
451.00,81.145
452.00,81.295
453.00,81.438
454.00,81.594
455.00,81.749
456.00,81.907
457.00,82.051
458.00,82.202
459.00,82.329
460.00,82.470
461.00,82.607
462.00,82.758
463.00,82.920
464.00,83.052
465.00,83.204
466.00,83.344
467.00,83.500
468.00,83.693
469.00,83.886
470.00,84.114
471.00,84.286
472.00,84.460
473.00,84.613
474.00,84.776
475.00,84.956
476.00,85.103
477.00,85.246
478.00,85.370
479.00,85.498
480.00,85.614
481.00,85.743
482.00,85.848
483.00,85.938
484.00,86.033
485.00,86.148
486.00,86.288
487.00,86.407
488.00,86.526
489.00,86.631
490.00,86.729
491.00,86.855
492.00,86.948
493.00,87.057
494.00,87.136
495.00,87.251
496.00,87.343
497.00,87.446
498.00,87.545
499.00,87.651
500.00,87.727
501.00,87.819
502.00,87.938
503.00,88.079
504.00,88.178
505.00,88.264
506.00,88.355
507.00,88.446
508.00,88.542
509.00,88.627
510.00,88.741
511.00,88.857
512.00,88.965
513.00,89.068
514.00,89.150
515.00,89.253
516.00,89.338
517.00,89.431
518.00,89.511
519.00,89.571
520.00,89.628
521.00,89.684
522.00,89.781
523.00,89.888
524.00,89.989
525.00,90.070
526.00,90.133
527.00,90.187
528.00,90.244
529.00,90.289
530.00,90.346
531.00,90.393
532.00,90.452
533.00,90.493
534.00,90.526
535.00,90.566
536.00,90.607
537.00,90.676
538.00,90.720
539.00,90.758
540.00,90.801
541.00,90.864
542.00,90.935
543.00,90.980
544.00,91.026
545.00,91.081
546.00,91.142
547.00,91.173
548.00,91.206
549.00,91.248
550.00,91.259
551.00,91.274
552.00,91.262
553.00,91.338
554.00,91.388
555.00,91.431
556.00,91.434
557.00,91.452
558.00,91.477
559.00,91.510
560.00,91.537
561.00,91.532
562.00,91.515
563.00,91.497
564.00,91.548
565.00,91.590
566.00,91.657
567.00,91.699
568.00,91.734
569.00,91.760
570.00,91.790
571.00,91.839
572.00,91.900
573.00,91.927
574.00,91.918
575.00,91.888
576.00,91.872
577.00,91.882
578.00,91.850
579.00,91.825
580.00,91.753
581.00,91.691
582.00,91.607
583.00,91.537
584.00,91.447
585.00,91.367
586.00,91.275
587.00,91.246
588.00,91.205
589.00,91.178
590.00,91.124
591.00,91.083
592.00,91.061
593.00,91.052
594.00,91.025
595.00,90.995
596.00,90.955
597.00,90.931
598.00,90.913
599.00,90.882
600.00,90.858
601.00,90.845
602.00,90.820
603.00,90.831
604.00,90.829
605.00,90.867
606.00,90.890
607.00,90.904
608.00,90.926
609.00,90.942
610.00,91.008
611.00,91.056
612.00,91.102
613.00,91.132
614.00,91.195
615.00,91.238
616.00,91.281
617.00,91.300
618.00,91.340
619.00,91.336
620.00,91.331
621.00,91.327
622.00,91.329
623.00,91.315
624.00,91.292
625.00,91.273
626.00,91.241
627.00,91.181
628.00,91.127
629.00,91.077
630.00,91.039
631.00,91.007
632.00,91.017
633.00,91.013
634.00,91.007
635.00,90.984
636.00,90.983
637.00,90.964
638.00,90.930
639.00,90.917
640.00,90.897
641.00,90.877
642.00,90.829
643.00,90.810
644.00,90.787
645.00,90.783
646.00,90.751
647.00,90.730
648.00,90.703
649.00,90.675
650.00,90.642
651.00,90.614
652.00,90.582
653.00,90.523
654.00,90.441
655.00,90.392
656.00,90.353
657.00,90.308
658.00,90.242
659.00,90.176
660.00,90.119
661.00,90.046
662.00,89.995
663.00,89.961
664.00,89.967
665.00,89.962
666.00,89.938
