"ITO_100PER_4.spc - RawData"
"”g’· (nm)","T%"
350.00,16.028
351.00,16.132
352.00,16.292
353.00,16.466
354.00,16.626
355.00,16.777
356.00,16.912
357.00,17.048
358.00,17.191
359.00,17.330
360.00,17.485
361.00,17.649
362.00,17.812
363.00,17.975
364.00,18.130
365.00,18.291
366.00,18.447
367.00,18.608
368.00,18.765
369.00,18.929
370.00,19.094
371.00,19.268
372.00,19.385
373.00,19.490
374.00,19.606
375.00,19.780
376.00,19.972
377.00,20.144
378.00,20.329
379.00,20.524
380.00,20.738
381.00,20.969
382.00,21.202
383.00,21.451
384.00,21.701
385.00,21.959
386.00,22.212
387.00,22.475
388.00,22.717
389.00,22.973
390.00,23.217
391.00,23.470
392.00,23.711
393.00,23.941
394.00,24.167
395.00,24.369
396.00,24.574
397.00,24.774
398.00,24.990
399.00,25.195
400.00,25.396
401.00,25.580
402.00,25.758
403.00,25.935
404.00,26.097
405.00,26.261
406.00,26.416
407.00,26.588
408.00,26.767
409.00,26.941
410.00,27.104
411.00,27.252
412.00,27.399
413.00,27.544
414.00,27.694
415.00,27.835
416.00,27.979
417.00,28.104
418.00,28.227
419.00,28.348
420.00,28.465
421.00,28.590
422.00,28.697
423.00,28.803
424.00,28.890
425.00,28.985
426.00,29.072
427.00,29.167
428.00,29.256
429.00,29.347
430.00,29.451
431.00,29.555
432.00,29.667
433.00,29.759
434.00,29.861
435.00,29.962
436.00,30.060
437.00,30.139
438.00,30.202
439.00,30.267
440.00,30.341
441.00,30.432
442.00,30.531
443.00,30.625
444.00,30.717
445.00,30.798
446.00,30.884
447.00,30.967
448.00,31.056
449.00,31.152
450.00,31.248
451.00,31.347
452.00,31.454
453.00,31.559
454.00,31.673
455.00,31.792
456.00,31.931
457.00,32.062
458.00,32.202
459.00,32.328
460.00,32.462
461.00,32.576
462.00,32.696
463.00,32.818
464.00,32.940
465.00,33.072
466.00,33.206
467.00,33.353
468.00,33.505
469.00,33.657
470.00,33.811
471.00,33.963
472.00,34.118
473.00,34.276
474.00,34.436
475.00,34.610
476.00,34.782
477.00,34.962
478.00,35.145
479.00,35.329
480.00,35.505
481.00,35.685
