"ITO_080PER_2.spc - RawData"
"”g’· (nm)","T%"
350.00,32.725
351.00,33.213
352.00,33.921
353.00,34.625
354.00,35.296
355.00,35.934
356.00,36.516
357.00,37.087
358.00,37.641
359.00,38.166
360.00,38.655
361.00,39.130
362.00,39.592
363.00,40.017
364.00,40.421
365.00,40.797
366.00,41.159
367.00,41.483
368.00,41.787
369.00,42.069
370.00,42.348
371.00,42.595
372.00,42.697
373.00,42.747
374.00,42.781
375.00,42.911
376.00,43.042
377.00,43.171
378.00,43.300
379.00,43.424
380.00,43.541
381.00,43.681
382.00,43.832
383.00,44.010
384.00,44.189
385.00,44.386
386.00,44.573
387.00,44.762
388.00,44.939
389.00,45.123
390.00,45.287
391.00,45.461
392.00,45.625
393.00,45.792
394.00,45.960
395.00,46.120
396.00,46.307
397.00,46.469
398.00,46.646
399.00,46.799
400.00,46.976
401.00,47.137
402.00,47.298
403.00,47.458
404.00,47.599
405.00,47.753
406.00,47.886
407.00,48.029
408.00,48.194
409.00,48.360
410.00,48.531
411.00,48.675
412.00,48.836
413.00,48.991
414.00,49.159
415.00,49.300
416.00,49.452
417.00,49.571
418.00,49.699
419.00,49.815
420.00,49.934
421.00,50.054
422.00,50.160
423.00,50.274
424.00,50.386
425.00,50.512
426.00,50.625
427.00,50.737
428.00,50.862
429.00,51.005
430.00,51.171
431.00,51.347
432.00,51.540
433.00,51.746
434.00,51.950
435.00,52.171
436.00,52.380
437.00,52.582
438.00,52.765
439.00,52.949
440.00,53.132
441.00,53.339
442.00,53.545
443.00,53.764
444.00,53.980
445.00,54.205
446.00,54.428
447.00,54.654
448.00,54.885
449.00,55.128
450.00,55.364
451.00,55.597
452.00,55.842
453.00,56.089
454.00,56.351
455.00,56.586
456.00,56.820
457.00,57.032
458.00,57.252
459.00,57.438
460.00,57.593
461.00,57.729
462.00,57.866
463.00,57.998
464.00,58.108
465.00,58.223
466.00,58.339
467.00,58.450
468.00,58.555
469.00,58.647
470.00,58.769
471.00,58.879
472.00,59.012
473.00,59.120
474.00,59.237
475.00,59.352
476.00,59.483
477.00,59.606
478.00,59.730
479.00,59.864
480.00,60.025
481.00,60.205
482.00,60.386
483.00,60.580
484.00,60.777
485.00,60.980
486.00,61.183
487.00,61.400
488.00,61.624
489.00,61.859
490.00,62.089
491.00,62.320
492.00,62.534
493.00,62.755
494.00,62.943
495.00,63.136
496.00,63.305
497.00,63.487
498.00,63.649
499.00,63.798
500.00,63.923
501.00,64.052
502.00,64.176
503.00,64.328
504.00,64.436
505.00,64.540
506.00,64.637
507.00,64.733
508.00,64.829
509.00,64.902
510.00,64.994
511.00,65.088
512.00,65.183
513.00,65.272
514.00,65.342
515.00,65.418
516.00,65.485
517.00,65.566
518.00,65.648
519.00,65.714
520.00,65.787
521.00,65.851
522.00,65.944
523.00,66.013
524.00,66.090
525.00,66.164
526.00,66.246
527.00,66.344
528.00,66.419
529.00,66.496
530.00,66.536
531.00,66.594
532.00,66.662
533.00,66.747
534.00,66.826
535.00,66.885
536.00,66.930
537.00,67.005
538.00,67.067
539.00,67.152
540.00,67.221
541.00,67.313
542.00,67.395
543.00,67.467
544.00,67.552
545.00,67.619
546.00,67.682
547.00,67.712
548.00,67.758
549.00,67.800
550.00,67.826
551.00,67.846
552.00,67.865
553.00,67.923
554.00,67.966
555.00,68.007
556.00,68.042
557.00,68.091
558.00,68.151
559.00,68.220
560.00,68.294
561.00,68.342
562.00,68.367
563.00,68.375
564.00,68.393
565.00,68.402
566.00,68.406
567.00,68.391
568.00,68.354
569.00,68.320
570.00,68.277
571.00,68.236
572.00,68.213
573.00,68.202
574.00,68.227
575.00,68.259
576.00,68.322
577.00,68.409
578.00,68.501
579.00,68.631
580.00,68.754
581.00,68.914
582.00,69.070
583.00,69.253
584.00,69.403
585.00,69.566
586.00,69.742
587.00,69.954
588.00,70.144
589.00,70.319
590.00,70.489
591.00,70.660
592.00,70.817
593.00,70.958
594.00,71.083
595.00,71.201
596.00,71.298
597.00,71.389
598.00,71.472
599.00,71.576
600.00,71.667
601.00,71.776
602.00,71.850
603.00,71.939
604.00,72.019
605.00,72.129
606.00,72.253
607.00,72.364
608.00,72.485
609.00,72.608
610.00,72.758
611.00,72.886
612.00,73.010
613.00,73.139
614.00,73.281
615.00,73.406
616.00,73.500
617.00,73.565
618.00,73.628
619.00,73.661
620.00,73.686
621.00,73.695
