"ITO_060PER_5.spc - RawData"
"”g’· (nm)","T%"
350.00,37.687
351.00,38.278
352.00,39.148
353.00,40.015
354.00,40.839
355.00,41.625
356.00,42.330
357.00,43.003
358.00,43.637
359.00,44.259
360.00,44.854
361.00,45.439
362.00,45.987
363.00,46.493
364.00,46.951
365.00,47.356
366.00,47.723
367.00,48.034
368.00,48.331
369.00,48.594
370.00,48.860
371.00,49.081
372.00,49.424
373.00,49.736
374.00,50.056
375.00,50.239
376.00,50.415
377.00,50.562
378.00,50.704
379.00,50.872
380.00,51.047
381.00,51.231
382.00,51.411
383.00,51.637
384.00,51.889
385.00,52.137
386.00,52.391
387.00,52.635
388.00,52.876
389.00,53.125
390.00,53.370
391.00,53.615
392.00,53.845
393.00,54.071
394.00,54.277
395.00,54.449
396.00,54.613
397.00,54.777
398.00,54.976
399.00,55.162
400.00,55.350
401.00,55.503
402.00,55.653
403.00,55.797
404.00,55.925
405.00,56.059
406.00,56.213
407.00,56.375
408.00,56.589
409.00,56.807
410.00,57.032
411.00,57.219
412.00,57.404
413.00,57.604
414.00,57.805
415.00,58.004
416.00,58.191
417.00,58.359
418.00,58.506
419.00,58.669
420.00,58.843
421.00,59.019
422.00,59.161
423.00,59.288
424.00,59.413
425.00,59.539
426.00,59.652
427.00,59.773
428.00,59.917
429.00,60.088
430.00,60.288
431.00,60.489
432.00,60.675
433.00,60.819
434.00,60.969
435.00,61.141
436.00,61.344
437.00,61.547
438.00,61.731
439.00,61.926
440.00,62.132
441.00,62.391
442.00,62.693
443.00,63.010
444.00,63.337
445.00,63.633
446.00,63.928
447.00,64.214
448.00,64.525
449.00,64.826
450.00,65.134
451.00,65.410
452.00,65.699
453.00,65.982
454.00,66.266
455.00,66.545
456.00,66.809
457.00,67.048
458.00,67.285
459.00,67.477
460.00,67.658
461.00,67.812
462.00,67.975
463.00,68.143
464.00,68.279
465.00,68.417
466.00,68.543
467.00,68.671
468.00,68.844
469.00,68.998
470.00,69.197
471.00,69.353
472.00,69.550
473.00,69.734
474.00,69.940
475.00,70.163
476.00,70.391
477.00,70.619
478.00,70.840
479.00,71.057
480.00,71.257
481.00,71.465
482.00,71.645
483.00,71.830
484.00,72.039
485.00,72.268
486.00,72.503
487.00,72.703
488.00,72.921
489.00,73.131
490.00,73.339
491.00,73.549
492.00,73.756
493.00,73.971
494.00,74.168
495.00,74.391
496.00,74.605
497.00,74.809
498.00,74.996
499.00,75.169
500.00,75.334
501.00,75.518
502.00,75.720
503.00,75.926
504.00,76.076
505.00,76.182
506.00,76.284
507.00,76.366
508.00,76.451
509.00,76.530
510.00,76.621
511.00,76.718
512.00,76.806
513.00,76.892
514.00,76.972
515.00,77.056
516.00,77.160
517.00,77.268
518.00,77.367
519.00,77.440
520.00,77.508
521.00,77.573
522.00,77.706
523.00,77.831
524.00,77.968
525.00,78.068
526.00,78.181
527.00,78.270
528.00,78.338
529.00,78.387
530.00,78.433
531.00,78.501
532.00,78.576
533.00,78.665
534.00,78.720
535.00,78.763
536.00,78.823
537.00,78.895
538.00,78.972
539.00,79.033
540.00,79.116
541.00,79.186
542.00,79.251
543.00,79.308
544.00,79.397
545.00,79.480
546.00,79.567
547.00,79.630
548.00,79.717
549.00,79.790
550.00,79.841
551.00,79.882
552.00,79.930
553.00,80.048
554.00,80.152
555.00,80.247
556.00,80.321
557.00,80.383
558.00,80.460
559.00,80.497
560.00,80.554
561.00,80.580
562.00,80.616
563.00,80.681
564.00,80.785
565.00,80.920
566.00,81.042
567.00,81.175
568.00,81.302
569.00,81.445
570.00,81.591
571.00,81.746
572.00,81.893
573.00,81.995
574.00,82.052
575.00,82.072
576.00,82.101
577.00,82.126
578.00,82.112
579.00,82.063
580.00,81.977
581.00,81.892
582.00,81.818
583.00,81.768
584.00,81.719
585.00,81.693
586.00,81.677
587.00,81.710
588.00,81.753
589.00,81.817
590.00,81.909
591.00,82.042
592.00,82.218
593.00,82.406
594.00,82.595
595.00,82.802
596.00,83.028
597.00,83.260
598.00,83.473
599.00,83.692
600.00,83.908
601.00,84.147
602.00,84.329
603.00,84.527
604.00,84.702
605.00,84.908
606.00,85.063
607.00,85.218
608.00,85.345
609.00,85.471
610.00,85.593
611.00,85.710
612.00,85.812
613.00,85.897
614.00,85.981
615.00,86.062
616.00,86.113
617.00,86.152
618.00,86.176
619.00,86.161
620.00,86.123
621.00,86.091
622.00,86.073
623.00,86.057
624.00,86.012
625.00,85.946
626.00,85.895
627.00,85.805
628.00,85.734
629.00,85.651
630.00,85.583
631.00,85.553
632.00,85.542
633.00,85.562
634.00,85.569
635.00,85.578
636.00,85.591
637.00,85.581
638.00,85.564
639.00,85.550
640.00,85.542
641.00,85.523
642.00,85.499
643.00,85.485
644.00,85.462
645.00,85.458
646.00,85.425
647.00,85.419
648.00,85.415
649.00,85.420
650.00,85.412
651.00,85.412
652.00,85.415
653.00,85.415
654.00,85.411
655.00,85.443
656.00,85.459
657.00,85.461
658.00,85.457
659.00,85.467
660.00,85.499
661.00,85.517
662.00,85.553
663.00,85.593
664.00,85.649
665.00,85.733
666.00,85.814
667.00,85.911
668.00,86.006
669.00,86.080
670.00,86.135
671.00,86.167
672.00,86.215
673.00,86.259
674.00,86.324
675.00,86.306
676.00,86.302
677.00,86.266
678.00,86.300
679.00,86.322
680.00,86.346
681.00,86.388
682.00,86.397
683.00,86.393
684.00,86.387
685.00,86.369
686.00,86.337
687.00,86.291
688.00,86.272
689.00,86.292
690.00,86.246
691.00,86.211
692.00,86.166
693.00,86.200
694.00,86.236
695.00,86.301
696.00,86.352
697.00,86.394
698.00,86.382
699.00,86.380
700.00,86.375
701.00,86.367
702.00,86.331
703.00,86.213
704.00,86.094
705.00,85.981
706.00,85.937
707.00,85.886
708.00,85.856
709.00,85.847
710.00,85.846
711.00,85.853
712.00,85.840
713.00,85.851
714.00,85.802
715.00,85.768
716.00,85.743
717.00,85.763
718.00,85.789
719.00,85.803
720.00,85.781
721.00,85.755
722.00,85.718
723.00,85.723
724.00,85.717
725.00,85.660
726.00,85.581
727.00,85.495
728.00,85.480
729.00,85.460
730.00,85.453
731.00,85.433
732.00,85.426
733.00,85.444
734.00,85.403
735.00,85.340
736.00,85.265
737.00,85.228
738.00,85.206
739.00,85.194
740.00,85.222
741.00,85.277
742.00,85.310
743.00,85.307
744.00,85.283
745.00,85.229
746.00,85.195
747.00,85.176
748.00,85.158
749.00,85.150
750.00,85.154
751.00,85.098
752.00,85.043
753.00,84.933
754.00,84.960
755.00,84.976
756.00,84.998
757.00,84.984
758.00,84.956
759.00,84.912
760.00,84.846
761.00,84.811
762.00,84.828
763.00,84.859
764.00,84.873
765.00,84.892
766.00,84.896
767.00,84.874
768.00,84.818
769.00,84.807
770.00,84.791
771.00,84.828
772.00,84.828
773.00,84.883
774.00,84.841
775.00,84.815
776.00,84.777
777.00,84.781
778.00,84.802
779.00,84.786
780.00,84.740
781.00,84.669
782.00,84.629
783.00,84.692
784.00,84.777
785.00,84.846
786.00,84.882
787.00,84.839
788.00,84.831
789.00,84.788
790.00,84.782
791.00,84.764
792.00,84.792
793.00,84.783
794.00,84.759
795.00,84.729
796.00,84.765
797.00,84.768
798.00,84.735
799.00,84.667
800.00,84.635
