"ITO_080PER_3.spc - RawData"
"”g’· (nm)","T%"
350.00,33.219
351.00,33.713
352.00,34.445
353.00,35.162
354.00,35.855
355.00,36.512
356.00,37.117
357.00,37.705
358.00,38.267
359.00,38.802
360.00,39.317
361.00,39.804
362.00,40.266
363.00,40.698
364.00,41.110
365.00,41.486
366.00,41.831
367.00,42.141
368.00,42.440
369.00,42.714
370.00,42.966
371.00,43.170
372.00,43.323
373.00,43.457
374.00,43.591
375.00,43.745
376.00,43.884
377.00,44.003
378.00,44.140
379.00,44.273
380.00,44.421
381.00,44.580
382.00,44.749
383.00,44.943
384.00,45.136
385.00,45.343
386.00,45.535
387.00,45.721
388.00,45.909
389.00,46.088
390.00,46.258
391.00,46.430
392.00,46.621
393.00,46.809
394.00,46.985
395.00,47.147
396.00,47.325
397.00,47.495
398.00,47.671
399.00,47.825
400.00,47.995
401.00,48.154
402.00,48.333
403.00,48.496
404.00,48.641
405.00,48.784
406.00,48.936
407.00,49.100
408.00,49.259
409.00,49.414
410.00,49.582
411.00,49.715
412.00,49.873
413.00,50.023
414.00,50.189
415.00,50.337
416.00,50.493
417.00,50.635
418.00,50.771
419.00,50.895
420.00,51.029
421.00,51.164
422.00,51.289
423.00,51.429
424.00,51.537
425.00,51.663
426.00,51.773
427.00,51.916
428.00,52.067
429.00,52.226
430.00,52.393
431.00,52.570
432.00,52.760
433.00,52.960
434.00,53.166
435.00,53.379
436.00,53.600
437.00,53.809
438.00,54.013
439.00,54.207
440.00,54.403
441.00,54.611
442.00,54.814
443.00,55.027
444.00,55.237
445.00,55.466
446.00,55.681
447.00,55.908
448.00,56.142
449.00,56.394
450.00,56.635
451.00,56.868
452.00,57.109
453.00,57.378
454.00,57.631
455.00,57.863
456.00,58.086
457.00,58.303
458.00,58.542
459.00,58.728
460.00,58.916
461.00,59.056
462.00,59.228
463.00,59.368
464.00,59.505
465.00,59.625
466.00,59.739
467.00,59.848
468.00,59.962
469.00,60.080
470.00,60.219
471.00,60.340
472.00,60.476
473.00,60.608
474.00,60.741
475.00,60.880
476.00,61.014
477.00,61.145
478.00,61.268
479.00,61.409
480.00,61.575
481.00,61.781
482.00,61.969
483.00,62.179
484.00,62.353
485.00,62.553
486.00,62.755
487.00,62.976
488.00,63.213
489.00,63.434
490.00,63.662
491.00,63.873
492.00,64.074
493.00,64.274
494.00,64.456
495.00,64.645
496.00,64.816
497.00,64.981
498.00,65.138
499.00,65.277
500.00,65.414
501.00,65.541
502.00,65.692
503.00,65.835
504.00,65.971
505.00,66.082
506.00,66.198
507.00,66.294
508.00,66.390
509.00,66.476
510.00,66.584
511.00,66.682
512.00,66.780
513.00,66.852
514.00,66.921
515.00,67.000
516.00,67.063
517.00,67.134
518.00,67.197
519.00,67.267
520.00,67.337
521.00,67.411
522.00,67.494
523.00,67.573
524.00,67.639
525.00,67.731
526.00,67.815
527.00,67.905
528.00,67.972
529.00,68.044
530.00,68.104
531.00,68.163
532.00,68.226
533.00,68.320
534.00,68.401
535.00,68.482
536.00,68.527
537.00,68.590
538.00,68.650
539.00,68.732
540.00,68.827
541.00,68.919
542.00,69.000
543.00,69.059
544.00,69.136
545.00,69.202
546.00,69.279
547.00,69.331
548.00,69.371
549.00,69.418
550.00,69.435
551.00,69.486
552.00,69.520
553.00,69.592
554.00,69.631
555.00,69.666
556.00,69.703
557.00,69.759
558.00,69.815
559.00,69.873
560.00,69.920
561.00,69.950
562.00,69.958
563.00,69.978
564.00,70.015
565.00,70.038
566.00,70.048
567.00,70.033
568.00,70.003
569.00,69.960
570.00,69.911
571.00,69.888
572.00,69.882
573.00,69.887
574.00,69.905
575.00,69.931
576.00,70.005
577.00,70.105
578.00,70.215
579.00,70.352
580.00,70.504
581.00,70.684
582.00,70.870
583.00,71.071
584.00,71.266
585.00,71.465
586.00,71.654
587.00,71.888
588.00,72.092
589.00,72.291
590.00,72.456
591.00,72.630
592.00,72.784
593.00,72.924
594.00,73.026
595.00,73.123
596.00,73.192
597.00,73.276
598.00,73.349
599.00,73.425
600.00,73.486
601.00,73.559
602.00,73.611
603.00,73.671
604.00,73.721
605.00,73.801
606.00,73.883
607.00,73.973
608.00,74.081
609.00,74.202
610.00,74.348
611.00,74.496
612.00,74.629
613.00,74.764
614.00,74.899
615.00,75.052
616.00,75.194
617.00,75.323
618.00,75.423
619.00,75.490
620.00,75.526
621.00,75.564
622.00,75.585
623.00,75.609
624.00,75.608
625.00,75.589
626.00,75.549
627.00,75.497
628.00,75.452
629.00,75.398
630.00,75.310
631.00,75.233
632.00,75.167
633.00,75.081
634.00,74.976
635.00,74.863
636.00,74.780
637.00,74.715
638.00,74.651
639.00,74.648
640.00,74.636
641.00,74.636
642.00,74.635
643.00,74.674
644.00,74.741
645.00,74.825
646.00,74.891
647.00,74.966
648.00,75.036
649.00,75.119
650.00,75.194
651.00,75.267
652.00,75.333
653.00,75.392
654.00,75.438
655.00,75.491
656.00,75.550
657.00,75.593
658.00,75.607
659.00,75.581
660.00,75.541
661.00,75.499
662.00,75.463
663.00,75.427
664.00,75.383
665.00,75.347
666.00,75.306
667.00,75.303
668.00,75.325
669.00,75.353
670.00,75.353
671.00,75.353
672.00,75.378
673.00,75.439
674.00,75.521
675.00,75.598
676.00,75.682
677.00,75.759
678.00,75.831
679.00,75.895
680.00,75.947
681.00,76.020
682.00,76.092
683.00,76.157
684.00,76.220
685.00,76.282
686.00,76.331
687.00,76.365
688.00,76.390
689.00,76.427
690.00,76.444
691.00,76.440
692.00,76.371
693.00,76.271
694.00,76.134
695.00,76.053
696.00,75.982
697.00,75.967
698.00,75.932
699.00,75.947
700.00,75.989
701.00,76.059
702.00,76.174
703.00,76.284
704.00,76.428
705.00,76.528
706.00,76.583
707.00,76.566
708.00,76.513
709.00,76.448
710.00,76.382
711.00,76.312
712.00,76.259
713.00,76.197
714.00,76.127
715.00,76.062
716.00,76.017
717.00,75.989
718.00,75.966
719.00,75.956
720.00,75.936
721.00,75.890
722.00,75.847
723.00,75.815
724.00,75.818
725.00,75.805
726.00,75.782
727.00,75.743
728.00,75.726
729.00,75.720
730.00,75.695
731.00,75.676
732.00,75.656
733.00,75.664
734.00,75.659
735.00,75.671
736.00,75.673
737.00,75.633
738.00,75.567
739.00,75.531
740.00,75.525
741.00,75.532
