"ITO_060PER_1.spc - RawData"
"”g’· (nm)","T%"
350.00,37.716
351.00,38.301
352.00,39.172
353.00,40.040
354.00,40.872
355.00,41.655
356.00,42.350
357.00,43.026
358.00,43.673
359.00,44.306
360.00,44.895
361.00,45.470
362.00,46.016
363.00,46.513
364.00,46.970
365.00,47.352
366.00,47.732
367.00,48.056
368.00,48.359
369.00,48.619
370.00,48.874
371.00,49.126
372.00,49.470
373.00,49.793
374.00,50.097
375.00,50.254
376.00,50.407
377.00,50.545
378.00,50.710
379.00,50.867
380.00,51.040
381.00,51.231
382.00,51.416
383.00,51.642
384.00,51.867
385.00,52.125
386.00,52.348
387.00,52.595
388.00,52.828
389.00,53.090
390.00,53.336
391.00,53.576
392.00,53.804
393.00,54.017
394.00,54.220
395.00,54.390
396.00,54.572
397.00,54.749
398.00,54.949
399.00,55.118
400.00,55.292
401.00,55.453
402.00,55.618
403.00,55.767
404.00,55.891
405.00,56.028
406.00,56.179
407.00,56.337
408.00,56.541
409.00,56.736
410.00,56.959
411.00,57.146
412.00,57.355
413.00,57.552
414.00,57.755
415.00,57.938
416.00,58.143
417.00,58.311
418.00,58.481
419.00,58.643
420.00,58.820
421.00,58.986
422.00,59.128
423.00,59.253
424.00,59.380
425.00,59.506
426.00,59.629
427.00,59.755
428.00,59.910
429.00,60.060
430.00,60.256
431.00,60.435
432.00,60.621
433.00,60.764
434.00,60.932
435.00,61.117
436.00,61.317
437.00,61.500
438.00,61.678
439.00,61.876
440.00,62.090
441.00,62.344
442.00,62.645
443.00,62.962
444.00,63.280
445.00,63.574
446.00,63.866
447.00,64.163
448.00,64.460
449.00,64.772
450.00,65.061
451.00,65.345
452.00,65.629
453.00,65.924
454.00,66.206
455.00,66.478
456.00,66.737
457.00,66.981
458.00,67.204
459.00,67.401
460.00,67.572
461.00,67.734
462.00,67.899
463.00,68.060
464.00,68.196
465.00,68.328
466.00,68.462
467.00,68.593
468.00,68.751
469.00,68.905
470.00,69.086
471.00,69.242
472.00,69.423
473.00,69.608
474.00,69.801
475.00,70.017
476.00,70.240
477.00,70.471
478.00,70.675
479.00,70.871
480.00,71.062
481.00,71.283
482.00,71.482
483.00,71.667
484.00,71.874
485.00,72.096
486.00,72.323
487.00,72.526
488.00,72.735
489.00,72.959
490.00,73.180
491.00,73.404
492.00,73.619
493.00,73.832
494.00,74.031
495.00,74.243
496.00,74.453
497.00,74.660
498.00,74.861
499.00,75.043
500.00,75.215
501.00,75.403
502.00,75.597
503.00,75.804
504.00,75.947
505.00,76.065
506.00,76.168
507.00,76.255
508.00,76.351
509.00,76.412
510.00,76.508
511.00,76.593
512.00,76.699
513.00,76.799
514.00,76.877
515.00,76.973
516.00,77.050
517.00,77.152
518.00,77.227
519.00,77.299
520.00,77.355
521.00,77.433
522.00,77.568
523.00,77.717
524.00,77.848
525.00,77.959
526.00,78.045
527.00,78.131
528.00,78.179
529.00,78.235
530.00,78.268
531.00,78.331
532.00,78.404
533.00,78.508
534.00,78.587
535.00,78.668
536.00,78.725
537.00,78.796
538.00,78.848
539.00,78.913
540.00,78.986
541.00,79.064
542.00,79.143
543.00,79.210
544.00,79.286
545.00,79.361
546.00,79.449
547.00,79.524
548.00,79.606
549.00,79.666
550.00,79.719
551.00,79.767
552.00,79.825
553.00,79.940
554.00,80.042
555.00,80.142
556.00,80.201
557.00,80.264
558.00,80.322
559.00,80.371
560.00,80.430
561.00,80.457
562.00,80.492
563.00,80.542
564.00,80.646
565.00,80.760
566.00,80.887
567.00,81.007
568.00,81.122
569.00,81.261
570.00,81.392
571.00,81.529
572.00,81.633
573.00,81.731
574.00,81.805
575.00,81.856
576.00,81.880
577.00,81.913
578.00,81.885
579.00,81.852
580.00,81.769
581.00,81.714
582.00,81.667
583.00,81.639
584.00,81.585
585.00,81.554
586.00,81.538
587.00,81.613
588.00,81.687
589.00,81.779
590.00,81.871
591.00,82.010
592.00,82.167
593.00,82.354
594.00,82.525
595.00,82.739
596.00,82.942
597.00,83.176
598.00,83.382
599.00,83.607
600.00,83.819
601.00,84.070
602.00,84.255
603.00,84.450
604.00,84.601
605.00,84.808
606.00,84.970
607.00,85.119
608.00,85.239
609.00,85.375
610.00,85.505
611.00,85.632
612.00,85.720
613.00,85.811
614.00,85.895
615.00,85.970
616.00,86.030
617.00,86.051
618.00,86.068
619.00,86.037
620.00,86.006
621.00,85.982
622.00,85.972
623.00,85.961
624.00,85.920
625.00,85.859
626.00,85.811
627.00,85.730
628.00,85.658
629.00,85.575
630.00,85.523
631.00,85.508
632.00,85.512
633.00,85.510
634.00,85.494
635.00,85.484
636.00,85.482
637.00,85.486
638.00,85.452
639.00,85.437
640.00,85.404
641.00,85.379
642.00,85.358
643.00,85.350
644.00,85.333
645.00,85.328
646.00,85.306
647.00,85.316
648.00,85.319
649.00,85.312
650.00,85.302
651.00,85.283
652.00,85.291
653.00,85.292
654.00,85.310
655.00,85.339
656.00,85.354
657.00,85.362
658.00,85.382
659.00,85.412
660.00,85.443
661.00,85.461
662.00,85.493
663.00,85.543
664.00,85.603
665.00,85.671
666.00,85.740
667.00,85.824
668.00,85.923
669.00,85.997
670.00,86.063
671.00,86.105
672.00,86.157
673.00,86.184
674.00,86.221
675.00,86.204
676.00,86.208
677.00,86.200
678.00,86.234
679.00,86.264
680.00,86.273
681.00,86.283
682.00,86.284
683.00,86.294
684.00,86.296
685.00,86.311
686.00,86.264
687.00,86.235
688.00,86.198
689.00,86.208
690.00,86.159
691.00,86.117
692.00,86.085
693.00,86.116
694.00,86.134
695.00,86.188
696.00,86.236
697.00,86.280
698.00,86.262
699.00,86.249
700.00,86.236
701.00,86.220
702.00,86.179
703.00,86.072
704.00,85.975
705.00,85.890
706.00,85.860
707.00,85.830
708.00,85.801
709.00,85.794
710.00,85.782
711.00,85.779
712.00,85.775
713.00,85.779
714.00,85.722
715.00,85.665
716.00,85.643
717.00,85.674
718.00,85.701
719.00,85.699
720.00,85.675
721.00,85.636
722.00,85.595
723.00,85.592
724.00,85.588
725.00,85.549
726.00,85.476
727.00,85.390
728.00,85.362
729.00,85.337
730.00,85.333
731.00,85.312
732.00,85.314
733.00,85.320
734.00,85.300
735.00,85.251
736.00,85.201
737.00,85.146
738.00,85.109
739.00,85.094
740.00,85.133
741.00,85.171
742.00,85.205
743.00,85.198
744.00,85.204
745.00,85.141
746.00,85.122
747.00,85.083
748.00,85.063
749.00,85.042
750.00,85.044
751.00,85.003
752.00,84.970
753.00,84.883
754.00,84.900
755.00,84.885
756.00,84.895
757.00,84.887
758.00,84.847
759.00,84.815
760.00,84.755
761.00,84.729
762.00,84.745
763.00,84.752
764.00,84.777
765.00,84.769
766.00,84.799
767.00,84.757
768.00,84.724
769.00,84.709
770.00,84.724
771.00,84.756
772.00,84.752
773.00,84.778
774.00,84.709
775.00,84.692
776.00,84.681
777.00,84.704
778.00,84.711
779.00,84.705
780.00,84.670
781.00,84.634
782.00,84.584
783.00,84.615
784.00,84.651
785.00,84.709
786.00,84.763
787.00,84.752
788.00,84.728
789.00,84.687
790.00,84.669
791.00,84.674
792.00,84.701
793.00,84.692
794.00,84.671
795.00,84.657
796.00,84.683
797.00,84.677
798.00,84.648
799.00,84.576
800.00,84.539
