"ITO_unprocesesd_2.spc - RawData"
"”g’· (nm)","T%"
350.00,66.709
351.00,67.049
352.00,67.571
353.00,68.219
354.00,68.837
355.00,69.457
356.00,69.966
357.00,70.514
358.00,71.072
359.00,71.653
360.00,72.272
361.00,72.998
362.00,73.738
363.00,74.461
364.00,75.121
365.00,75.743
366.00,76.373
367.00,76.961
368.00,77.532
369.00,78.065
370.00,78.664
371.00,79.279
372.00,80.070
373.00,80.783
374.00,81.509
375.00,82.044
376.00,82.596
377.00,83.128
378.00,83.677
379.00,84.285
380.00,84.887
381.00,85.522
382.00,86.115
383.00,86.735
384.00,87.378
385.00,87.989
386.00,88.582
387.00,89.142
388.00,89.632
389.00,90.161
390.00,90.595
391.00,91.017
392.00,91.323
393.00,91.595
394.00,91.798
395.00,91.910
396.00,91.987
397.00,92.023
398.00,92.127
399.00,92.188
400.00,92.217
401.00,92.089
402.00,91.924
403.00,91.729
404.00,91.526
405.00,91.295
406.00,91.062
407.00,90.829
408.00,90.720
409.00,90.598
410.00,90.477
411.00,90.228
412.00,90.002
413.00,89.779
414.00,89.592
415.00,89.388
416.00,89.169
417.00,88.893
418.00,88.597
419.00,88.368
420.00,88.172
421.00,87.983
422.00,87.716
423.00,87.441
424.00,87.163
425.00,86.876
426.00,86.585
427.00,86.312
428.00,86.065
429.00,85.809
430.00,85.631
431.00,85.450
432.00,85.246
433.00,84.933
434.00,84.613
435.00,84.318
436.00,84.041
437.00,83.759
438.00,83.464
439.00,83.162
440.00,82.894
441.00,82.691
442.00,82.629
443.00,82.598
444.00,82.565
445.00,82.460
446.00,82.346
447.00,82.256
448.00,82.184
449.00,82.132
450.00,82.086
451.00,82.041
452.00,82.033
453.00,82.037
454.00,82.085
455.00,82.181
456.00,82.301
457.00,82.413
458.00,82.508
459.00,82.594
460.00,82.668
461.00,82.733
462.00,82.841
463.00,82.971
464.00,83.075
465.00,83.180
466.00,83.289
467.00,83.453
468.00,83.709
469.00,83.955
470.00,84.242
471.00,84.458
472.00,84.713
473.00,84.923
474.00,85.154
475.00,85.422
476.00,85.686
477.00,85.920
478.00,86.109
479.00,86.282
480.00,86.418
481.00,86.536
482.00,86.610
483.00,86.673
484.00,86.810
485.00,86.952
486.00,87.122
487.00,87.208
488.00,87.322
489.00,87.419
490.00,87.511
491.00,87.622
492.00,87.714
493.00,87.818
494.00,87.896
495.00,88.038
496.00,88.206
497.00,88.404
498.00,88.586
499.00,88.762
500.00,88.927
501.00,89.190
502.00,89.484
503.00,89.817
504.00,90.029
505.00,90.198
506.00,90.350
507.00,90.484
508.00,90.646
509.00,90.769
510.00,90.918
511.00,91.052
512.00,91.211
513.00,91.370
514.00,91.523
515.00,91.680
516.00,91.862
517.00,92.052
518.00,92.211
519.00,92.303
520.00,92.377
521.00,92.468
522.00,92.696
523.00,92.919
524.00,93.128
525.00,93.258
526.00,93.372
527.00,93.470
528.00,93.508
529.00,93.539
530.00,93.545
531.00,93.571
532.00,93.595
533.00,93.641
534.00,93.683
535.00,93.705
536.00,93.706
537.00,93.707
538.00,93.696
539.00,93.697
540.00,93.683
541.00,93.702
542.00,93.717
543.00,93.736
544.00,93.777
545.00,93.791
546.00,93.804
547.00,93.779
548.00,93.775
549.00,93.765
550.00,93.714
551.00,93.659
552.00,93.589
553.00,93.647
554.00,93.704
555.00,93.757
556.00,93.732
557.00,93.704
558.00,93.673
559.00,93.609
560.00,93.544
561.00,93.474
562.00,93.399
563.00,93.344
564.00,93.358
565.00,93.415
566.00,93.525
567.00,93.631
568.00,93.761
569.00,93.899
570.00,94.049
571.00,94.194
572.00,94.313
573.00,94.364
574.00,94.311
575.00,94.167
576.00,93.968
577.00,93.739
578.00,93.415
579.00,93.038
580.00,92.576
581.00,92.125
582.00,91.652
583.00,91.232
584.00,90.786
585.00,90.384
586.00,90.019
587.00,89.748
588.00,89.496
589.00,89.266
590.00,89.053
591.00,88.896
592.00,88.772
593.00,88.679
594.00,88.559
595.00,88.470
596.00,88.387
597.00,88.322
598.00,88.232
599.00,88.135
600.00,88.017
601.00,87.915
602.00,87.767
603.00,87.667
604.00,87.540
605.00,87.474
606.00,87.381
607.00,87.300
608.00,87.217
609.00,87.158
610.00,87.141
611.00,87.139
612.00,87.123
613.00,87.109
614.00,87.102
615.00,87.105
616.00,87.078
617.00,87.023
618.00,86.953
619.00,86.854
620.00,86.748
621.00,86.661
622.00,86.572
623.00,86.497
624.00,86.392
625.00,86.307
626.00,86.218
627.00,86.036
628.00,85.853
629.00,85.658
630.00,85.589
631.00,85.551
632.00,85.554
633.00,85.548
634.00,85.551
635.00,85.587
636.00,85.640
637.00,85.699
638.00,85.696
639.00,85.698
640.00,85.662
641.00,85.615
642.00,85.551
643.00,85.511
644.00,85.474
645.00,85.450
646.00,85.391
647.00,85.356
648.00,85.310
649.00,85.259
650.00,85.177
651.00,85.108
652.00,85.039
653.00,84.971
654.00,84.886
655.00,84.831
656.00,84.709
657.00,84.559
658.00,84.417
659.00,84.333
660.00,84.288
661.00,84.198
662.00,84.128
663.00,84.050
664.00,83.996
665.00,83.971
666.00,83.958
667.00,83.971
668.00,83.988
669.00,83.979
670.00,83.976
671.00,83.939
672.00,83.951
673.00,83.959
674.00,83.999
675.00,83.913
676.00,83.853
677.00,83.796
678.00,83.857
679.00,83.884
680.00,83.918
681.00,83.969
682.00,84.000
683.00,84.025
684.00,84.022
685.00,84.024
686.00,83.992
687.00,83.946
688.00,83.931
689.00,83.968
690.00,83.911
691.00,83.868
692.00,83.821
