"ITO_040PER_5.spc - RawData"
"”g’· (nm)","T%"
350.00,54.812
351.00,55.433
352.00,56.339
353.00,57.216
354.00,58.051
355.00,58.823
356.00,59.529
357.00,60.180
358.00,60.809
359.00,61.401
360.00,61.968
361.00,62.523
362.00,63.038
363.00,63.533
364.00,63.977
365.00,64.382
366.00,64.723
367.00,65.005
368.00,65.241
369.00,65.448
370.00,65.651
371.00,65.826
372.00,65.760
373.00,65.630
374.00,65.487
375.00,65.530
376.00,65.584
377.00,65.635
378.00,65.700
379.00,65.764
380.00,65.863
381.00,65.989
382.00,66.146
383.00,66.311
384.00,66.511
385.00,66.693
386.00,66.867
387.00,67.011
388.00,67.172
389.00,67.308
390.00,67.429
391.00,67.538
392.00,67.671
393.00,67.783
394.00,67.863
395.00,67.933
396.00,68.001
397.00,68.094
398.00,68.177
399.00,68.279
400.00,68.360
401.00,68.426
402.00,68.485
403.00,68.557
404.00,68.608
405.00,68.639
406.00,68.671
407.00,68.705
408.00,68.779
409.00,68.820
410.00,68.874
411.00,68.901
412.00,68.971
413.00,69.060
414.00,69.153
415.00,69.261
416.00,69.366
417.00,69.486
418.00,69.605
419.00,69.711
420.00,69.849
421.00,69.982
422.00,70.111
423.00,70.242
424.00,70.347
425.00,70.490
426.00,70.606
427.00,70.739
428.00,70.895
429.00,71.046
430.00,71.202
431.00,71.351
432.00,71.502
433.00,71.657
434.00,71.798
435.00,71.942
436.00,72.093
437.00,72.209
438.00,72.317
439.00,72.403
440.00,72.495
441.00,72.592
442.00,72.671
443.00,72.772
444.00,72.888
445.00,73.016
446.00,73.120
447.00,73.221
448.00,73.340
449.00,73.474
450.00,73.594
451.00,73.709
452.00,73.841
453.00,73.960
454.00,74.114
455.00,74.251
456.00,74.417
457.00,74.571
458.00,74.750
459.00,74.923
460.00,75.082
461.00,75.220
462.00,75.380
463.00,75.533
464.00,75.697
465.00,75.867
466.00,76.051
467.00,76.237
468.00,76.422
469.00,76.592
470.00,76.778
471.00,76.936
472.00,77.097
473.00,77.241
474.00,77.380
475.00,77.541
476.00,77.678
477.00,77.829
478.00,77.957
479.00,78.097
480.00,78.227
481.00,78.381
482.00,78.510
483.00,78.640
484.00,78.759
485.00,78.898
486.00,79.039
487.00,79.146
488.00,79.279
489.00,79.398
490.00,79.544
491.00,79.664
492.00,79.783
493.00,79.896
494.00,79.984
495.00,80.101
496.00,80.206
497.00,80.322
498.00,80.404
499.00,80.506
500.00,80.601
501.00,80.709
502.00,80.831
503.00,80.970
504.00,81.110
505.00,81.226
506.00,81.360
507.00,81.475
508.00,81.598
509.00,81.686
510.00,81.797
511.00,81.910
512.00,82.024
513.00,82.135
514.00,82.210
515.00,82.297
516.00,82.382
517.00,82.481
518.00,82.574
519.00,82.635
520.00,82.703
521.00,82.770
522.00,82.866
523.00,82.943
524.00,83.002
525.00,83.081
526.00,83.160
527.00,83.243
528.00,83.298
529.00,83.369
530.00,83.406
531.00,83.450
532.00,83.492
533.00,83.568
534.00,83.608
535.00,83.637
536.00,83.674
537.00,83.741
538.00,83.815
539.00,83.876
540.00,83.951
541.00,84.014
542.00,84.069
543.00,84.114
544.00,84.173
545.00,84.217
546.00,84.275
547.00,84.306
548.00,84.361
549.00,84.382
550.00,84.380
551.00,84.370
552.00,84.384
553.00,84.424
554.00,84.467
555.00,84.473
556.00,84.485
557.00,84.499
558.00,84.532
559.00,84.582
560.00,84.623
561.00,84.645
562.00,84.639
563.00,84.625
564.00,84.635
565.00,84.648
566.00,84.655
567.00,84.642
568.00,84.601
569.00,84.586
570.00,84.558
571.00,84.588
572.00,84.574
573.00,84.576
574.00,84.552
575.00,84.550
576.00,84.544
577.00,84.552
578.00,84.551
579.00,84.568
580.00,84.548
581.00,84.544
582.00,84.529
583.00,84.544
584.00,84.533
585.00,84.517
586.00,84.484
587.00,84.469
588.00,84.440
589.00,84.406
590.00,84.388
591.00,84.381
592.00,84.369
593.00,84.338
594.00,84.305
595.00,84.278
596.00,84.271
597.00,84.282
598.00,84.319
599.00,84.358
600.00,84.397
601.00,84.446
602.00,84.468
603.00,84.512
604.00,84.532
605.00,84.607
606.00,84.677
607.00,84.735
608.00,84.786
609.00,84.815
610.00,84.896
611.00,84.961
612.00,85.046
613.00,85.111
614.00,85.183
615.00,85.244
616.00,85.292
617.00,85.319
618.00,85.351
619.00,85.384
620.00,85.417
621.00,85.445
622.00,85.456
623.00,85.455
624.00,85.449
625.00,85.444
