"ITO_040PER_4.spc - RawData"
"”g’· (nm)","T%"
350.00,60.074
351.00,60.741
352.00,61.726
353.00,62.733
354.00,63.680
355.00,64.546
356.00,65.273
357.00,65.964
358.00,66.634
359.00,67.273
360.00,67.887
361.00,68.505
362.00,69.092
363.00,69.638
364.00,70.093
365.00,70.492
366.00,70.826
367.00,71.107
368.00,71.317
369.00,71.495
370.00,71.688
371.00,71.841
372.00,71.865
373.00,71.793
374.00,71.738
375.00,71.757
376.00,71.795
377.00,71.819
378.00,71.871
379.00,71.978
380.00,72.107
381.00,72.270
382.00,72.413
383.00,72.590
384.00,72.784
385.00,72.994
386.00,73.163
387.00,73.343
388.00,73.489
389.00,73.690
390.00,73.833
391.00,73.989
392.00,74.089
393.00,74.192
394.00,74.273
395.00,74.335
396.00,74.390
397.00,74.443
398.00,74.542
399.00,74.616
400.00,74.675
401.00,74.692
402.00,74.715
403.00,74.736
404.00,74.746
405.00,74.754
406.00,74.758
407.00,74.770
408.00,74.842
409.00,74.925
410.00,75.001
411.00,75.055
412.00,75.130
413.00,75.224
414.00,75.344
415.00,75.453
416.00,75.614
417.00,75.735
418.00,75.880
419.00,76.026
420.00,76.195
421.00,76.362
422.00,76.505
423.00,76.644
424.00,76.764
425.00,76.896
426.00,77.006
427.00,77.156
428.00,77.298
429.00,77.459
430.00,77.648
431.00,77.835
432.00,77.997
433.00,78.105
434.00,78.204
435.00,78.308
436.00,78.409
437.00,78.476
438.00,78.513
439.00,78.553
440.00,78.592
441.00,78.694
442.00,78.846
443.00,79.000
444.00,79.141
445.00,79.228
446.00,79.320
447.00,79.413
448.00,79.528
449.00,79.661
450.00,79.772
451.00,79.890
452.00,80.029
453.00,80.190
454.00,80.338
455.00,80.521
456.00,80.718
457.00,80.936
458.00,81.139
459.00,81.314
460.00,81.481
461.00,81.649
462.00,81.845
463.00,82.055
464.00,82.235
465.00,82.428
466.00,82.621
467.00,82.824
468.00,83.082
469.00,83.308
470.00,83.578
471.00,83.781
472.00,84.012
473.00,84.196
474.00,84.393
475.00,84.590
476.00,84.781
477.00,84.944
478.00,85.086
479.00,85.211
480.00,85.333
481.00,85.454
482.00,85.552
483.00,85.646
484.00,85.766
485.00,85.911
486.00,86.041
487.00,86.134
488.00,86.222
489.00,86.317
490.00,86.409
491.00,86.503
492.00,86.579
493.00,86.653
494.00,86.711
495.00,86.792
496.00,86.888
497.00,86.991
498.00,87.095
499.00,87.204
500.00,87.308
501.00,87.467
502.00,87.620
503.00,87.823
504.00,87.954
505.00,88.081
506.00,88.182
507.00,88.279
508.00,88.383
509.00,88.469
510.00,88.583
511.00,88.699
512.00,88.839
513.00,88.970
514.00,89.058
515.00,89.142
516.00,89.230
517.00,89.350
518.00,89.438
519.00,89.499
520.00,89.557
521.00,89.635
522.00,89.758
523.00,89.877
524.00,89.993
525.00,90.095
526.00,90.198
527.00,90.287
528.00,90.321
529.00,90.349
530.00,90.365
531.00,90.403
532.00,90.431
533.00,90.480
534.00,90.515
535.00,90.543
536.00,90.598
537.00,90.682
538.00,90.765
539.00,90.804
540.00,90.839
541.00,90.891
542.00,90.961
543.00,91.017
544.00,91.066
545.00,91.104
546.00,91.149
547.00,91.175
548.00,91.217
549.00,91.240
550.00,91.246
551.00,91.239
552.00,91.252
553.00,91.331
554.00,91.400
555.00,91.457
556.00,91.472
557.00,91.497
558.00,91.523
559.00,91.563
560.00,91.590
561.00,91.595
562.00,91.590
563.00,91.613
564.00,91.667
565.00,91.723
566.00,91.788
567.00,91.871
568.00,91.952
569.00,92.019
570.00,92.093
571.00,92.176
572.00,92.247
573.00,92.282
574.00,92.282
575.00,92.273
576.00,92.231
577.00,92.179
578.00,92.069
579.00,91.945
580.00,91.778
581.00,91.617
582.00,91.475
583.00,91.344
584.00,91.178
585.00,91.010
586.00,90.848
587.00,90.762
588.00,90.673
589.00,90.591
590.00,90.504
591.00,90.438
592.00,90.406
593.00,90.387
594.00,90.362
595.00,90.355
596.00,90.353
597.00,90.361
598.00,90.378
599.00,90.416
600.00,90.460
601.00,90.511
602.00,90.523
603.00,90.554
604.00,90.568
605.00,90.633
606.00,90.677
607.00,90.735
608.00,90.784
609.00,90.856
610.00,90.935
611.00,91.042
612.00,91.118
613.00,91.226
614.00,91.306
615.00,91.409
616.00,91.472
617.00,91.535
618.00,91.587
619.00,91.605
620.00,91.602
621.00,91.614
622.00,91.627
623.00,91.658
624.00,91.624
625.00,91.609
626.00,91.573
627.00,91.513
628.00,91.432
629.00,91.356
630.00,91.322
631.00,91.307
632.00,91.316
