"ITO_030PER_1.spc - RawData"
"”g’· (nm)","T%"
350.00,67.899
351.00,68.618
352.00,69.681
353.00,70.744
354.00,71.735
355.00,72.628
356.00,73.390
357.00,74.107
358.00,74.781
359.00,75.404
360.00,75.962
361.00,76.533
362.00,77.054
363.00,77.512
364.00,77.878
365.00,78.168
366.00,78.427
367.00,78.580
368.00,78.716
369.00,78.798
370.00,78.925
371.00,79.009
372.00,79.178
373.00,79.272
374.00,79.368
375.00,79.341
376.00,79.304
377.00,79.247
378.00,79.201
379.00,79.233
380.00,79.285
381.00,79.365
382.00,79.415
383.00,79.500
384.00,79.630
385.00,79.766
386.00,79.916
387.00,80.063
388.00,80.189
389.00,80.343
390.00,80.472
391.00,80.607
392.00,80.713
393.00,80.801
394.00,80.876
395.00,80.898
396.00,80.942
397.00,80.979
398.00,81.087
399.00,81.142
400.00,81.209
401.00,81.201
402.00,81.228
403.00,81.243
404.00,81.247
405.00,81.248
406.00,81.259
407.00,81.303
408.00,81.423
409.00,81.560
410.00,81.675
411.00,81.738
412.00,81.821
413.00,81.922
414.00,82.046
415.00,82.134
416.00,82.242
417.00,82.308
418.00,82.388
419.00,82.513
420.00,82.657
421.00,82.809
422.00,82.908
423.00,83.015
424.00,83.113
425.00,83.228
426.00,83.324
427.00,83.445
428.00,83.576
429.00,83.717
430.00,83.889
431.00,84.052
432.00,84.193
433.00,84.253
434.00,84.307
435.00,84.366
436.00,84.446
437.00,84.502
438.00,84.545
439.00,84.571
440.00,84.617
441.00,84.712
442.00,84.879
443.00,85.042
444.00,85.202
445.00,85.318
446.00,85.435
447.00,85.545
448.00,85.674
449.00,85.802
450.00,85.920
451.00,86.032
452.00,86.188
453.00,86.354
454.00,86.527
455.00,86.703
456.00,86.886
457.00,87.068
458.00,87.234
459.00,87.393
460.00,87.535
461.00,87.683
462.00,87.849
463.00,88.033
464.00,88.174
465.00,88.329
466.00,88.484
467.00,88.667
468.00,88.904
469.00,89.134
470.00,89.384
471.00,89.568
472.00,89.765
473.00,89.948
474.00,90.138
475.00,90.345
476.00,90.544
477.00,90.703
478.00,90.833
479.00,90.948
480.00,91.053
481.00,91.149
482.00,91.206
483.00,91.248
484.00,91.323
485.00,91.414
486.00,91.527
487.00,91.593
488.00,91.665
489.00,91.724
490.00,91.775
491.00,91.844
492.00,91.906
493.00,91.983
494.00,92.034
495.00,92.115
496.00,92.196
497.00,92.291
498.00,92.387
