"ITO_unprocesesd_5.spc - RawData"
"”g’· (nm)","T%"
350.00,54.416
351.00,54.622
352.00,54.942
353.00,55.274
354.00,55.617
355.00,55.965
356.00,56.331
357.00,56.681
358.00,57.067
359.00,57.474
360.00,57.908
361.00,58.327
362.00,58.751
363.00,59.187
364.00,59.661
365.00,60.141
366.00,60.634
367.00,61.110
368.00,61.568
369.00,62.043
370.00,62.503
371.00,62.971
372.00,63.609
373.00,64.260
374.00,64.936
375.00,65.406
376.00,65.904
377.00,66.386
378.00,66.882
379.00,67.344
380.00,67.816
381.00,68.347
382.00,68.932
383.00,69.522
384.00,70.092
385.00,70.631
386.00,71.161
387.00,71.674
388.00,72.153
389.00,72.600
390.00,73.003
391.00,73.397
392.00,73.808
393.00,74.186
394.00,74.502
395.00,74.757
396.00,74.993
397.00,75.243
398.00,75.439
399.00,75.587
400.00,75.680
401.00,75.766
402.00,75.850
403.00,75.914
404.00,75.940
405.00,75.933
406.00,75.906
407.00,75.838
408.00,75.753
409.00,75.629
410.00,75.524
411.00,75.366
412.00,75.194
413.00,74.993
414.00,74.825
415.00,74.653
416.00,74.431
417.00,74.172
418.00,73.902
419.00,73.646
420.00,73.393
421.00,73.156
422.00,72.925
423.00,72.701
424.00,72.474
425.00,72.268
426.00,72.048
427.00,71.824
428.00,71.613
429.00,71.391
430.00,71.163
431.00,70.927
432.00,70.724
433.00,70.527
434.00,70.355
435.00,70.192
436.00,70.020
437.00,69.846
438.00,69.671
439.00,69.524
440.00,69.373
441.00,69.274
442.00,69.134
443.00,69.008
444.00,68.869
445.00,68.771
446.00,68.685
447.00,68.583
448.00,68.518
449.00,68.471
450.00,68.430
451.00,68.370
452.00,68.327
453.00,68.283
454.00,68.271
455.00,68.211
456.00,68.178
457.00,68.134
458.00,68.136
459.00,68.126
460.00,68.136
461.00,68.158
462.00,68.212
463.00,68.270
464.00,68.324
465.00,68.360
466.00,68.404
467.00,68.435
468.00,68.470
469.00,68.514
470.00,68.582
471.00,68.655
472.00,68.730
473.00,68.811
474.00,68.898
475.00,68.990
476.00,69.084
477.00,69.192
478.00,69.313
479.00,69.430
480.00,69.558
481.00,69.717
482.00,69.869
483.00,70.019
484.00,70.138
485.00,70.291
486.00,70.458
487.00,70.615
488.00,70.780
489.00,70.945
490.00,71.134
491.00,71.321
492.00,71.482
493.00,71.670
494.00,71.838
495.00,72.029
496.00,72.205
497.00,72.370
498.00,72.525
499.00,72.673
500.00,72.839
501.00,73.000
502.00,73.154
503.00,73.321
504.00,73.473
505.00,73.633
506.00,73.800
507.00,73.972
508.00,74.141
509.00,74.279
510.00,74.438
511.00,74.604
512.00,74.775
513.00,74.930
514.00,75.066
515.00,75.192
516.00,75.322
517.00,75.456
518.00,75.586
519.00,75.714
520.00,75.828
521.00,75.960
522.00,76.063
523.00,76.154
524.00,76.251
525.00,76.376
526.00,76.497
527.00,76.617
528.00,76.702
529.00,76.808
530.00,76.882
531.00,76.986
532.00,77.058
533.00,77.156
534.00,77.227
535.00,77.309
536.00,77.292
537.00,77.293
538.00,77.287
539.00,77.339
540.00,77.389
541.00,77.439
542.00,77.486
543.00,77.518
544.00,77.544
545.00,77.570
546.00,77.598
547.00,77.628
548.00,77.649
549.00,77.663
550.00,77.661
551.00,77.673
552.00,77.689
553.00,77.714
554.00,77.707
555.00,77.675
556.00,77.643
557.00,77.616
558.00,77.583
559.00,77.544
560.00,77.516
561.00,77.476
562.00,77.419
563.00,77.357
564.00,77.330
565.00,77.291
566.00,77.236
567.00,77.144
568.00,77.034
569.00,76.924
570.00,76.820
571.00,76.735
572.00,76.660
573.00,76.575
574.00,76.505
575.00,76.434
576.00,76.380
577.00,76.338
578.00,76.293
579.00,76.277
580.00,76.257
581.00,76.260
582.00,76.258
583.00,76.263
584.00,76.238
585.00,76.186
586.00,76.129
587.00,76.115
588.00,76.104
589.00,76.065
590.00,75.994
591.00,75.919
592.00,75.844
593.00,75.763
594.00,75.684
595.00,75.601
596.00,75.522
597.00,75.435
598.00,75.370
599.00,75.300
600.00,75.236
601.00,75.166
602.00,75.078
603.00,74.987
604.00,74.897
605.00,74.822
606.00,74.750
607.00,74.670
608.00,74.579
609.00,74.499
610.00,74.426
611.00,74.344
612.00,74.249
613.00,74.143
614.00,74.054
615.00,73.964
616.00,73.873
617.00,73.785
618.00,73.730
619.00,73.673
620.00,73.615
621.00,73.549
622.00,73.488
623.00,73.416
624.00,73.347
625.00,73.299
