Time[s],Y
0,31846358.531533815
1,31846347.317640524
2,31846357.357050925
3,31846360.691461068
4,31846359.94871547
5,31846356.469166517
6,31846356.515848555
7,31846356.574375488
8,31846354.481892515
9,31846358.208882235
10,31846356.1274198
11,31846357.56161165
12,31846354.900588635
13,31846358.15582709
14,31846356.472786956
15,31846360.90794958
16,31846356.58055004
17,31846354.153760724
18,31846357.167636745
19,31846360.343201302
20,31846350.828989424
21,31846348.272980444
22,31846358.23442522
23,31846363.76747183
24,31846362.84244958
25,31846361.664729863
26,31846361.550887536
27,31846360.496909942
28,31846362.732363973
29,31846359.576998748
30,31846311.067455627
31,31846100.19702173
32,31846023.91627682
33,31846002.35800374
34,31845993.560305707
35,31845987.892203975
36,31845983.6858603
37,31845980.748107646
38,31845977.70912057
39,31845975.941811156
40,31845975.21405564
41,31845971.622346003
42,31845972.487535194
43,31845972.767828427
44,31845969.585971702
45,31845969.342284437
46,31845968.762968022
47,31845968.292147506
48,31845967.32723778
49,31845965.240333263
50,31845965.1592913
51,31845963.904011652
52,31845964.09463935
53,31845965.343316738
54,31845964.289812133
55,31845965.241738416
56,31845963.132714093
57,31845963.400193013
58,31845962.137761872
59,31845963.499342997
60,31845993.168930434
61,31846214.948551863
62,31846308.9856984
63,31846323.986101247
64,31846329.578880835
65,31846333.683296986
66,31846338.026181184
67,31846341.77781332
68,31846343.96876
69,31846342.24321594
70,31846342.496104553
71,31846342.591242313
72,31846342.0798351
73,31846346.191138655
74,31846349.637019936
75,31846350.20107293
76,31846350.295296337
77,31846348.29805279
78,31846352.073512297
79,31846354.48877801
80,31846356.79328501
81,31846359.45060144
82,31846360.542913858
83,31846361.730998445
84,31846361.542233717
85,31846359.0315759
86,31846354.33803698
87,31846355.132701505
88,31846360.181102246
89,31846361.740684923
90,31846404.83684069
