 ,Area,Mean,Min,Max
1,49,5.204,0,255
2,42,0.000,0,0
3,20,0.000,0,0
4,85,0.000,0,0
5,45,0.000,0,0
6,29,0.000,0,0
7,22,0.000,0,0
8,41,0.000,0,0
9,22,0.000,0,0
10,28,0.000,0,0
