 ,Area,Mean,Min,Max
1,164,1.555,0,255
2,83,3.072,0,255
3,47,27.128,0,255
4,61,4.180,0,255
5,89,0.000,0,0
6,72,0.000,0,0
7,26,0.000,0,0
8,22,0.000,0,0
9,86,2.965,0,255
10,484,0.000,0,0
11,109,0.000,0,0
12,216,5.903,0,255
13,31,0.000,0,0
14,43,5.930,0,255
15,104,0.000,0,0
16,71,0.000,0,0
17,77,0.000,0,0
18,76,0.000,0,0
19,43,0.000,0,0
