Overlap Count,Percentage (%)
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,4.020568184462179
25,9.365038739849695
26,27.701900928360363
27,10.55399148421322
28,46.38544405407292
29,1.619395518741711
30,0.27920612392098465
31,0.0
32,0.07445496637892925
