Square_number,Circle_number,Center_x,Center_y,Diameter_nm
1,3,205,40
1,13,343,40
1,16,22,50
1,18,263,40
1,33,313,30
1,33,323,20
1,34,235,20
1,41,209,40
1,49,91,80
1,54,165,40
1,55,180,40
1,61,151,40
1,62,24,40
1,63,15,20
1,64,274,60
1,70,197,30
1,73,164,30
1,73,341,30
1,84,27,50
1,85,383,30
1,87,78,30
1,87,237,50
1,89,209,50
1,100,278,80
1,101,366,40
1,107,261,50
1,108,164,70
1,118,330,30
1,143,370,40
1,148,16,30
1,148,87,40
1,152,256,30
1,157,232,20
1,163,329,60
1,170,28,50
1,175,375,60
1,176,279,40
1,177,239,40
1,179,79,40
1,185,181,60
1,187,10,60
1,188,103,60
1,195,247,50
1,223,392,30
1,225,250,40
1,233,275,60
1,233,371,60
1,235,8,40
1,237,360,10
1,242,132,20
1,246,61,30
1,251,193,20
1,252,207,50
1,256,5,50
1,257,104,50
1,258,182,20
1,264,51,30
1,272,263,30
1,273,271,30
1,275,170,60
1,276,254,20
1,278,286,20
1,283,81,40
1,285,30,0
1,310,242,30
1,319,113,20
1,319,281,10
1,324,134,20
1,325,346,40
1,330,74,30
1,330,313,40
1,333,284,60
1,337,113,50
1,350,168,50
1,352,328,40
1,354,346,10
1,363,98,40
1,365,365,20
2,404,265,40
2,405,96,0
2,406,5,40
2,409,192,30
2,425,320,60
2,426,388,30
2,429,26,30
2,429,278,80
2,442,199,30
2,443,332,60
2,445,76,40
2,445,85,30
2,447,257,60
2,450,190,70
2,460,365,50
2,466,43,20
2,474,303,30
2,487,272,50
2,488,341,40
2,497,16,40
2,510,60,10
2,512,177,60
2,517,49,30
2,519,115,40
2,528,29,20
2,530,83,30
2,534,170,40
2,534,352,60
2,537,286,70
2,541,339,30
2,562,199,50
2,573,90,20
2,578,274,50
2,579,163,50
2,585,137,30
2,587,320,40
2,590,30,40
2,606,172,110
2,616,107,50
2,618,181,40
2,622,269,40
2,626,216,20
2,634,134,10
2,634,171,30
2,640,32,40
2,642,308,20
2,648,298,30
2,657,357,40
2,660,87,20
2,662,181,70
2,666,273,40
2,683,264,30
2,687,359,100
2,692,111,50
2,700,319,30
2,701,188,30
2,704,260,50
2,719,342,30
2,727,374,20
2,736,298,50
2,739,358,20
2,745,21,30
2,746,187,30
2,750,365,20
2,753,73,50
2,756,16,40
2,766,282,70
2,771,194,30
2,773,112,70
2,777,153,30
2,784,339,60
2,791,179,30
2,791,257,110
3,835,364,50
3,836,22,40
3,840,251,40
3,845,311,90
3,848,275,80
3,853,34,30
3,855,343,110
3,856,110,80
3,875,157,30
3,876,329,40
3,878,171,40
3,879,187,50
3,881,12,70
3,882,261,20
3,889,53,50
3,891,140,50
3,915,90,70
3,915,171,40
3,916,82,50
3,931,230,10
3,940,69,10
3,948,280,70
3,949,341,50
3,950,23,30
3,967,176,100
3,968,12,20
3,972,44,20
3,985,19,10
3,985,318,30
3,998,347,60
3,999,217,10
3,1003,75,20
3,1008,269,30
3,1011,319,30
3,1022,185,50
3,1029,96,40
3,1030,161,60
3,1042,322,20
3,1043,191,50
3,1044,161,20
3,1044,359,40
3,1046,90,40
3,1051,254,30
3,1053,365,40
3,1055,136,80
3,1064,272,30
3,1086,8,20
3,1089,270,30
3,1090,88,40
3,1090,103,20
3,1100,101,30
3,1101,161,40
3,1109,172,20
3,1114,190,20
3,1125,83,40
3,1125,333,100
3,1130,172,30
3,1131,17,30
3,1135,80,60
3,1136,256,40
3,1142,28,40
3,1151,182,20
3,1165,99,30
3,1175,163,50
3,1176,94,50
3,1178,10,50
3,1179,361,40
3,1184,109,50
3,1184,384,30
3,1185,258,50
4,4,770,40
4,6,632,30
4,10,589,50
4,13,700,50
4,17,796,30
4,20,511,60
4,21,456,80
4,24,441,20
4,25,560,40
4,26,715,80
4,36,639,20
4,59,426,40
4,65,605,50
4,67,538,30
4,75,718,40
4,75,733,40
4,76,696,50
4,80,415,40
4,84,460,30
4,85,629,50
4,93,762,50
4,98,633,40
4,101,593,40
4,104,526,50
4,106,706,70
4,110,433,20
4,110,441,40
4,121,783,30
4,139,684,50
4,150,499,30
4,155,793,30
4,156,592,20
4,159,684,30
4,161,456,30
4,185,418,40
4,185,687,60
4,186,787,40
4,189,433,60
4,189,522,80
4,194,566,30
4,198,610,60
4,201,665,40
4,222,701,20
4,240,545,70
4,241,492,50
4,261,502,50
4,263,793,90
4,267,459,60
4,273,591,50
4,277,700,70
4,285,518,30
4,285,535,30
4,286,733,20
4,306,724,20
4,312,755,40
4,317,522,50
4,318,608,40
4,322,431,40
4,330,635,50
4,337,660,50
4,340,720,50
4,341,498,40
4,352,415,40
4,352,519,50
4,359,590,60
4,361,447,40
4,362,793,70
4,364,624,30
4,375,749,60
5,406,530,50
5,421,761,40
5,424,673,40
5,433,412,50
5,440,602,40
5,440,788,60
5,446,451,50
5,449,637,40
5,456,603,70
5,492,605,30
5,493,539,40
5,495,783,40
5,510,458,30
5,511,547,50
5,522,504,60
5,522,708,50
5,522,718,30
5,526,421,40
5,533,605,50
5,541,697,20
5,574,439,60
5,591,714,50
5,603,507,70
5,606,452,60
5,612,683,40
5,616,621,50
5,618,422,50
5,619,770,50
5,641,516,40
5,658,776,40
5,661,689,50
5,663,699,30
5,664,631,50
5,681,715,50
5,691,608,20
5,693,682,50
5,701,513,50
5,701,588,40
5,707,447,90
5,709,779,50
5,727,726,30
5,741,624,50
5,759,522,60
5,762,672,40
5,766,428,120
5,769,541,40
5,773,774,30
5,774,717,40
5,779,635,60
5,782,763,50
5,784,507,70
