Class,Amp
1,78.01333333
2,72.98
3,72.33666667
4,73.5
5,73.83
6,68.96333333
7,74.19333333
8,76.84
9,80.28666667
10,85.86333333
11,95.48
12,92.57
13,104.9766667
14,110.7066667
15,124.09
16,133.91
17,149.41
18,167.98
19,186.42
20,203.2166667
21,224.25
22,256.8733333
23,280.6733333
24,313.4133333
25,351.0466667
26,382.53
27,427.0833333
28,470.1333333
29,508.63
30,561.25
31,599.74
32,652.4566667
33,699.6166667
34,742.13
35,799.4966667
36,846.18
37,892.85
38,945.1366667
39,993.6033333
40,1044.863333
41,1097.996667
42,1142.113333
43,1199.68
44,1254.483333
45,1302.436667
46,1358.52
47,1416.263333
48,1466.36
49,1520.123333
50,1575.016667
51,1626.556667
52,1672.41
53,1725.613333
54,1778.4
55,1823.88
56,1879.856667
57,1920.773333
58,1966.616667
59,2011.416667
60,2056.566667
61,2095.996667
62,2135.786667
63,2173.156667
64,2210.956667
65,2248.966667
66,2280.78
67,2315.806667
68,2345.34
69,2373.356667
70,2400.733333
71,2434.31
72,2458.746667
73,2483.376667
74,2505.233333
75,2520.533333
76,2538.773333
77,2564.986667
78,2578.36
79,2594.04
80,2612.366667
81,2626.286667
82,2644.75
83,2651.28
84,2671.356667
85,2675.926667
86,2683.43
87,2684.736667
88,2685.363333
89,2692.786667
90,2699.436667
91,2697.98
92,2690.023333
93,2694.303333
94,2694.49
95,2687.33
96,2681.623333
97,2684.36
98,2684.303333
99,2680.436667
100,2685.373333
101,2691.893333
102,2698.106667
103,2715.936667
104,2730.476667
105,2746.033333
106,2763.466667
107,2787.883333
108,2815.006667
109,2832.256667
110,2859.8
111,2885.113333
112,2914.726667
113,2939.156667
114,2965.986667
115,2988.063333
116,3001.363333
117,3019.416667
118,3028.62
119,3035.43
120,3043.29
121,3046.38
122,3041.84
123,3039.043333
124,3030.986667
125,3018.88
126,3008.196667
127,2989.45
128,2973.173333
129,2945.576667
130,2920.77
131,2896.56
132,2860.94
133,2826.216667
134,2788.96
135,2746.466667
136,2702.343333
137,2655.923333
138,2607.096667
139,2546.35
140,2484.31
141,2424.39
142,2366.026667
143,2291.04
144,2220.1
145,2145.383333
146,2057.036667
147,1971.393333
148,1884.793333
149,1789.403333
150,1691.213333
151,1586.033333
152,1482.496667
153,1370.3
154,1250.466667
155,1133.693333
156,1005.513333
157,874.5666667
158,734.8233333
159,591.2933333
160,439.61
161,233.03
162,63.55333333
163,97.93
164,98.27666667
165,99.55666667
166,97.93666667
167,101.8366667
168,102.5
169,105.0966667
170,104.6133333
171,104.94
172,109.8333333
173,110.7966667
174,110.31
175,111.7833333
176,114.7133333
177,116.3
178,121.8433333
179,123.6466667
180,130.9966667
181,132.93
182,137.9933333
183,139.4633333
184,142.0766667
185,146.16
186,153.01
187,157.26
188,164.77
189,168.5266667
190,174.5733333
191,178.3266667
192,192.8566667
193,197.2533333
194,200.83
195,206.3633333
196,218.0733333
197,226.3966667
198,234.0666667
199,240.4366667
200,246.6266667
201,253.49
202,262.2933333
203,270.4566667
204,290.51
205,294.57
206,307.62
207,317.7366667
208,332.27
209,342.0566667
210,349.7133333
211,359.1533333
212,372.35
213,384.1
214,397.8066667
215,407.4366667
216,419.8166667
217,430.7366667
218,447.7
219,463.9866667
220,474.5933333
221,482.3966667
222,496.53
223,511.1733333
224,522.2466667
225,540.3833333
226,547.4
227,564.7233333
228,585.3033333
229,600.8233333
230,619.4233333
231,638.48
232,648.61
233,669.3566667
234,691.22
235,710.9466667
236,724.9733333
237,745.6966667
238,761.9566667
239,782.8666667
240,796.4566667
241,818.4766667
242,846.5666667
243,862.75
244,887.6733333
245,912.79
246,931.0666667
247,961.2266667
248,991.2166667
249,1018.616667
250,1050.746667
251,1087.923333
252,1130.476667
253,1176.41
254,1215.67
255,1250.74
256,1296.353333
257,1337.136667
258,1373.7
259,1414.333333
260,1453.333333
261,1492.333333
262,1525.073333
263,1563.706667
264,1598.133333
265,1632.05
266,1675.723333
267,1717.183333
268,1755.096667
269,1793.553333
270,1837.663333
271,1876.856667
272,1928.803333
273,1964.503333
274,2008.286667
275,2052.136667
276,2078.25
277,2109.793333
278,2134.643333
279,2156.47
280,2169.72
281,2173.836667
282,2172.66
283,2160.38
284,2152.403333
285,2129.726667
286,2103.5
287,2071.87
288,2040.73
289,2000.923333
290,1961.79
291,1917.593333
292,1872.273333
293,1828.586667
294,1791.18
295,1749.886667
296,1701.676667
297,1657.033333
298,1614.103333
299,1576.816667
300,1529.836667
301,1489.703333
302,1448.603333
303,1403.27
304,1357.33
305,1309.17
306,1264.123333
307,1212.936667
308,1160.06
309,1098.466667
310,1042.536667
311,976.7866667
312,909.81
313,849.9166667
314,787.13
315,721.94
316,654.7166667
317,594.2333333
318,527.2366667
319,462.44
320,396.6133333
321,297.1266667
