380.00,13.412
380.50,13.443
381.00,13.474
381.50,13.517
382.00,13.559
382.50,13.600
383.00,13.646
383.50,13.678
384.00,13.715
384.50,13.754
385.00,13.789
385.50,13.831
386.00,13.863
386.50,13.897
387.00,13.940
387.50,13.974
388.00,14.023
388.50,14.060
389.00,14.090
389.50,14.127
390.00,14.159
390.50,14.189
391.00,14.227
391.50,14.260
392.00,14.298
392.50,14.324
393.00,14.362
393.50,14.398
394.00,14.431
394.50,14.466
395.00,14.502
395.50,14.536
396.00,14.579
396.50,14.611
397.00,14.648
397.50,14.677
398.00,14.714
398.50,14.750
399.00,14.787
399.50,14.828
400.00,14.862
400.50,14.893
401.00,14.933
401.50,14.973
402.00,15.011
402.50,15.056
403.00,15.097
403.50,15.139
404.00,15.175
404.50,15.214
405.00,15.251
405.50,15.279
406.00,15.318
406.50,15.352
407.00,15.378
407.50,15.408
408.00,15.439
408.50,15.480
409.00,15.519
409.50,15.550
410.00,15.586
410.50,15.614
411.00,15.647
411.50,15.683
412.00,15.723
412.50,15.758
413.00,15.785
413.50,15.813
414.00,15.848
414.50,15.871
415.00,15.900
415.50,15.932
416.00,15.964
416.50,15.992
417.00,16.022
417.50,16.049
418.00,16.076
418.50,16.109
419.00,16.147
419.50,16.180
420.00,16.206
420.50,16.231
421.00,16.253
421.50,16.280
422.00,16.309
422.50,16.338
423.00,16.364
423.50,16.393
424.00,16.419
424.50,16.449
425.00,16.481
425.50,16.517
426.00,16.546
426.50,16.578
427.00,16.611
427.50,16.638
428.00,16.662
428.50,16.692
429.00,16.729
429.50,16.758
430.00,16.787
430.50,16.820
431.00,16.849
431.50,16.882
432.00,16.909
432.50,16.944
433.00,16.979
433.50,17.006
434.00,17.037
434.50,17.071
435.00,17.096
435.50,17.123
436.00,17.152
436.50,17.192
437.00,17.222
437.50,17.243
438.00,17.271
438.50,17.302
439.00,17.324
439.50,17.345
440.00,17.370
440.50,17.390
441.00,17.409
441.50,17.435
442.00,17.461
442.50,17.485
443.00,17.506
443.50,17.532
444.00,17.564
444.50,17.591
445.00,17.621
445.50,17.642
446.00,17.668
446.50,17.699
447.00,17.725
447.50,17.754
448.00,17.783
448.50,17.816
449.00,17.848
449.50,17.875
450.00,17.898
450.50,17.915
451.00,17.941
451.50,17.969
452.00,17.994
452.50,18.016
453.00,18.032
453.50,18.059
454.00,18.082
454.50,18.108
455.00,18.136
455.50,18.162
456.00,18.184
456.50,18.210
457.00,18.239
457.50,18.265
458.00,18.284
458.50,18.310
459.00,18.339
459.50,18.364
460.00,18.383
460.50,18.414
461.00,18.435
461.50,18.462
462.00,18.485
462.50,18.512
463.00,18.532
463.50,18.564
464.00,18.595
464.50,18.626
465.00,18.650
465.50,18.675
466.00,18.692
466.50,18.717
467.00,18.735
467.50,18.764
468.00,18.775
468.50,18.791
469.00,18.810
469.50,18.821
470.00,18.840
470.50,18.862
471.00,18.885
471.50,18.905
472.00,18.918
472.50,18.933
473.00,18.954
473.50,18.965
474.00,18.984
474.50,18.991
475.00,19.002
475.50,19.013
476.00,19.023
476.50,19.033
477.00,19.052
477.50,19.063
478.00,19.076
478.50,19.085
479.00,19.104
479.50,19.121
480.00,19.130
480.50,19.147
481.00,19.161
481.50,19.177
482.00,19.193
482.50,19.214
483.00,19.235
483.50,19.255
484.00,19.271
484.50,19.290
485.00,19.307
485.50,19.330
486.00,19.343
486.50,19.355
487.00,19.365
487.50,19.374
488.00,19.387
488.50,19.405
489.00,19.423
489.50,19.440
490.00,19.452
490.50,19.473
491.00,19.488
491.50,19.505
492.00,19.524
492.50,19.540
493.00,19.552
493.50,19.562
494.00,19.576
494.50,19.594
495.00,19.605
495.50,19.626
496.00,19.643
496.50,19.661
497.00,19.672
497.50,19.685
498.00,19.699
498.50,19.708
499.00,19.721
499.50,19.732
500.00,19.743
500.50,19.754
501.00,19.759
501.50,19.771
502.00,19.781
502.50,19.785
503.00,19.797
503.50,19.802
504.00,19.813
504.50,19.815
505.00,19.819
505.50,19.830
506.00,19.836
506.50,19.841
507.00,19.860
507.50,19.863
508.00,19.876
508.50,19.881
509.00,19.888
509.50,19.897
510.00,19.898
510.50,19.904
511.00,19.911
511.50,19.912
512.00,19.927
512.50,19.928
513.00,19.934
513.50,19.946
514.00,19.955
514.50,19.967
515.00,19.971
515.50,19.972
516.00,19.979
516.50,19.983
517.00,19.987
517.50,19.992
518.00,19.990
518.50,19.995
519.00,19.999
519.50,20.003
520.00,20.012
520.50,20.015
521.00,20.015
521.50,20.019
522.00,20.027
522.50,20.038
523.00,20.038
523.50,20.035
524.00,20.042
524.50,20.045
525.00,20.053
525.50,20.057
526.00,20.051
526.50,20.054
527.00,20.053
527.50,20.055
528.00,20.065
528.50,20.063
529.00,20.064
529.50,20.063
530.00,20.065
530.50,20.077
531.00,20.075
531.50,20.074
532.00,20.078
532.50,20.075
533.00,20.075
533.50,20.080
534.00,20.076
534.50,20.083
535.00,20.080
535.50,20.088
536.00,20.093
536.50,20.088
537.00,20.087
537.50,20.089
538.00,20.086
538.50,20.084
539.00,20.078
539.50,20.077
540.00,20.069
540.50,20.063
541.00,20.068
541.50,20.070
542.00,20.066
542.50,20.071
543.00,20.072
543.50,20.071
544.00,20.067
544.50,20.067
545.00,20.066
545.50,20.062
546.00,20.061
546.50,20.056
547.00,20.043
547.50,20.034
548.00,20.029
548.50,20.027
549.00,20.016
549.50,20.005
550.00,19.995
550.50,19.985
551.00,19.987
551.50,19.986
552.00,19.979
552.50,19.972
553.00,19.971
553.50,19.975
554.00,19.977
554.50,19.975
555.00,19.974
555.50,19.969
556.00,19.967
556.50,19.969
557.00,19.972
557.50,19.973
558.00,19.968
558.50,19.962
559.00,19.964
559.50,19.959
560.00,19.952
560.50,19.949
561.00,19.947
561.50,19.941
562.00,19.929
562.50,19.922
563.00,19.916
563.50,19.910
564.00,19.904
564.50,19.905
565.00,19.903
565.50,19.894
566.00,19.880
566.50,19.881
567.00,19.876
567.50,19.874
568.00,19.870
568.50,19.866
569.00,19.864
569.50,19.859
570.00,19.854
570.50,19.856
571.00,19.847
571.50,19.842
572.00,19.841
572.50,19.831
573.00,19.833
573.50,19.822
574.00,19.823
574.50,19.834
575.00,19.832
575.50,19.830
576.00,19.828
576.50,19.822
577.00,19.824
577.50,19.818
578.00,19.816
578.50,19.808
579.00,19.787
579.50,19.784
580.00,19.778
580.50,19.772
581.00,19.768
581.50,19.768
582.00,19.763
582.50,19.765
583.00,19.761
583.50,19.765
584.00,19.760
584.50,19.761
585.00,19.757
585.50,19.753
586.00,19.741
586.50,19.740
587.00,19.737
587.50,19.734
588.00,19.734
588.50,19.730
589.00,19.727
589.50,19.724
590.00,19.718
590.50,19.718
591.00,19.708
591.50,19.700
592.00,19.693
592.50,19.685
593.00,19.677
593.50,19.668
594.00,19.666
594.50,19.668
595.00,19.664
595.50,19.663
596.00,19.661
596.50,19.657
597.00,19.650
597.50,19.644
598.00,19.642
598.50,19.640
599.00,19.635
599.50,19.634
600.00,19.629
600.50,19.620
601.00,19.614
601.50,19.607
602.00,19.611
602.50,19.611
603.00,19.602
603.50,19.601
604.00,19.590
604.50,19.587
605.00,19.588
605.50,19.582
606.00,19.584
606.50,19.577
607.00,19.564
607.50,19.555
608.00,19.543
608.50,19.545
609.00,19.538
609.50,19.536
610.00,19.541
610.50,19.538
611.00,19.534
611.50,19.538
612.00,19.543
612.50,19.546
613.00,19.545
613.50,19.550
614.00,19.555
614.50,19.554
615.00,19.557
615.50,19.557
616.00,19.559
616.50,19.561
617.00,19.567
617.50,19.568
618.00,19.566
618.50,19.556
619.00,19.551
619.50,19.550
620.00,19.555
620.50,19.556
621.00,19.562
621.50,19.558
622.00,19.548
622.50,19.548
623.00,19.545
623.50,19.550
624.00,19.567
624.50,19.567
625.00,19.576
625.50,19.574
626.00,19.581
626.50,19.597
627.00,19.608
627.50,19.630
628.00,19.638
628.50,19.629
629.00,19.637
629.50,19.641
630.00,19.640
630.50,19.641
631.00,19.648
631.50,19.650
632.00,19.649
632.50,19.653
633.00,19.663
633.50,19.677
634.00,19.681
634.50,19.699
635.00,19.716
635.50,19.729
636.00,19.752
636.50,19.772
637.00,19.796
637.50,19.811
638.00,19.831
638.50,19.840
639.00,19.857
639.50,19.880
640.00,19.895
640.50,19.899
641.00,19.920
641.50,19.923
642.00,19.941
642.50,19.952
643.00,19.981
643.50,20.008
644.00,20.018
644.50,20.035
645.00,20.052
645.50,20.062
646.00,20.093
646.50,20.114
647.00,20.141
647.50,20.169
648.00,20.185
648.50,20.210
649.00,20.242
649.50,20.281
650.00,20.318
650.50,20.349
651.00,20.386
651.50,20.413
652.00,20.440
652.50,20.472
653.00,20.504
653.50,20.533
