Time[s],Y
0,31827907.471919402
1,31827904.396517
2,31827903.25964152
3,31827911.664461825
4,31827906.525625985
5,31827918.446500927
6,31827932.20516261
7,31827933.703887597
8,31827928.91319291
9,31827930.98431138
10,31827941.5248233
11,31827933.314393792
12,31827932.829863984
13,31827933.740229324
14,31827924.581911683
15,31827928.27752512
16,31827915.791229244
17,31827891.682809465
18,31827900.58093348
19,31827907.174399033
20,31827904.97312826
21,31827919.814077355
22,31827924.175770376
23,31827912.378982704
24,31827914.797371726
25,31827920.181442894
26,31827922.6792795
27,31827924.83318285
28,31827915.519348845
29,31827897.899073094
30,31827806.95736679
31,31827355.115679454
32,31827191.30496378
33,31827152.19815722
34,31827138.322817784
35,31827128.688227024
36,31827122.18326012
37,31827116.161537692
38,31827111.242276512
39,31827110.722807385
40,31827103.900242258
41,31827106.69734262
42,31827099.919861022
43,31827097.75447588
44,31827098.262509648
45,31827097.73864834
46,31827093.2059493
47,31827089.881714016
48,31827093.404196285
49,31827088.050079968
50,31827086.574989177
51,31827086.645385183
52,31827088.73315592
53,31827084.295312323
54,31827081.334873427
55,31827080.01811948
56,31827083.06332049
57,31827080.12369542
58,31827080.025941353
59,31827075.514912657
60,31827117.651461437
61,31827557.726276312
62,31827782.944015488
63,31827840.269234177
64,31827853.07166823
65,31827857.573883772
66,31827857.222397234
67,31827845.23696804
68,31827852.4384965
69,31827867.041315675
70,31827881.971718837
71,31827884.292972587
72,31827884.40865014
73,31827884.54019848
74,31827898.04406078
75,31827910.750887252
76,31827915.506860513
77,31827917.41962012
78,31827917.432261623
79,31827915.487618044
80,31827914.418512654
81,31827917.698307697
82,31827919.9948485
83,31827919.672566894
84,31827913.540649656
85,31827896.924199745
86,31827884.17539043
87,31827887.570364404
88,31827900.014342796
89,31827902.22017532
90,31827899.84879744
