Time[s],Y
0,31827859.602648824
1,31827871.216607608
2,31827885.390688624
3,31827903.61922738
4,31827900.25229471
5,31827887.20810027
6,31827880.832425144
7,31827850.85483616
8,31827869.57078602
9,31827906.112342883
10,31827920.26799297
11,31827916.6215257
12,31827903.37741728
13,31827894.584812354
14,31827883.416394725
15,31827887.659860503
16,31827887.52730444
17,31827894.77097121
18,31827908.54337117
19,31827916.908302523
20,31827925.252661295
21,31827920.94478169
22,31827893.359075077
23,31827897.54075218
24,31827915.847912923
25,31827921.275271893
26,31827929.818635035
27,31827925.017547548
28,31827933.381918073
29,31827937.84938716
30,31827872.838946383
31,31827448.533943158
32,31827274.79248366
33,31827226.712224096
34,31827204.978684757
35,31827193.64000367
36,31827184.476985216
37,31827179.570387594
38,31827171.10013786
39,31827166.04952389
40,31827164.9094895
41,31827158.501634497
42,31827157.853492565
43,31827153.997258782
44,31827152.256118488
45,31827154.13501706
46,31827146.825502682
47,31827145.823534254
48,31827143.50783336
49,31827145.334529504
50,31827141.66649002
51,31827138.040673155
52,31827141.535463337
53,31827135.827506106
54,31827135.355636034
55,31827135.416411906
56,31827135.239994396
57,31827132.881596085
58,31827133.697580375
59,31827129.285778157
60,31827167.474431816
61,31827595.355361737
62,31827808.712146856
63,31827850.202962667
64,31827866.947858125
65,31827878.682205334
66,31827887.823685486
67,31827891.49235556
68,31827903.30531616
69,31827912.60342601
70,31827897.513129853
71,31827891.588514913
72,31827899.91214068
73,31827913.503293697
74,31827920.00004011
75,31827909.077468112
76,31827881.590870574
77,31827862.016236845
78,31827882.889365498
79,31827895.849880263
80,31827895.59687289
81,31827907.10012315
82,31827904.583736513
83,31827899.384399664
84,31827862.71225664
85,31827874.467619073
86,31827883.293636326
87,31827887.459243335
88,31827887.68247732
89,31827898.470404636
90,31827920.623218477
