Time[s],Y
0,31822002.531615052
1,31822025.85181996
2,31822038.43013483
3,31822058.91966658
4,31822055.512806036
5,31822042.257950228
6,31822035.95540004
7,31822010.337776728
8,31822026.57200423
9,31822061.03510983
10,31822071.197830446
11,31822072.321199037
12,31822058.500945143
13,31822053.195207376
14,31822038.674060337
15,31822042.655186087
16,31822043.227827463
17,31822050.184089106
18,31822064.099637173
19,31822072.584337898
20,31822081.103474714
21,31822076.78542292
22,31822052.804437693
23,31822053.44152236
24,31822071.513654187
25,31822076.887033716
26,31822084.260481246
27,31822080.45604278
28,31822089.381395116
29,31822093.63140927
30,31822028.602771565
31,31821591.556036495
32,31821418.42331667
33,31821368.81995041
34,31821348.763456225
35,31821335.957127593
36,31821326.258249503
37,31821319.985590898
38,31821310.73359696
39,31821306.234065834
40,31821303.446508694
41,31821302.36872726
42,31821297.474222977
43,31821294.17513156
44,31821292.755881958
45,31821289.35835478
46,31821287.789564148
47,31821284.664966363
48,31821281.052427966
49,31821283.51676115
50,31821281.01462294
51,31821277.246565554
52,31821276.40037473
53,31821274.93500984
54,31821274.405595183
55,31821274.463008605
56,31821275.85526516
57,31821272.29780205
58,31821272.710749656
59,31821268.284569595
60,31821303.13113839
61,31821747.580434177
62,31821968.437960975
63,31822009.579976898
64,31822027.74010702
65,31822038.148018695
66,31822043.45870646
67,31822048.06257151
68,31822062.834560283
69,31822072.475555535
70,31822056.919578988
71,31822050.985403277
72,31822059.485346638
73,31822073.71001052
74,31822081.626008358
75,31822068.601009496
76,31822043.527226068
77,31822023.909040086
78,31822044.164334603
79,31822059.59936384
80,31822056.63160476
81,31822067.457077216
82,31822068.194584608
83,31822063.457324065
84,31822031.540502045
85,31822034.714538254
86,31822046.81559358
87,31822051.01993352
88,31822051.265327033
89,31822063.673452336
90,31822080.55587828
