Time[s],Y
0,31848737.27591383
1,31848736.145865433
2,31848737.06742952
3,31848737.97256103
4,31848737.928071514
5,31848737.139903
6,31848736.683730487
7,31848734.342145503
8,31848736.278940428
9,31848738.83773072
10,31848739.020250384
11,31848738.886726048
12,31848738.13620067
13,31848737.89246708
14,31848737.22374143
15,31848737.792135164
16,31848737.179163698
17,31848738.084688604
18,31848739.839227367
19,31848740.000277586
20,31848740.02403074
21,31848739.091642465
22,31848738.143644657
23,31848738.071378443
24,31848739.781870697
25,31848739.258379083
26,31848740.57639613
27,31848739.33067404
28,31848740.83986732
29,31848740.670980193
30,31848733.280965474
31,31848706.027934622
32,31848697.557360064
33,31848694.408736564
34,31848693.115828622
35,31848692.193561412
36,31848691.86731182
37,31848690.38873689
38,31848690.82991422
39,31848690.212901093
40,31848689.23233966
41,31848689.15232555
42,31848690.685777463
43,31848690.160956185
44,31848689.251502145
45,31848689.16497317
46,31848688.25625696
47,31848688.819635082
48,31848689.023842968
49,31848689.029941466
50,31848689.05722779
51,31848687.491322707
52,31848687.787513614
53,31848687.279951483
54,31848687.74592118
55,31848687.234665573
56,31848686.983041503
57,31848687.80475695
58,31848688.05518616
59,31848688.081822734
60,31848691.997171503
61,31848722.582137384
62,31848733.533923037
63,31848733.924823783
64,31848735.48364514
65,31848736.10850083
66,31848737.47572124
67,31848738.762719832
68,31848738.38756679
69,31848738.76256242
70,31848737.749597292
71,31848737.727705974
72,31848738.05365683
73,31848739.393324465
74,31848739.275749955
75,31848738.38053263
76,31848736.72286757
77,31848736.130842052
78,31848737.386624184
79,31848738.05507235
80,31848738.038244307
81,31848738.72825934
82,31848739.166345946
83,31848737.79994803
84,31848735.847397186
85,31848736.290246043
86,31848738.202513155
87,31848737.764564056
88,31848737.691020057
89,31848738.784389988
90,31848734.937346816
