Square_number,Circle_number,Center_x_display,Center_y_display,Diameter_nm
1,1,182,23,114.0
1,2,228,117,95.0
1,3,120,122,95.0
1,4,113,183,57.0
1,5,243,215,76.0
1,6,190,230,95.0
1,7,193,251,57.0
1,8,188,343,95.0
1,9,374,176,76.0
2,10,500,56,57.0
2,11,515,259,57.0
2,12,718,339,76.0
2,13,719,154,76.0
2,14,617,157,57.0
2,15,601,303,76.0
3,16,1130,88,76.0
3,17,875,125,76.0
3,18,1025,362,95.0
3,19,1109,411,95.0
3,20,1057,387,57.0
3,21,993,64,76.0
3,22,1075,323,38.0
4,23,247,416,114.0
4,24,291,500,76.0
4,25,164,517,57.0
4,26,68,481,38.0
4,27,98,752,38.0
4,28,249,575,57.0
4,29,330,740,76.0
4,30,192,454,57.0
5,31,703,532,76.0
5,32,761,688,76.0
5,33,511,811,76.0
5,34,461,616,76.0
5,35,660,540,57.0
5,36,595,510,57.0
