Square_number,Circle_number,Center_x_display,Center_y_display,Diameter_nm
1,1,83,46,114.0
1,2,86,146,133.0
1,3,288,288,95.0
1,4,240,251,114.0
1,5,275,309,95.0
1,6,358,39,76.0
2,7,682,309,114.0
2,8,663,266,133.0
2,9,688,259,76.0
2,10,651,207,95.0
2,11,624,314,95.0
2,12,456,401,114.0
2,13,472,109,133.0
2,14,813,321,95.0
3,15,889,314,114.0
3,16,1059,257,114.0
3,17,1105,57,190.0
3,18,1204,298,95.0
3,19,1071,331,95.0
3,20,932,102,95.0
3,21,885,55,95.0
4,22,293,686,114.0
4,23,349,788,114.0
4,24,188,768,95.0
4,25,230,731,95.0
4,26,375,679,95.0
4,27,241,576,95.0
5,28,659,436,114.0
5,29,779,535,133.0
5,30,759,694,133.0
5,31,749,794,95.0
5,32,566,697,95.0
5,33,667,631,95.0
5,34,660,563,76.0
