Time[s],Y
0,31844020.05253029
1,31844019.96531068
2,31844019.812088132
3,31844018.840433363
4,31844017.82404566
5,31844017.079846457
6,31844017.187022753
7,31844018.032705136
8,31844017.95837911
9,31844017.644854955
10,31844015.91731435
11,31844015.213501062
12,31844015.973439347
13,31844015.825140443
14,31844015.125290815
15,31844015.04752299
16,31844014.811166678
17,31844013.86649266
18,31844013.099435274
19,31844013.09027677
20,31844013.995051242
21,31844014.124653697
22,31844014.643286657
23,31844013.200679068
24,31844013.032065284
25,31844013.025581237
26,31844012.89233794
27,31844012.23714654
28,31844012.729362044
29,31844011.093442753
30,31844010.19563587
31,31844004.123787936
32,31844000.388783887
33,31843999.80888427
34,31843998.138652034
35,31843997.99564017
36,31843997.96162225
37,31843997.02023644
38,31843996.100740235
39,31843995.991077043
40,31843995.957550343
41,31843995.168643363
42,31843995.840967737
43,31843995.120284826
44,31843994.999432903
45,31843994.91140067
46,31843994.044984307
47,31843993.232723407
48,31843993.82350685
49,31843993.147091456
50,31843993.720168885
51,31843992.295866888
52,31843992.139570195
53,31843992.008831613
54,31843992.85382405
55,31843992.14411995
56,31843992.050580684
57,31843991.923418324
58,31843991.10658563
59,31843990.264289837
60,31843991.10510974
61,31843998.27865551
62,31844001.41837744
63,31844001.98897536
64,31844001.3001851
65,31844002.625644088
66,31844002.25352928
67,31844002.792538982
68,31844002.150427427
69,31844002.00429099
70,31844002.004720256
71,31844001.96404512
72,31844001.23877941
73,31844001.73877694
74,31844001.234523673
75,31844001.677345295
76,31844000.531497523
77,31844000.900267765
78,31844000.225207463
79,31843999.999983426
80,31844000.000111558
81,31844000.00000722
82,31844000.00215681
83,31843999.27662401
84,31843999.74593769
85,31843999.14235865
86,31843999.004602004
87,31843999.017723095
88,31843998.296727035
89,31843997.995599747
90,31843997.281942844
