Square_number,Circle_number,Center_x,Center_y,Diameter_nm
1,23,253,16
1,50,336,22
1,58,45,32
1,60,413,16
1,115,369,8
1,130,131,30
1,135,385,18
1,153,169,18
1,198,107,16
1,200,130,14
1,205,155,20
1,216,140,8
1,225,275,28
1,229,85,20
1,242,358,20
1,274,191,10
1,284,226,8
1,301,56,30
1,308,386,12
1,329,32,20
1,336,354,16
1,338,141,24
1,360,403,24
2,441,339,10
2,455,311,12
2,491,290,10
2,497,178,12
2,505,144,90
2,507,314,14
2,508,52,30
2,567,315,14
2,579,386,8
2,589,317,12
2,599,358,24
2,601,223,16
2,607,407,14
2,623,215,14
2,645,248,14
2,660,308,8
2,662,73,10
2,685,390,26
2,699,352,20
2,715,255,16
2,716,11,14
2,718,97,10
2,723,196,30
2,765,31,12
2,787,350,40
2,793,287,12
2,801,220,14
2,827,308,20
2,829,124,26
2,834,382,10
3,846,48,32
3,852,150,18
3,862,394,42
3,883,201,14
3,886,50,24
3,886,139,12
3,919,393,8
3,924,96,14
3,924,346,8
3,936,219,38
3,939,177,36
3,940,279,14
3,965,94,12
3,968,5,20
3,993,72,16
3,1026,336,10
3,1037,409,14
3,1053,240,14
3,1059,371,18
3,1085,21,14
3,1103,400,12
3,1114,365,28
3,1118,152,14
3,1134,392,20
3,1184,251,50
3,1196,120,18
3,1205,398,12
3,1214,381,14
3,1223,133,42
3,1225,68,14
3,1228,401,18
3,1241,298,18
4,12,820,14
4,21,453,26
4,29,769,16
4,32,434,12
4,50,448,12
4,59,778,10
4,80,770,10
4,83,437,14
4,86,467,50
4,87,802,18
4,104,528,26
4,112,829,16
4,123,521,16
4,138,541,32
4,153,827,12
4,164,751,40
4,178,688,12
4,212,671,8
4,231,449,12
4,232,675,8
4,272,449,12
4,279,638,6
4,289,567,14
4,292,507,12
4,296,835,20
4,308,676,6
4,347,485,10
4,358,601,30
4,365,776,26
4,383,454,20
4,400,634,12
5,436,783,46
5,459,602,14
5,487,440,32
5,503,556,34
5,545,736,20
5,554,644,6
5,564,679,32
5,584,610,32
5,596,466,12
5,627,753,10
5,679,556,8
5,684,490,6
5,693,473,12
5,700,492,18
5,719,459,14
5,720,694,26
5,730,458,16
5,738,529,10
5,747,574,12
5,760,565,8
5,765,643,58
5,790,453,10
5,800,550,10
